index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
2165,419-723,6,419-723PL1,Absent,32521,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,31,0,17,0,18,43,0,19,0,32,30,29,0,28,20,22,6,16,0,7,27,0,42,21,0,5,38,41,25,26,23,24,4,37,39,40,0,9,0,10,15,0,3,14,0,0,35,36,0,0,33,0,13,12,0,0,1,0,2,34,44,0,11,0,9,23,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2165,0,16.557488653555218,20.0,-9,0.85625,43,0.631578947368421,53,0.11595394736842103,0.46875,0.671875,,,,,RS,LEFT,
2167,419-723,8,419-723PL1,Absent,31729,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,29,28,44,43,45,0,0,0,30,31,6,42,46,0,4,5,8,9,47,41,0,3,0,27,32,33,10,25,0,0,26,0,34,11,35,24,0,0,0,0,16,14,36,15,0,0,2,0,18,17,13,40,1,0,0,0,19,38,37,20,39,21,22,23,19,13,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2167,0,16.557488653555218,16.557488653555218,10,0.91875,45,0.543859649122807,64,0.16088092571855173,0.796875,0.7111111111111111,0.85625,0.631578947368421,0.11595394736842103,23.0,LEFT,LEFT,0.671875
2168,419-723,9,419-723PL1,Absent,22372,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,23,22,25,0,0,0,0,19,20,21,26,0,0,0,0,18,17,16,27,0,0,0,0,13,15,14,28,0,0,0,0,12,11,10,29,0,0,33,0,7,8,9,30,0,0,0,0,6,5,4,31,0,0,0,0,1,2,3,32,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2168,0,16.557488653555218,32.0,41,0.99375,33,0.6956521739130435,64,0.3043478260869565,0.984375,0.9696969696969696,0.91875,0.543859649122807,0.16088092571855173,13.0,LEFT,LEFT,0.7111111111111111
2170,419-723,11,419-723PL1,Absent,20429,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,11,9,7,6,0,0,0,0,12,10,8,5,0,0,0,0,14,15,17,19,0,0,0,0,13,16,18,20,0,0,0,0,33,27,26,21,0,0,0,0,31,28,25,22,0,0,0,0,32,29,24,23,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2170,0,16.557488653555218,16.557488653555218,73,1.0,32,0.9696969696969696,64,0.03030303030303028,1.0,1.0,0.99375,0.6956521739130435,0.3043478260869565,1.0,LEFT,LEFT,0.9696969696969696
2171,419-723,12,419-723PL1,Absent,20942,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,5,4,0,0,0,9,8,7,6,0,0,0,0,10,11,12,13,0,0,0,0,17,16,15,14,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,28,30,32,0,0,0,0,27,29,31,33,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2171,0,16.557488653555218,16.557488653555218,104,0.99375,33,0.9696969696969696,64,0.03030303030303028,0.984375,0.9696969696969696,1.0,0.9696969696969696,0.03030303030303028,0.0,LEFT,LEFT,1.0
2172,419-723,13,419-723PL1,Absent,18585,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,17,24,25,32,0,0,0,0,18,23,26,31,0,0,0,0,19,22,27,30,0,0,0,0,20,21,28,29,0,0,0,0,11,12,13,15,0,0,0,0,9,10,14,16,0,0,0,0,8,7,6,5,0,0,0,0,1,2,3,4,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2172,0,16.557488653555218,32.0,136,1.0,32,0.9696969696969696,64,0.03030303030303028,1.0,1.0,0.99375,0.9696969696969696,0.03030303030303028,1.0,LEFT,LEFT,0.9696969696969696
2174,419-723,15,419-723PL1,Absent,20770,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,30,29,23,25,0,0,0,0,31,32,24,26,0,0,0,0,34,33,27,28,0,0,0,0,21,20,16,15,0,0,0,0,18,17,22,14,0,0,0,0,10,11,12,13,0,0,0,0,9,7,8,6,0,0,0,0,2,3,4,5,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2174,0,16.557488653555218,32.0,168,1.0,32,1.0,64,0.0,1.0,1.0,1.0,0.9696969696969696,0.03030303030303028,0.0,LEFT,LEFT,1.0
2177,419-723,18,419-723PL1,Absent,18004,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,30,31,29,32,0,0,0,0,25,26,27,28,0,0,0,0,24,23,22,21,0,0,0,0,17,18,19,20,0,0,0,0,16,15,14,13,0,0,0,0,9,10,11,12,0,0,0,0,8,7,6,5,0,0,0,0,1,2,3,4,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2177,0,16.557488653555218,16.557488653555218,200,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2178,419-723,19,419-723PL1,Absent,17158,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,7,8,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,29,0,0,0,0,31,32,28,30,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2178,0,16.557488653555218,16.557488653555218,232,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2179,419-723,20,419-723PL1,Absent,16927,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,19,18,17,16,0,0,0,0,20,21,22,15,0,0,0,0,27,25,24,23,0,0,0,0,28,30,32,34,0,0,0,0,29,31,33,35,0,0,0,0,9,10,11,12,0,0,0,0,8,7,6,5,0,0,0,0,1,2,3,4,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2179,0,16.557488653555218,16.557488653555218,264,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
