index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
4321,656-979,2,656-979PL1,Absent,57715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,42,22,23,43,44,63,36,37,41,18,17,24,45,46,35,38,2,7,12,15,13,47,34,11,20,19,21,54,14,62,39,4,30,52,3,53,27,61,33,31,6,29,51,28,5,60,56,32,58,57,8,48,26,59,9,66,10,65,55,49,64,25,-11,43,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,4321,0,16.557488653555218,30.0,3,0.73125,64,1.0,64,0.8039215686274509,0.328125,1.0,,,,,RS,RS,
4323,656-979,4,656-979PL1,Absent,34975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,19,0,0,27,28,0,16,0,0,0,17,0,20,0,0,18,0,0,0,0,15,14,24,13,12,0,0,21,10,3,25,11,0,0,2,0,9,0,5,7,0,22,0,0,1,23,8,0,4,0,6,0,4,28,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4323,0,16.557488653555218,12.0,7,0.825,28,0.4375,64,0.234375,0.5625,0.5,0.73125,1.0,0.8039215686274509,43.0,RS,RS,1.0
4325,656-979,6,656-979PL1,Absent,29908,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,32,0,0,0,0,44,0,31,20,21,39,0,0,0,30,19,18,24,22,0,33,0,27,28,26,23,25,38,0,0,29,7,8,9,4,35,34,0,12,5,10,6,36,0,0,43,13,14,11,0,37,16,0,0,3,41,40,15,0,0,42,2,-11,43,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4325,0,16.557488653555218,20.0,-4,0.73125,43,0.4489795918367347,64,0.5510204081632653,0.328125,0.671875,0.825,0.4375,0.234375,28.0,RS,RS,0.5
4328,656-979,9,656-979PL1,Absent,34142,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,44,0,35,34,33,32,9,8,0,0,0,36,0,31,10,7,42,0,43,0,0,37,11,6,0,25,0,28,21,38,12,5,24,26,0,0,0,20,13,4,23,41,0,27,0,19,14,3,22,0,0,0,0,18,15,2,40,39,29,45,30,17,16,1,-13,45,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,4328,0,16.557488653555218,16.557488653555218,-17,0.71875,45,0.4426229508196721,64,0.5573770491803278,0.296875,0.703125,0.73125,0.4489795918367347,0.5510204081632653,43.0,RS,RS,0.671875
4329,656-979,10,656-979PL1,Absent,30728,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,34,0,0,0,26,25,9,8,0,0,0,0,27,24,10,7,0,0,0,0,0,23,11,6,30,28,29,0,0,22,12,5,0,0,0,0,0,21,13,4,0,0,0,0,0,20,14,3,0,0,0,0,33,19,15,2,0,0,0,32,31,18,17,1,10,22,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4329,0,16.557488653555218,32.0,-7,0.8625,33,0.5918367346938775,64,0.2362882653061225,0.65625,0.7567567567567568,0.71875,0.4426229508196721,0.5573770491803278,45.0,RS,RS,0.703125
4331,656-979,12,656-979PL1,Absent,25003,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,38,0,37,0,0,24,9,8,0,0,0,0,25,23,10,7,0,35,0,0,0,22,11,6,0,0,0,36,0,21,12,5,0,0,0,0,0,20,13,4,33,0,32,26,27,19,14,3,0,34,31,28,0,18,15,2,0,0,30,29,0,17,16,1,2,30,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4331,0,16.557488653555218,14.0,-5,0.8125,38,0.6136363636363636,64,0.2656739811912225,0.53125,0.59375,0.8625,0.5918367346938775,0.2362882653061225,22.0,RS,DOWN,0.7567567567567568
4333,656-979,14,656-979PL1,Absent,25967,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,44,43,45,46,18,17,16,15,41,42,0,53,19,20,13,14,40,39,52,0,22,21,12,11,37,38,0,51,0,34,9,10,36,35,0,24,54,33,8,7,47,48,50,0,56,0,5,6,49,0,25,26,55,32,4,3,28,29,27,0,0,31,1,2,-9,41,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4333,0,16.557488653555218,20.0,-14,0.74375,54,0.5862068965517241,64,0.2273524254821743,0.359375,0.84375,0.8125,0.6136363636363636,0.2656739811912225,30.0,DOWN,RS,0.59375
4335,656-979,16,656-979PL1,Absent,18514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,34,0,35,27,26,25,24,23,22,21,20,1,6,10,7,12,14,17,19,2,4,9,11,8,15,13,18,3,5,28,33,32,31,30,29,22,10,Unicorn_Absent,-1,-1,Unicorn_Absent,DOWN,4335,0,16.557488653555218,16.557488653555218,8,0.9375,35,0.4833333333333333,64,0.04209039548022603,0.84375,0.9142857142857144,0.74375,0.5862068965517241,0.2273524254821743,41.0,RS,RS,0.84375
4336,656-979,17,656-979PL1,Absent,22480,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,44,41,42,0,0,0,0,43,45,40,39,38,37,36,0,0,0,32,34,33,31,35,30,0,0,23,24,25,26,27,28,29,0,19,18,17,14,11,7,8,9,20,21,22,12,13,3,6,2,46,47,0,16,0,5,4,1,-2,34,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,4336,0,16.557488653555218,16.557488653555218,6,0.7875,45,0.6326530612244898,64,0.010204081632653073,0.46875,0.703125,0.9375,0.4833333333333333,0.04209039548022603,10.0,RS,RS,0.9142857142857144
4337,656-979,18,656-979PL1,Absent,30456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,0,30,29,28,0,34,0,33,0,27,26,25,0,0,0,20,19,17,15,14,1,0,24,21,12,11,6,5,2,0,23,22,13,10,7,4,0,0,0,0,0,9,8,3,0,32,Unicorn_Absent,-1,-1,Unicorn_Present,RS,4337,0,16.557488653555218,32.0,6,0.8,33,0.5,64,0.3412698412698413,0.5,0.5476190476190477,0.7875,0.6326530612244898,0.010204081632653073,34.0,RS,RS,0.703125
