"Dyad","Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"416-710","WSLS","9.97742003342184e-05","0.249999243337023","9.99094860062444e-05","9.9886909965638e-05","36.8678758085444","999.358234371154","1.10480513626499e-10","0","0","0",7.01357387571717
"416-710","FRA","5.05130906037071e-05","0.249994371641589","9.97004802886642e-05","9.98652627529906e-05","36.3760631819724","999.902936361148","18.9465872889152","0.498826255938778","999.999900045118","0.932660759827466",6.72638692395884
"419-723","MBiases","1.88489335251063e-10","0","0.245535846939474","1.29618538124987e-14","0","0","0","0","0","0",81.2625593659831
"419-723","WSLS","9.91278178903154e-05","9.32872754662722e-05","0.166859785875674","9.5858446419031e-05","999.989910583631","999.191847949272","9.67551034847247e-08","0","0","0",4.74864516427358
"419-723","FRA","7.57053272686242e-05","8.04911692853238e-16","0.125861967910157","9.77232915061466e-05","999.980288764353","999.989593076958","5.57388801780689e-10","999.99999998153","999.987792398045","0.768465813529216",2.82495660821089
"435-261","MBiases","6.93889390390723e-17","5.74743030945513e-10","0.216664846997803","9.71445146547012e-17","0","0","0","0","0","0",95.6477748601239
"435-261","WSLS","4.46051501207245e-07","8.2711055099452e-05","0.050163763351598","8.19558871682224e-05","999.986076549697","999.891646912474","0.00889506422232245","0","0","0",7.85555915007841
"435-261","FRA","9.12803412350394e-05","6.51147527914869e-05","9.92734106489146e-05","8.82528971505037e-05","999.999713428664","999.123577577361","0.046635943340517","999.999996678916","999.998298559395","0.725892275079418",0.0697624466597186
"444-475","MBiases","1.09921702295956e-09","0.020833151457328","0.00520634232549758","1.34475763857722e-14","0","0","0","0","0","0",11.0864387737486
"444-475","WSLS","3.09943024023873e-09","0.0208214411977326","0.0052063057103096","2.41208984730346e-09","999.720055584252","999.984297882351","31.7857175784109","0","0","0",11.1008367355377
"444-475","FRA","1.63829477761723e-09","0.0212752327479971","9.99661967098081e-05","6.93889390390723e-17","999.999604300259","999.999999217249","26.3318012577744","0.035110690821516","999.999999992661","0.705487651633209",9.24416501133516
"462-640","MBiases","0.25","0.25","0","0","0","0","0","0","0","0",68.4497206185079
"462-640","WSLS","0.0974864941381931","0.0971365748289114","1.34968944354164e-09","1.09370845713386e-13","35.1163902930995","999.000718228717","19.2663525428833","0","0","0",14.6643518574607
"462-640","FRA","0.0606073403635691","0.101138803685526","1.50791992739596e-07","2.16063190117133e-08","35.5478077112504","999.997271391114","20.6041493223306","0.252384266118177","999.715560388224","0.738053731031589",14.1321149965078
"469-569","MBiases","9.53630230338121e-12","0","0.237902455107589","0","0","0","0","0","0","0",93.8031531294166
"469-569","WSLS","9.75994211676739e-05","9.66823271833089e-05","0.100107192493398","7.45620534065988e-05","999.998741939955","999.510838019711","0.00251114031070721","0","0","0",6.21369233750642
"469-569","FRA","1.58581481279896e-13","9.46419521406783e-06","1.38777878078145e-17","2.74736748628879e-09","999.983368562068","999.993259461537","0.00013418749077232","0.431203466360941","999.00003189053","0.878287102459384",4.48447702862738
"475-186","MBiases","1.38777878078145e-17","0.25","0","0","0","0","0","0","0","0",37.5220014029487
"475-186","WSLS","9.99790843742021e-05","0.249999996015192","9.99996064180164e-05","9.99889332780751e-05","999.991524134716","999.000001482831","31.9143489686899","0","0","0",23.6884848071892
"475-186","FRA","0.000100017425518989","0.249999724073286","9.99250105395977e-05","9.99851686845771e-05","999.995500860168","999.000512637464","15.0556536513001","2.01676276651735","999.999875090855","0.995319558652259",14.9070375690695
"483-710","MBiases","0.0196088872048926","0.0196013664760276","2.54202187077723e-10","1.23293042442185e-12","0","0","0","0","0","0",9.82391277026779
"483-710","WSLS","0.0196040187803047","0.019594856277378","4.71394702439287e-09","3.84218963422889e-07","730.366286999316","999.282321585077","30.7947053219","0","0","0",9.85450375452644
"483-710","FRA","0.0194718983447654","0.0195988292055709","7.13695647566737e-07","6.86817840683807e-07","998.483070986993","999.99958265304","16.945855481424","9.9372151618482e-05","999","0.708964225657426",9.85173166679323
"487-811","MBiases","0.249999999784213","0.230782515650396","0","2.3037127760972e-15","0","0","0","0","0","0",61.4279713129161
"487-811","WSLS","0.199689846886921","0.224382987950867","4.53119565479998e-09","1.4190119218549e-09","18.9864550874645","999.668859471474","0.020402879607138","0","0","0",31.7636462466463
"487-811","FRA","0.0765166312969562","0.24323204643665","4.29036916133052e-08","2.28804891699852e-11","21.9312088390254","999.017836902906","0.000108086617471415","0.327845615427702","999","0.991270813699426",31.4037911955284
"505-833","MBiases","0.25","0.0214219796081078","4.47407388914911e-12","0","0","0","0","0","0","0",35.4042123173416
"505-833","WSLS","0.0294283952840648","0.027724244401796","0","0","6.76580001337534","1000","0.911968769666872","0","0","0",15.1107464278112
"505-833","FRA","0.0294198285661122","0.0277347247601878","6.38900043981039e-12","6.93035588916757e-08","6.7627628663729","999.264727436082","0.00255594934160719","1.92648841323972e-07","999.000522754784","0.979345242838165",15.1107465185162
"538-623","MBiases","0.25","2.60902410786912e-15","0.0611436465452715","1.3262155262872e-11","0","0","0","0","0","0",96.652402416078
"538-623","WSLS","0.249999206570746","9.99541104470397e-05","0.0217489259391593","9.99698744869604e-05","3.56541495626056","999.911186951721","22.137131953596","0","0","0",68.8599363775343
"538-623","FRA","0.24999982305952","0","0.000113570560114518","1.99483485285867e-12","3.6429094710545","999.9999999997","23.1422911604848","0.027548115371423","999","0.92093397743302",68.569493814453
"546-111","MBiases","0.0404285374679603","0.129551431920845","0.0268628636840731","0.209194041788578","0","0","0","0","0","0",0
"546-111","WSLS","0.248956624243874","0.197460516064893","0.12158646172611","0.0981787598575465","89.9288889486343","999.104139161063","2.20872934162617","0","0","0",0
"546-111","FRA","0.00398537993896753","0.106115932925604","0.243469464126974","0.161735543864779","773.323408560827","999.186943355482","7.65175142139196","138.829573756084","999.249775995733","0.968404694925994",0
"588-564","MBiases","0","0","0","0","0","0","0","0","0","0",0
"588-564","WSLS","1.20736753927986e-15","9.72617769921802e-06","3.68012495477466e-10","5.81070693228547e-08","999.356878364427","999.001171079162","31.1478532993875","0","0","0",0.0319904045842644
"588-564","FRA","3.83000278844636e-06","7.4922624617127e-05","4.6192029368175e-10","5.17197118465873e-11","864.252407565947","999.999999998007","31.999999869735","8.48765502325932e-11","999.999999403969","0.999999870536999",0.0319904045842644
"590-286","MBiases","0.183340378912532","1.96365562699086e-11","4.38954428361171e-14","6.97833180129948e-11","0","0","0","0","0","0",28.5846311446323
"590-286","WSLS","0.12958887450672","2.02489065792566e-09","4.49746327590289e-05","1.93832912942504e-07","1.61198630134424","999.425838378983","13.3444013805397","0","0","0",24.6879079534411
"590-286","FRA","0.0484867156617898","1.48094826679657e-09","6.44733237353812e-08","4.61960182746024e-08","999.895854598233","999.964686417817","23.6091370095099","0.843744192873808","999.999941451841","0.841946486367761",21.9746901493265
"598-684","MBiases","0.0227255708696272","0.0454545412068194","1.48492329543615e-15","7.67119132105698e-10","0","0","0","0","0","0",12.8615948667861
"598-684","WSLS","0.0227226393496162","0.045441977123093","1.52701500970298e-06","0","0","1000","0","0","0","0",12.8879871400677
"598-684","FRA","0.0227264800089562","0.0454535154727304","2.01493177975909e-08","1.17254308475145e-06","24.1152610644511","999.999999712464","31.9794489819298","5.44994049889169e-08","999.997367314791","0.999972966544791",12.8879870274285
"618-522","MBiases","0","5.55111512312578e-17","0","0","0","0","0","0","0","0",0
"618-522","WSLS","6.09686245452157e-06","5.02061476532617e-05","2.77695101635889e-09","1.59101474342394e-07","998.494198654837","999.999815113964","31.9648154745101","0","0","0",0.0415875259595461
"618-522","FRA","5.08026463901107e-05","6.05971362671598e-08","5.5117146757766e-07","2.58732075750223e-07","984.030536033614","999.905288520301","26.1801358077628","748.846760774935","999.998154123256","0.999635008200365",0.0415875259595461
"636-625","MBiases","0.25","0","0","0","0","0","0","0","0","0",35.4140851107002
"636-625","WSLS","0.192284588405918","8.6635130919499e-05","1.33685423842067e-11","1.28852021775427e-05","1.01844916538446","999.972064334516","1.34142989581126","0","0","0",32.2302048027921
"636-625","FRA","0.115641110692386","0","8.14723288833363e-13","0","984.508916071518","999.00000000997","5.44470521715931","1.13838523039717","999.998966806259","0.947664225833916",28.8282069654042
"637-838","MBiases","0.0333332224379514","3.55507290272783e-12","0.204169559484962","8.4713570880357e-10","0","0","0","0","0","0",101.72858739671
"637-838","WSLS","1.86205842411802e-10","9.43391333696197e-05","0.0456144958243304","9.946170881793e-05","999.996428053104","999.050742094917","5.98697164542267","0","0","0",8.06685930142763
"637-838","FRA","2.87302726664773e-07","2.92342937772971e-06","8.56217294680356e-05","8.9699521296796e-05","999.999999999939","1000","0.0317665528305735","0.986793820507759","999.999349118276","0.988036601890131",2.91318974029075
"648-175","MBiases","6.73308117593585e-10","9.71445146547012e-17","0.152343074893808","0.0156293790796998","0","0","0","0","0","0",105.238726378543
"648-175","WSLS","1.68606514222569e-07","3.60052505182784e-06","0.019408880921833","0.0192150819467661","37.2457427544277","999.998290470828","0.249075947332242","0","0","0",19.3175113391667
"648-175","FRA","9.73854279050224e-05","9.39691923037556e-05","0.010162498731082","0.020155232046413","999.952688205082","999.999792208807","31.6649167010484","2.45802629924208","999.000947851336","0.98583465001059",14.6595118897065
"656-979","MBiases","0.0816447032304816","3.94092439237603e-10","0.0969334460995071","0","0","0","0","0","0","0",69.7401472383963
"656-979","WSLS","0.110835561146946","1.49023157924866e-06","0.0421688088303134","9.0348811765395e-10","6.18147777493433","999.001466819605","27.1096433981972","0","0","0",41.0387584262146
"656-979","FRA","0.0819936994723508","2.76911322441564e-07","0.00996714353282654","4.80871767405411e-09","6.26029723368321","999.00000001155","27.3301576229932","0.301985614476641","999.999965631767","0.946131960665145",33.3992540152201
"687-660","MBiases","0.0800141427167944","0.0399950468957393","1.38777878078145e-17","1.39436666379833e-09","0","0","0","0","0","0",22.1653347930739
"687-660","WSLS","0.0799757724192722","0.0400067503538483","2.99419974925108e-10","2.68889216448187e-10","14.2571069654201","999.914767291854","22.8281859055071","0","0","0",22.1953257976739
"687-660","FRA","0.0799272419413904","0.0399995889574533","2.74606461181381e-09","1.00046661011266e-07","958.761551611134","999.99999073956","31.7614818591539","9.99900091613881e-05","999.623906640168","0.500021579395196",22.1938825716096
"711-459","MBiases","0.0185243839439454","0","3.55694779186067e-10","0.00926082074479698","0","0","0","0","0","0",10.6336124722601
"711-459","WSLS","0.0185217696001745","2.71099143134279e-09","3.42453496116057e-10","0.00925122746219043","999.554240672788","999.987959180562","31.9273637575594","0","0","0",10.6606059776029
"711-459","FRA","0.0185185366531643","6.95315605925284e-08","9.63336525827696e-09","0.00925998487722848","999.335359660985","999.999999784897","29.5787574227401","3.89432930347766e-08","999.000048436215","0.999998566628835",10.6606056260736
"768-541","MBiases","0.0476105364203971","0.0476168502353622","1.00356598031759e-10","1.3725673375653e-11","0","0","0","0","0","0",7.9906306154064
"768-541","WSLS","0.0476028969263667","0.0476200192137159","4.96375301972662e-11","9.71445146547012e-17","1.83019710497945e-08","999.999999781504","31.5336562132192","0","0","0",8.00322688825657
"768-541","FRA","0.0476060167040823","0.0476357681520322","3.32753408160968e-10","1.46190341776542e-09","1.4077627952247e-10","999.553165770797","4.77054761859911","1.05109254633362e-07","999.000010002395","0.99999981877243",8.00322701425079
"825-534","MBiases","0.142876176278527","0","2.41908215681264e-10","0","0","0","0","0","0","0",2.87081424514659
"825-534","WSLS","0.142845311536614","2.99866627570533e-07","4.87859752595909e-13","6.88107187368781e-07","999.953207685895","999.998314039427","31.9902052378273","0","0","0",2.87571252586683
"825-534","FRA","0.142713206367854","6.15562169292705e-09","1.99535940673123e-07","0","1000","999.000000000094","29.2851350915842","9.97728324403369e-05","999.000000000827","0.707896513991587",2.87521496165795
"880-349","MBiases","1.38777878078145e-17","0","0","0","0","0","0","0","0","0",0
"880-349","WSLS","5.42779794313053e-06","2.16391214456768e-06","2.07635882502472e-05","2.23672227495086e-06","999.695774609453","999.99515867147","31.9866163387321","0","0","0",0.0527841675640379
"880-349","FRA","7.00679715526231e-06","3.71401246326841e-07","2.90045765183322e-15","3.96324985205976e-05","724.578662178664","999.999972839179","6.78472004860955","965.908608579937","999.028690434941","0.709136732870894",0.0527841675640379
"938-219","MBiases","0.25","0.25","0","0","0","0","0","0","0","0",48.9903062684419
"938-219","WSLS","0.162023491116893","0.249999994770343","9.99691920262891e-05","9.99811312763083e-05","7.18224367768328","999.999582144844","0.00175247361748099","0","0","0",29.5171395478044
"938-219","FRA","0.132628204274399","0.132368319608615","3.10103748235591e-11","2.00395255944841e-14","5.69575312236242","999.99999035747","2.18568992489947","9.43534162756271","999.999999848381","0.995804784713111",16.8378795280824
"947-704","MBiases","0.129647067900833","1.41357306415735e-09","0.0648159512397221","8.32667268468867e-17","0","0","0","0","0","0",68.8603365469282
"947-704","WSLS","0.0769162033876535","8.79685001909242e-05","0.0192331630948504","2.20568205214211e-07","999.999466144164","999.997498317886","8.08145974098919","0","0","0",25.0962460965182
"947-704","FRA","0.0298591149907187","2.9895567965621e-10","0.0139794903516905","2.06714780630335e-06","999.945766803644","999.992821386918","8.53365293429048","0.877548618268498","999.99999997755","0.998233537632527",20.0295019606156
"948-444","MBiases","0","2.51344847712609e-10","0.239129081880402","1.6750489884032e-14","0","0","0","0","0","0",69.2238179020071
"948-444","WSLS","9.52623920011525e-05","1.96832158600446e-05","0.125083631212288","9.99040314467736e-05","999.99994122689","999.000050598837","0.283511945359033","0","0","0",5.60028883698438
"948-444","FRA","3.27261448565541e-07","2.31597927013993e-06","9.99940896387608e-05","2.42861286636753e-15","999.995605974812","999.990319367854","9.77770397980748e-09","1.45849293328476","999.999997901001","0.83110375198674",2.80009125846424
