index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,13713007,1,137167,Absent,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,0,0,28.600719424460433,-19.0,30,0.9875,17.0,,20.0,,0.28125,0.016194143319162562,,,,,
5,13713007,6,137167,Absent,21,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,29,3,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,DOWN,5,0,28.600719424460433,28.600719424460433,59,0.98125,20.0,0.05714285714285714,37.0,0.07922077922077922,0.53125,0.01142289099346694,0.9875,,,2,0.016194143319162562
6,13713007,7,137167,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,Unicorn_Absent,-1,-1,3,Unicorn_Present,DOWN,DOWN,RS,6,0,28.600719424460433,-4.833333333333333,79,0.925,32.0,0.20930232558139536,42.0,0.009302325581395349,0.46875,1.0,0.98125,0.05714285714285714,0.07922077922077922,3,0.01142289099346694
13,13713007,14,137167,Absent,31,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,20,12,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,13,0,28.600719424460433,28.600719424460433,99,0.925,27.0,0.2553191489361702,47.0,0.030395136778115506,0.546875,0.005537830714382473,0.925,0.20930232558139536,0.009302325581395349,12,1.0
14,13713007,15,137167,Absent,34,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,30,2,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,LEFT,14,0,28.600719424460433,28.600719424460433,129,0.9875,30.0,0.3902439024390244,45.0,0.22357723577235775,0.671875,0.0061027272741740034,0.925,0.2553191489361702,0.030395136778115506,12,0.005537830714382473
15,13713007,16,137167,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1,5,Unicorn_Absent,LEFT,LEFT,RIGHT,15,0,28.600719424460433,28.600719424460433,129,0.8,32.0,0.2916666666666667,32.0,0.12500000000000003,0.0,1.0,0.9875,0.3902439024390244,0.22357723577235775,2,0.0061027272741740034
16,13713007,17,137167,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1,6,Unicorn_Present,RIGHT,RIGHT,ALL,16,0,28.600719424460433,-20.5,145,0.9,32.0,0.0,48.0,0.3333333333333333,0.5,1.0,0.8,0.2916666666666667,0.12500000000000003,32,1.0
19,13713007,20,137167,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,1,Unicorn_Absent,ALL,ALL,UP,19,0,28.600719424460433,28.600719424460433,145,0.8,64.0,0.5,64.0,0.5,0.5,1.0,0.9,0.0,0.3333333333333333,16,1.0
20,13713007,21,137167,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1,4,Unicorn_Present,UP,UP,UP,20,0,28.600719424460433,9.6,145,0.8,32.0,0.5,32.0,0.5,0.0,1.0,0.8,0.5,0.5,32,1.0
26,13713007,27,137167,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,4,Unicorn_Present,UP,UP,RS,26,0,28.600719424460433,-64.0,174,0.98125,32.0,1.0,34.0,0.9117647058823529,0.484375,1.0,0.8,0.5,0.5,32,1.0
