index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,16268875,1,162651,Absent,63,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,10,22,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,0,0,27.94376212023271,27.94376212023271,10,0.8625,38.0,,52.0,,0.46875,0.007454186295369829,,,,,
1,16268875,2,162651,Absent,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,DOWN,1,0,27.94376212023271,-21.5,38,0.975,10.0,0.09090909090909091,38.0,0.19210977701543738,0.53125,0.04232921962320499,0.8625,,,22,0.007454186295369829
4,16268875,5,162651,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,DOWN,4,0,27.94376212023271,27.94376212023271,70,1.0,32.0,0.2,32.0,0.2,0.5,1.0,0.975,0.09090909090909091,0.19210977701543738,4,0.04232921962320499
5,16268875,6,162651,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,DOWN,5,0,27.94376212023271,27.94376212023271,102,1.0,32.0,1.0,32.0,0.0,0.5,1.0,1.0,0.2,0.2,0,1.0
6,16268875,7,162651,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,DOWN,6,0,27.94376212023271,27.94376212023271,134,1.0,32.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,0.0,0,1.0
7,16268875,8,162651,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-64,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,UP,7,0,27.94376212023271,-64.0,70,0.4,32.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,0.0,0,1.0
9,16268875,10,162651,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,UP,9,0,27.94376212023271,32.0,102,1.0,32.0,0.0,32.0,1.0,0.5,1.0,0.4,1.0,0.0,0,1.0
11,16268875,12,162651,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,RS,11,0,27.94376212023271,-64.0,38,0.4,32.0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,1.0,0,1.0
13,16268875,14,162651,Absent,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RIGHT,13,0,27.94376212023271,27.94376212023271,65,0.96875,6.0,0.15151515151515152,33.0,0.15151515151515152,0.4375,0.08633762966036206,0.4,1.0,0.0,0,1.0
14,16268875,15,162651,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RIGHT,14,0,27.94376212023271,27.94376212023271,97,1.0,32.0,0.1875,32.0,0.1875,0.5,1.0,0.96875,0.15151515151515152,0.15151515151515152,5,0.08633762966036206
