index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,16599418,1,165979,Absent,18,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,0,0,26.07930513595166,26.07930513595166,30,0.9875,17.0,,30.0,,0.4375,0.016194143319162562,,,,,
1,16599418,2,165979,Absent,49,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,13,19,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RIGHT,1,0,26.07930513595166,32.0,43,0.88125,35.0,0.20930232558139536,48.0,0.03430232558139537,0.453125,0.006737946999085467,0.9875,,,2,0.016194143319162562
3,16599418,4,165979,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,17,Unicorn_Absent,-1,-1,6,Unicorn_Present,RIGHT,RIGHT,UP,3,0,26.07930513595166,-50.0,58,0.89375,32.0,0.3958333333333333,43.0,0.0004844961240310086,0.40625,1.0,0.88125,0.20930232558139536,0.03430232558139537,19,0.006737946999085467
8,16599418,9,165979,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,Unicorn_Present,UP,UP,LEFT,8,0,26.07930513595166,-80.0,74,0.9,32.0,0.3333333333333333,48.0,0.06201550387596899,0.5,1.0,0.89375,0.3958333333333333,0.0004844961240310086,17,1.0
11,16599418,12,165979,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,18,14,Unicorn_Absent,-1,-1,5,Unicorn_Absent,LEFT,LEFT,RS,11,0,26.07930513595166,26.07930513595166,92,0.9125,32.0,0.3333333333333333,44.0,0.07246376811594202,0.46875,1.0,0.9,0.3333333333333333,0.06201550387596899,16,1.0
12,16599418,13,165979,Absent,61,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,12,20,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,12,0,26.07930513595166,26.07930513595166,104,0.875,38.0,0.4,50.0,0.08181818181818185,0.46875,0.0061027272741740034,0.9125,0.3333333333333333,0.07246376811594202,14,1.0
13,16599418,14,165979,Absent,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,13,0,26.07930513595166,26.07930513595166,136,1.0,19.0,0.16326530612244897,19.0,0.16326530612244897,0.296875,0.012792465124422179,0.875,0.4,0.08181818181818185,20,0.0061027272741740034
14,16599418,15,165979,Absent,36,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-64,0,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,14,0,26.07930513595166,-64.0,72,0.4,30.0,0.2564102564102564,30.0,0.7435897435897436,0.46875,0.004180913251655786,1.0,0.16326530612244897,0.16326530612244897,0,0.012792465124422179
16,16599418,17,165979,Absent,30,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,29,3,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,UP,16,0,26.07930513595166,32.0,101,0.98125,26.0,0.2727272727272727,32.0,0.2727272727272727,0.453125,0.0061027272741740034,0.4,0.2564102564102564,0.7435897435897436,0,0.004180913251655786
19,16599418,20,165979,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,Unicorn_Absent,UP,UP,UP,19,0,26.07930513595166,26.07930513595166,133,1.0,32.0,0.38095238095238093,64.0,0.24206349206349204,1.0,1.0,0.98125,0.2727272727272727,0.2727272727272727,3,0.0061027272741740034
