index,Answer,Dyad,Is_there,Joint,Player,Round,Score,Strategy,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,where_x,where_y,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
20,Absent,10253849,Unicorn_Absent,8,102504,21,24,0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,RS,RS,RS,20,0,27.949427955562925,32.0,54,0.95,14.0,0.0,38.0,1.0,0.46875,0.023714766002371646,1.0,0.0,0.3333333333333333,0,1.0
22,Absent,10253849,Unicorn_Absent,21,102504,23,11,0,60,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,-1,-1.0,Unicorn_Absent,RS,RS,NOTHING,22,0,27.949427955562925,27.949427955562925,65,0.86875,42.0,0.24444444444444444,53.0,0.7555555555555555,0.5,0.009182867495108389,0.95,0.0,1.0,8,0.023714766002371646
23,Absent,10253849,Unicorn_Absent,0,102504,24,-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,RS,23,0,27.949427955562925,-23.5,42,0.65625,0.0,0.0,31.0,0.2857142857142857,0.484375,1.0,0.86875,0.24444444444444444,0.7555555555555555,21,0.009182867495108389
26,Absent,10253849,Unicorn_Absent,0,102504,27,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,RS,RS,RS,26,0,27.949427955562925,27.949427955562925,74,1.0,1.0,0.0,33.0,0.2857142857142857,0.515625,0.36787944117144233,0.65625,0.0,0.2857142857142857,0,1.0
27,Absent,10253849,Unicorn_Absent,14,102504,28,18,0,44,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,-1,-1.0,Unicorn_Absent,RS,RS,RS,27,0,27.949427955562925,27.949427955562925,92,0.9125,29.0,0.0,47.0,1.0,0.515625,0.004584084770106734,1.0,0.0,0.2857142857142857,0,0.36787944117144233
28,Absent,10253849,Unicorn_Absent,6,102504,29,26,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1.0,Unicorn_Present,RS,RS,UP,28,0,27.949427955562925,21.0,118,0.9625,9.0,0.11764705882352941,35.0,0.2156862745098039,0.453125,0.049787068367863944,0.9125,0.0,1.0,14,0.004584084770106734
30,Absent,10253849,Unicorn_Absent,6,102504,31,26,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,NOTHING,30,0,27.949427955562925,32.0,144,0.9625,32.0,0.17142857142857143,37.0,0.009266409266409259,0.484375,1.0,0.9625,0.11764705882352941,0.2156862745098039,6,0.049787068367863944
32,Absent,10253849,Unicorn_Absent,0,102504,33,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,UP,32,0,27.949427955562925,7.25,151,0.84375,0.0,0.0,32.0,0.13157894736842105,0.5,1.0,0.9625,0.17142857142857143,0.009266409266409259,6,1.0
37,Absent,10253849,Unicorn_Absent,0,102504,38,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,37,0,27.949427955562925,27.949427955562925,183,1.0,32.0,0.0,64.0,1.0,1.0,1.0,0.84375,0.0,0.13157894736842105,0,1.0
38,Absent,10253849,Unicorn_Absent,0,102504,39,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,38,0,27.949427955562925,27.949427955562925,215,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1.0
39,Absent,10253849,Unicorn_Absent,0,102504,40,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,39,0,27.949427955562925,27.949427955562925,247,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
40,Absent,10253849,Unicorn_Absent,0,102504,41,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,40,0,27.949427955562925,27.949427955562925,279,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
41,Absent,10253849,Unicorn_Absent,0,102504,42,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,UP,41,0,27.949427955562925,32.0,311,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
43,Absent,10253849,Unicorn_Absent,0,102504,44,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,43,0,27.949427955562925,27.949427955562925,343,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
44,Absent,10253849,Unicorn_Absent,0,102504,45,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,44,0,27.949427955562925,27.949427955562925,375,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
45,Absent,10253849,Unicorn_Absent,0,102504,46,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,45,0,27.949427955562925,27.949427955562925,407,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
46,Absent,10253849,Unicorn_Absent,0,102504,47,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,46,0,27.949427955562925,27.949427955562925,439,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
47,Absent,10253849,Unicorn_Absent,0,102504,48,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,UP,47,0,27.949427955562925,32.0,471,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
49,Absent,10253849,Unicorn_Absent,0,102504,50,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,49,0,27.949427955562925,27.949427955562925,503,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
50,Absent,10253849,Unicorn_Absent,0,102504,51,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,UP,50,0,27.949427955562925,32.0,535,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
54,Absent,10253849,Unicorn_Absent,0,102504,55,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,UP,54,0,27.949427955562925,32.0,567,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
57,Absent,10253849,Unicorn_Absent,0,102504,58,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,DOWN,57,0,27.949427955562925,27.949427955562925,599,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
58,Absent,10253849,Unicorn_Absent,32,102504,59,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Absent,DOWN,DOWN,NOTHING,58,0,27.949427955562925,27.949427955562925,599,0.8,32.0,0.0,32.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1.0
59,Absent,10253849,Unicorn_Absent,0,102504,60,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,,NOTHING,NOTHING,,59,0,27.949427955562925,,631,1.0,0.0,0.0,32.0,0.3333333333333333,0.5,1.0,0.8,0.0,1.0,32,1.0
62,Absent,10253849,Unicorn_Absent,17,384949,3,15,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,ALL,62,0,27.949427955562925,32.0,15,0.89375,32.0,,49.0,,0.5,1.0,,,,,
64,Absent,10253849,Unicorn_Absent,32,384949,5,0,1,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Absent,ALL,ALL,RIGHT,64,0,27.949427955562925,27.949427955562925,15,0.8,64.0,0.5,64.0,0.15306122448979592,0.5,1.0,0.89375,,,17,1.0
65,Absent,10253849,Unicorn_Absent,32,384949,6,0,6,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,-1,-1.0,Unicorn_Present,RIGHT,RIGHT,DOWN,65,0,27.949427955562925,-73.0,15,0.8,32.0,0.5,64.0,0.0,0.5,1.0,0.8,0.5,0.15306122448979592,32,1.0
67,Absent,10253849,Unicorn_Absent,32,384949,8,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Present,DOWN,DOWN,RS,67,0,27.949427955562925,32.0,15,0.8,32.0,0.3333333333333333,64.0,0.6666666666666667,0.5,1.0,0.8,0.5,0.0,32,1.0
70,Absent,10253849,Unicorn_Absent,0,384949,11,32,9,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,RS,RS,RS,70,0,27.949427955562925,27.949427955562925,47,1.0,8.0,0.1111111111111111,8.0,0.1111111111111111,0.125,0.059105746561956225,0.8,0.3333333333333333,0.6666666666666667,32,1.0
71,Absent,10253849,Unicorn_Absent,0,384949,12,32,9,14,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1.0,Unicorn_Absent,RS,RS,RS,71,0,27.949427955562925,27.949427955562925,79,1.0,13.0,0.0,13.0,1.0,0.203125,0.02717246117223556,1.0,0.1111111111111111,0.1111111111111111,0,0.059105746561956225
72,Absent,10253849,Unicorn_Absent,0,384949,13,-64,9,21,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,-1,-1.0,Unicorn_Present,RS,RS,ALL,72,0,27.949427955562925,-64.0,15,0.4,19.0,0.14285714285714285,19.0,0.8571428571428572,0.296875,0.012792465124422179,1.0,0.0,1.0,0,0.02717246117223556
74,Absent,10253849,Unicorn_Absent,64,384949,15,-32,1,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Absent,ALL,ALL,UP,74,0,27.949427955562925,27.949427955562925,-17,0.6,64.0,0.296875,64.0,0.296875,0.0,1.0,0.4,0.14285714285714285,0.8571428571428572,0,0.012792465124422179
75,Absent,10253849,Unicorn_Absent,17,384949,16,15,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,LEFT,75,0,27.949427955562925,-1.3333333333333333,-2,0.89375,32.0,0.5,51.0,0.0625,0.53125,1.0,0.6,0.296875,0.296875,64,1.0
79,Absent,10253849,Unicorn_Absent,0,384949,20,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,79,0,27.949427955562925,27.949427955562925,30,1.0,32.0,0.3333333333333333,32.0,0.3333333333333333,0.5,1.0,0.89375,0.5,0.0625,17,1.0
80,Absent,10253849,Unicorn_Absent,8,384949,21,24,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,LEFT,80,0,27.949427955562925,32.0,54,0.95,32.0,1.0,38.0,1.0,0.46875,1.0,1.0,0.3333333333333333,0.3333333333333333,0,1.0
82,Absent,10253849,Unicorn_Absent,21,384949,23,11,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,RS,82,0,27.949427955562925,27.949427955562925,65,0.86875,32.0,1.0,53.0,0.7555555555555555,0.5,1.0,0.95,1.0,1.0,8,1.0
83,Absent,10253849,Unicorn_Absent,0,384949,24,-23,9,38,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,-1,-1.0,Unicorn_Present,RS,RS,LEFT,83,0,27.949427955562925,-23.5,42,0.65625,31.0,0.2857142857142857,31.0,0.2857142857142857,0.484375,0.004584084770106734,0.86875,1.0,0.7555555555555555,21,1.0
86,Absent,10253849,Unicorn_Absent,0,384949,27,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,86,0,27.949427955562925,27.949427955562925,74,1.0,32.0,0.2857142857142857,33.0,0.2857142857142857,0.515625,1.0,0.65625,0.2857142857142857,0.2857142857142857,0,0.004584084770106734
87,Absent,10253849,Unicorn_Absent,14,384949,28,18,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,UP,87,0,27.949427955562925,27.949427955562925,92,0.9125,32.0,1.0,47.0,1.0,0.515625,1.0,1.0,0.2857142857142857,0.2857142857142857,0,1.0
