index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,20357961,1,203518,Absent,55,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,16,16,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,NOTHING,0,0,27.124579124579125,-12.666666666666666,16,0.9,36.0,,49.0,,0.515625,0.007454186295369829,,,,,
4,20357961,5,203518,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,Unicorn_Absent,NOTHING,RS,RS,4,0,27.124579124579125,27.124579124579125,48,1.0,0.0,0.0,17.0,0.3142857142857143,0.265625,1.0,0.9,,,16,0.007454186295369829
5,20357961,6,203518,Absent,23,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,19,13,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,5,0,27.124579124579125,30.0,67,0.91875,21.0,0.0,37.0,0.2777777777777778,0.375,0.010228516799093708,1.0,0.0,0.3142857142857143,0,1.0
7,20357961,8,203518,Absent,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,28,4,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,7,0,27.124579124579125,-22.0,95,0.975,13.0,0.1724137931034483,32.0,0.1275862068965517,0.4375,0.02717246117223556,0.91875,0.0,0.2777777777777778,13,0.010228516799093708
10,20357961,11,203518,Absent,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,NOTHING,10,0,27.124579124579125,30.0,122,0.96875,13.0,0.18181818181818182,32.0,0.023310023310023298,0.421875,0.02717246117223556,0.975,0.1724137931034483,0.1275862068965517,4,0.02717246117223556
12,20357961,13,203518,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,12,0,27.124579124579125,27.124579124579125,154,1.0,0.0,0.0,43.0,0.3137254901960784,0.671875,1.0,0.96875,0.18181818181818182,0.023310023310023298,5,0.02717246117223556
13,20357961,14,203518,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Unicorn_Absent,-1,-1,2,Unicorn_Present,NOTHING,NOTHING,RS,13,0,27.124579124579125,5.0,159,0.83125,0.0,1.0,22.0,0.6170212765957447,0.34375,1.0,1.0,0.0,0.3137254901960784,0,1.0
18,20357961,19,203518,Absent,36,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,18,14,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,18,0,27.124579124579125,27.124579124579125,177,0.9125,29.0,0.0,43.0,0.21951219512195122,0.453125,0.005537830714382473,0.83125,1.0,0.6170212765957447,0,1.0
19,20357961,20,203518,Absent,42,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,22,10,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,19,0,27.124579124579125,32.0,199,0.9375,30.0,0.40476190476190477,37.0,0.15476190476190477,0.421875,0.005034190088132767,0.9125,0.0,0.21951219512195122,14,0.005537830714382473
22,20357961,23,203518,Absent,48,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,21,11,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,22,0,27.124579124579125,-66.0,220,0.93125,33.0,0.3695652173913043,50.0,0.1533490011750881,0.609375,0.004584084770106734,0.9375,0.40476190476190477,0.15476190476190477,10,0.005034190088132767
24,20357961,25,203518,Absent,33,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,26,6,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,24,0,27.124579124579125,27.124579124579125,246,0.9625,28.0,0.1509433962264151,33.0,0.036657681940700806,0.421875,0.0061027272741740034,0.93125,0.3695652173913043,0.1533490011750881,11,0.004584084770106734
25,20357961,26,203518,Absent,52,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,22,10,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,25,0,27.124579124579125,17.625,268,0.9375,35.0,0.3695652173913043,43.0,0.16123188405797098,0.515625,0.004584084770106734,0.9625,0.1509433962264151,0.036657681940700806,6,0.0061027272741740034
34,20357961,35,203518,Absent,14,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RIGHT,34,0,27.124579124579125,27.124579124579125,298,0.9875,13.0,0.2631578947368421,20.0,0.1381578947368421,0.28125,0.02717246117223556,0.9375,0.3695652173913043,0.16123188405797098,10,0.004584084770106734
35,20357961,36,203518,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1,6,Unicorn_Present,RIGHT,RIGHT,RS,35,0,27.124579124579125,-19.0,314,0.9,32.0,0.15384615384615385,53.0,0.031894934333958735,0.578125,1.0,0.9875,0.2631578947368421,0.1381578947368421,2,0.02717246117223556
38,20357961,39,203518,Absent,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,28,4,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,38,0,27.124579124579125,27.124579124579125,342,0.975,12.0,0.1282051282051282,30.0,0.07587650444793304,0.40625,0.03130111324493289,0.9,0.15384615384615385,0.031894934333958735,16,1.0
39,20357961,40,203518,Absent,61,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,31,1,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,39,0,27.124579124579125,27.124579124579125,373,0.99375,44.0,0.19148936170212766,44.0,0.19148936170212766,0.671875,0.01142289099346694,0.975,0.1282051282051282,0.07587650444793304,4,0.03130111324493289
40,20357961,41,203518,Absent,48,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,24,8,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,40,0,27.124579124579125,31.0,397,0.95,34.0,0.39285714285714285,37.0,0.39285714285714285,0.453125,0.005034190088132767,0.99375,0.19148936170212766,0.19148936170212766,1,0.01142289099346694
42,20357961,43,203518,Absent,13,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,9,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,42,0,27.124579124579125,26.0,420,0.94375,13.0,0.06818181818181818,33.0,0.04292929292929293,0.375,0.02717246117223556,0.95,0.39285714285714285,0.39285714285714285,8,0.005034190088132767
44,20357961,45,203518,Absent,11,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,44,0,27.124579124579125,27.124579124579125,445,0.95625,10.0,0.09523809523809523,40.0,0.1500449236298293,0.515625,0.04232921962320499,0.94375,0.06818181818181818,0.04292929292929293,9,0.02717246117223556
45,20357961,46,203518,Absent,29,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,27,5,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,45,0,27.124579124579125,27.124579124579125,472,0.96875,23.0,0.1,28.0,0.13684210526315788,0.359375,0.008264124158046258,0.95625,0.09523809523809523,0.1500449236298293,7,0.04232921962320499
46,20357961,47,203518,Absent,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,46,0,27.124579124579125,27.124579124579125,501,0.98125,6.0,0.11538461538461539,35.0,0.010121457489878555,0.5,0.08633762966036206,0.96875,0.1,0.13684210526315788,5,0.008264124158046258
47,20357961,48,203518,Absent,35,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,21,11,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,47,0,27.124579124579125,27.124579124579125,522,0.93125,28.0,0.030303030303030304,49.0,0.2245989304812834,0.59375,0.005034190088132767,0.98125,0.11538461538461539,0.010121457489878555,3,0.08633762966036206
48,20357961,49,203518,Absent,25,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,22,10,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,48,0,27.124579124579125,6.25,544,0.9375,22.0,0.19047619047619047,42.0,0.12867274569402232,0.5,0.009182867495108389,0.93125,0.030303030303030304,0.2245989304812834,11,0.005034190088132767
53,20357961,54,203518,Absent,59,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,12,20,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,53,0,27.124579124579125,-64.0,556,0.875,39.0,0.4186046511627907,51.0,0.12693798449612403,0.484375,0.006737946999085467,0.9375,0.19047619047619047,0.12867274569402232,10,0.009182867495108389
55,20357961,56,203518,Absent,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RS,55,0,27.124579124579125,-18.0,581,0.95625,19.0,0.3181818181818182,43.0,0.03246753246753248,0.5625,0.012792465124422179,0.875,0.4186046511627907,0.12693798449612403,20,0.006737946999085467
58,20357961,59,203518,Absent,52,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,25,7,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,58,0,27.124579124579125,27.124579124579125,606,0.95625,39.0,0.23404255319148937,47.0,0.13880445795339413,0.625,0.006737946999085467,0.95625,0.3181818181818182,0.03246753246753248,7,0.012792465124422179
59,20357961,60,203518,Absent,56,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,20,12,Unicorn_Absent,-1,-1,0,,RS,RS,,59,0,27.124579124579125,,626,0.925,35.0,0.4230769230769231,45.0,0.22952853598014888,0.515625,0.004584084770106734,0.95625,0.23404255319148937,0.13880445795339413,7,0.006737946999085467
60,20357961,1,796196,Absent,41,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,9,Unicorn_Present,RS,RS,RS,60,0,27.124579124579125,-12.666666666666666,16,0.9,29.0,,49.0,,0.515625,0.005537830714382473,,,,,
