index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,25745303,1,257418,Absent,47,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,18,14,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,UP,0,0,25.29122807017544,25.29122807017544,18,0.9125,34.0,,44.0,,0.46875,0.005034190088132767,,,,,
1,25745303,2,257418,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,Unicorn_Present,UP,UP,NOTHING,1,0,25.29122807017544,0.0,34,0.9,32.0,0.375,48.0,0.13055555555555556,0.5,1.0,0.9125,,,14,0.005034190088132767
5,25745303,6,257418,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,5,0,25.29122807017544,25.29122807017544,66,1.0,0.0,0.0,32.0,0.0,0.5,1.0,0.9,0.375,0.13055555555555556,16,1.0
6,25745303,7,257418,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,6,0,25.29122807017544,32.0,98,1.0,0.0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,0,1.0
8,25745303,9,257418,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,0,Unicorn_Absent,-1,-1,2,Unicorn_Present,NOTHING,NOTHING,RS,8,0,25.29122807017544,-32.0,66,0.6,0.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,0.0,0,1.0
12,25745303,13,257418,Absent,58,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,21,11,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RIGHT,12,0,25.29122807017544,25.29122807017544,87,0.93125,39.0,0.0,46.0,0.25,0.546875,0.006737946999085467,0.6,1.0,0.0,0,1.0
13,25745303,14,257418,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,23,9,Unicorn_Absent,-1,-1,6,Unicorn_Absent,RIGHT,RIGHT,RS,13,0,25.29122807017544,25.29122807017544,110,0.94375,32.0,0.36538461538461536,41.0,0.2040942928039702,0.5,1.0,0.93125,0.0,0.25,11,0.006737946999085467
14,25745303,15,257418,Absent,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,DOWN,14,0,25.29122807017544,29.0,139,0.98125,2.0,0.0,34.0,0.21951219512195122,0.53125,0.2431167344342142,0.94375,0.36538461538461536,0.2040942928039702,9,1.0
18,25745303,19,257418,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1,3,Unicorn_Present,DOWN,DOWN,UP,18,0,25.29122807017544,-82.0,155,0.9,32.0,0.030303030303030304,48.0,0.9696969696969697,0.5,1.0,0.98125,0.0,0.21951219512195122,0,0.2431167344342142
20,25745303,21,257418,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Absent,-1,-1,4,Unicorn_Present,UP,UP,OUT,20,0,25.29122807017544,30.25,175,0.925,32.0,0.0,44.0,0.3333333333333333,0.5,1.0,0.9,0.030303030303030304,0.9696969696969697,16,1.0
25,25745303,26,257418,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1,8,Unicorn_Present,OUT,OUT,RS,25,0,25.29122807017544,27.0,194,0.91875,28.0,0.30434782608695654,47.0,0.059903381642512105,0.53125,1.0,0.925,0.0,0.3333333333333333,12,1.0
28,25745303,29,257418,Absent,27,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,23,9,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,NOTHING,28,0,25.29122807017544,25.29122807017544,217,0.94375,24.0,0.2682926829268293,47.0,0.03782976605276256,0.59375,0.007454186295369829,0.91875,0.30434782608695654,0.059903381642512105,13,1.0
29,25745303,30,257418,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1,2,Unicorn_Present,NOTHING,NOTHING,RIGHT,29,0,25.29122807017544,-64.0,153,0.4,0.0,0.0,30.0,0.34782608695652173,0.46875,1.0,0.94375,0.2682926829268293,0.03782976605276256,9,0.007454186295369829
31,25745303,32,257418,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1,6,Unicorn_Absent,RIGHT,RIGHT,RS,31,0,25.29122807017544,25.29122807017544,169,0.9,32.0,0.0,48.0,0.2916666666666667,0.5,1.0,0.4,0.0,0.34782608695652173,0,1.0
32,25745303,33,257418,Absent,41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,17,15,Unicorn_Absent,-1,-1,0,Unicorn_Absent,RS,RS,RS,32,0,25.29122807017544,25.29122807017544,186,0.90625,28.0,0.36363636363636365,49.0,0.03030303030303033,0.53125,0.009182867495108389,0.9,0.0,0.2916666666666667,16,1.0
33,25745303,34,257418,Absent,49,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,4,28,Unicorn_Absent,-1,-1,0,Unicorn_Present,RS,RS,RIGHT,33,0,25.29122807017544,32.0,190,0.825,36.0,0.3617021276595745,52.0,0.06686930091185406,0.375,0.009182867495108389,0.90625,0.36363636363636365,0.03030303030303033,15,0.009182867495108389
36,25745303,37,257418,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,24,8,Unicorn_Absent,-1,-1,6,Unicorn_Present,RIGHT,RIGHT,DOWN,36,0,25.29122807017544,32.0,214,0.95,32.0,0.4166666666666667,54.0,0.07121212121212123,0.71875,1.0,0.825,0.3617021276595745,0.06686930091185406,28,0.009182867495108389
38,25745303,39,257418,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,Unicorn_Present,DOWN,DOWN,DOWN,38,0,25.29122807017544,32.0,246,1.0,32.0,0.3333333333333333,32.0,0.3333333333333333,0.5,1.0,0.95,0.4166666666666667,0.07121212121212123,8,1.0
