index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Zeta
1010,11931714,26,119345,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8,40,Unicorn_Absent,-1,-1.0,1,205,0.75,64.0,1.0,64.0,0.1097560975609756,0.375,ALL,ALL,1.0,0.90625,0.5,0.6829268292682926,15,1.0,1
1018,11931714,30,119345,Absent,39,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,26,6,Unicorn_Absent,-1,-1.0,0,231,0.9625,33.0,0.515625,35.0,0.1097560975609756,0.453125,RS,RS,0.005537830714382473,0.75,1.0,0.1097560975609756,40,1.0,1
1020,11931714,31,119345,Absent,19,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,21,11,Unicorn_Absent,-1,-1.0,0,252,0.93125,17.0,0.21951219512195122,38.0,0.4146341463414634,0.421875,RS,RS,0.016194143319162562,0.9625,0.515625,0.1097560975609756,6,0.005537830714382473,1
1026,11931714,34,119345,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,252,0.8,32.0,0.1951219512195122,32.0,0.4146341463414634,0.0,LEFT,LEFT,1.0,0.93125,0.21951219512195122,0.4146341463414634,11,0.016194143319162562,1
1028,11931714,35,119345,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,252,0.8,32.0,1.0,32.0,0.0,0.0,LEFT,LEFT,1.0,0.8,0.1951219512195122,0.4146341463414634,32,1.0,1
1034,11931714,38,119345,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,284,1.0,0.0,0.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,0.8,1.0,0.0,32,1.0,1
1036,11931714,39,119345,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,316,1.0,0.0,1.0,32.0,0.391304347826087,0.5,NOTHING,NOTHING,1.0,1.0,0.0,0.0,0,1.0,1
1042,11931714,42,119345,Absent,57,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,22,Unicorn_Absent,-1,-1.0,0,326,0.8625,40.0,0.0,55.0,0.391304347826087,0.515625,RS,RS,0.007454186295369829,1.0,1.0,0.391304347826087,0,1.0,1
1044,11931714,43,119345,Absent,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,348,0.9375,15.0,0.1702127659574468,34.0,0.2368421052631579,0.375,RS,RS,0.020796234419099814,0.8625,0.0,0.391304347826087,22,0.007454186295369829,1
1048,11931714,45,119345,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,36,Unicorn_Absent,-1,-1.0,1,344,0.775,64.0,0.234375,64.0,0.2368421052631579,0.4375,ALL,ALL,1.0,0.9375,0.1702127659574468,0.2368421052631579,10,0.020796234419099814,1
1054,11931714,48,119345,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,344,0.8,64.0,1.0,64.0,0.7777777777777778,0.5,ALL,ALL,1.0,0.775,0.234375,0.2368421052631579,36,1.0,1
1056,11931714,49,119345,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,3,360,0.9,32.0,0.5,48.0,0.7777777777777778,0.5,DOWN,DOWN,1.0,0.8,1.0,0.7777777777777778,32,1.0,1
1062,11931714,52,119345,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,8,379,0.91875,28.0,0.30434782608695654,40.0,0.37276785714285715,0.421875,OUT,OUT,1.0,0.9,0.5,0.7777777777777778,16,1.0,1
1066,11931714,54,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,409,0.9875,17.0,0.125,26.0,0.37276785714285715,0.375,RS,RS,0.016194143319162562,0.91875,0.30434782608695654,0.37276785714285715,13,1.0,1
1068,11931714,55,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,439,0.9875,17.0,1.0,26.0,0.10840108401084012,0.375,RS,RS,0.016194143319162562,0.9875,0.125,0.37276785714285715,2,0.016194143319162562,1
1072,11931714,57,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,469,0.9875,17.0,1.0,26.0,0.10840108401084012,0.375,RS,RS,0.016194143319162562,0.9875,1.0,0.10840108401084012,2,0.016194143319162562,1
1074,11931714,58,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,499,0.9875,17.0,1.0,26.0,0.1382113821138211,0.375,RS,RS,0.016194143319162562,0.9875,1.0,0.10840108401084012,2,0.016194143319162562,1
1076,11931714,59,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,529,0.9875,17.0,1.0,26.0,0.1382113821138211,0.375,RS,RS,0.016194143319162562,0.9875,1.0,0.1382113821138211,2,0.016194143319162562,1
1078,11931714,60,119345,Absent,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,559,0.9875,17.0,1.0,26.0,0.0,0.375,RS,RS,0.016194143319162562,0.9875,1.0,0.1382113821138211,2,0.016194143319162562,1
965,11931714,3,171463,Absent,32,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1.0,9,25,0.95625,24.0,1.0,31.0,0.0,0.375,RS,RS,0.007454186295369829,,,,,,1
967,11931714,4,171463,Absent,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,5,Unicorn_Absent,-1,-1.0,9,52,0.96875,6.0,0.1111111111111111,37.0,1.0,0.5,RS,RS,0.08633762966036206,0.95625,1.0,0.0,7,0.007454186295369829,1
973,11931714,7,171463,Absent,33,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,16,16,Unicorn_Absent,-1,-1.0,9,68,0.9,28.0,0.1724137931034483,49.0,1.0,0.515625,RS,RS,0.005034190088132767,0.96875,0.1111111111111111,1.0,5,0.08633762966036206,1
979,11931714,10,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,5,91,0.94375,32.0,0.36363636363636365,46.0,0.0,0.578125,LEFT,LEFT,1.0,0.9,0.1724137931034483,1.0,16,0.005034190088132767,1
981,11931714,11,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,5,111,0.925,32.0,1.0,51.0,0.0,0.609375,LEFT,LEFT,1.0,0.94375,0.36363636363636365,0.0,9,1.0,1
991,11931714,16,171463,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,26,Unicorn_Absent,-1,-1.0,1,117,0.8375,64.0,0.5,64.0,0.3018867924528302,0.59375,ALL,ALL,1.0,0.925,1.0,0.0,12,1.0,1
993,11931714,17,171463,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,149,1.0,0.0,0.0,32.0,0.3018867924528302,0.5,NOTHING,RS,1.0,0.8375,0.5,0.3018867924528302,26,1.0,1
995,11931714,18,171463,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,181,1.0,0.0,1.0,32.0,0.2047872340425532,0.5,NOTHING,RS,1.0,1.0,0.0,0.3018867924528302,0,1.0,1
1003,11931714,22,171463,Absent,42,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,196,0.89375,33.0,0.0,48.0,0.2047872340425532,0.484375,RS,RS,0.005537830714382473,1.0,1.0,0.2047872340425532,0,1.0,1
1009,11931714,25,171463,Absent,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,17,15,Unicorn_Absent,-1,-1.0,9,213,0.90625,15.0,0.2631578947368421,64.0,0.14860372340425532,0.765625,RS,RS,0.020796234419099814,0.89375,0.0,0.2047872340425532,17,0.005537830714382473,1
1011,11931714,26,171463,Absent,57,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,-8,40,Unicorn_Absent,-1,-1.0,9,205,0.75,40.0,0.2222222222222222,64.0,0.14860372340425532,0.375,RS,RS,0.007454186295369829,0.90625,0.2631578947368421,0.14860372340425532,15,0.020796234419099814,1
1019,11931714,30,171463,Absent,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,26,6,Unicorn_Absent,-1,-1.0,9,231,0.9625,8.0,0.14285714285714285,35.0,0.64,0.453125,RS,RS,0.059105746561956225,0.75,0.2222222222222222,0.14860372340425532,40,0.007454186295369829,1
1021,11931714,31,171463,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,4,252,0.93125,32.0,0.1111111111111111,38.0,0.64,0.421875,UP,UP,1.0,0.9625,0.14285714285714285,0.64,6,0.059105746561956225,1
1027,11931714,34,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,252,0.8,32.0,0.3333333333333333,32.0,0.5,0.0,LEFT,LEFT,1.0,0.93125,0.1111111111111111,0.64,11,1.0,1
1029,11931714,35,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,252,0.8,32.0,1.0,32.0,0.5,0.0,LEFT,LEFT,1.0,0.8,0.3333333333333333,0.5,32,1.0,1
1035,11931714,38,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,284,1.0,32.0,1.0,32.0,0.008893280632411071,0.5,LEFT,LEFT,1.0,0.8,1.0,0.5,32,1.0,1
1037,11931714,39,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,316,1.0,32.0,1.0,32.0,0.008893280632411071,0.5,LEFT,LEFT,1.0,1.0,1.0,0.008893280632411071,0,1.0,1
1043,11931714,42,171463,Absent,56,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,10,22,Unicorn_Absent,-1,-1.0,9,326,0.8625,37.0,0.3018867924528302,55.0,0.0,0.515625,RS,RS,0.005537830714382473,1.0,1.0,0.008893280632411071,0,1.0,1
1045,11931714,43,171463,Absent,42,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,22,10,Unicorn_Absent,-1,-1.0,9,348,0.9375,29.0,0.375,34.0,0.0,0.375,RS,RS,0.004584084770106734,0.8625,0.3018867924528302,0.0,22,0.005537830714382473,1
1049,11931714,45,171463,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1.0,7,344,0.775,36.0,0.3829787234042553,64.0,0.0,0.4375,IN,IN,1.0,0.9375,0.375,0.0,10,0.004584084770106734,1
1055,11931714,48,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,344,0.8,32.0,0.36,64.0,0.0,0.5,LEFT,LEFT,1.0,0.775,0.3829787234042553,0.0,36,1.0,1
1057,11931714,49,171463,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,5,360,0.9,32.0,1.0,48.0,0.0,0.5,LEFT,LEFT,1.0,0.8,0.36,0.0,32,1.0,1
1063,11931714,52,171463,Absent,33,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,19,13,Unicorn_Absent,-1,-1.0,9,379,0.91875,25.0,0.29545454545454547,40.0,0.0,0.421875,RS,RS,0.006737946999085467,0.9,1.0,0.0,16,1.0,1
1067,11931714,54,171463,Absent,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,30,2,Unicorn_Absent,-1,-1.0,9,409,0.9875,11.0,0.125,26.0,0.0,0.375,RS,RS,0.03627506129959581,0.91875,0.29545454545454547,0.0,13,0.006737946999085467,1
1069,11931714,55,171463,Absent,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,30,2,Unicorn_Absent,-1,-1.0,9,439,0.9875,11.0,1.0,26.0,0.0,0.375,RS,RS,0.03627506129959581,0.9875,0.125,0.0,2,0.03627506129959581,1
