index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Delta
3987,10472643,14,264388,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,Unicorn_Absent,-1,-1.0,4,121,0.9125,32.0,0.14285714285714285,52.0,0.64,0.59375,UP,UP,1.0,0.98125,1.0,0.64,3,0.059105746561956225,10
3993,10472643,17,264388,Absent,56,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,128,0.84375,39.0,0.4791666666666667,55.0,0.0,0.46875,RS,RS,0.006737946999085467,0.9125,0.14285714285714285,0.64,14,1.0,10
3999,10472643,20,264388,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,19,13,Unicorn_Absent,-1,-1.0,5,147,0.91875,32.0,0.4489795918367347,45.0,0.0,0.5,LEFT,LEFT,1.0,0.84375,0.4791666666666667,0.0,25,0.006737946999085467,10
4005,10472643,23,264388,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,178,0.99375,3.0,0.029411764705882353,16.0,0.0,0.234375,RS,RS,0.17692120631776423,0.91875,0.4489795918367347,0.0,13,1.0,10
4007,10472643,24,264388,Absent,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,209,0.99375,3.0,1.0,16.0,0.0,0.234375,RS,RS,0.17692120631776423,0.99375,0.029411764705882353,0.0,1,0.17692120631776423,10
4019,10472643,30,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,241,1.0,0.0,0.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,0.99375,1.0,0.0,1,0.17692120631776423,10
4021,10472643,31,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,273,1.0,0.0,1.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,1.0,0.0,0.0,0,1.0,10
4029,10472643,35,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,305,1.0,0.0,1.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4033,10472643,37,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,337,1.0,0.0,1.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4037,10472643,39,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,369,1.0,0.0,1.0,36.0,0.0,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4039,10472643,40,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,401,1.0,0.0,1.0,36.0,0.0,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4049,10472643,45,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,433,1.0,0.0,1.0,36.0,0.0,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4051,10472643,46,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,465,1.0,0.0,1.0,36.0,0.0,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4053,10472643,47,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,497,1.0,0.0,1.0,36.0,0.2978723404255319,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,10
4057,10472643,49,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,529,1.0,0.0,1.0,36.0,0.2978723404255319,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.2978723404255319,0,1.0,10
4061,10472643,51,264388,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,561,1.0,0.0,1.0,36.0,0.43245967741935487,0.5625,NOTHING,NOTHING,1.0,1.0,1.0,0.2978723404255319,0,1.0,10
4075,10472643,58,264388,Absent,61,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,9,575,0.8875,38.0,0.0,45.0,0.43245967741935487,0.421875,RS,RS,0.009182867495108389,1.0,1.0,0.43245967741935487,0,1.0,10
4077,10472643,59,264388,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1.0,1,596,0.93125,64.0,0.59375,64.0,0.4471153846153846,0.828125,ALL,ALL,1.0,0.8875,0.0,0.43245967741935487,18,0.009182867495108389,10
4079,10472643,60,264388,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,7,622,0.9625,36.0,0.5625,48.0,0.4471153846153846,0.65625,IN,IN,1.0,0.93125,0.59375,0.4471153846153846,11,1.0,10
1082,11337971,2,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,31,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,,,,,,10
1084,11337971,3,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,62,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1086,11337971,4,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,93,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1092,11337971,7,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,124,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1096,11337971,9,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,155,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1098,11337971,10,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,186,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1100,11337971,11,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,217,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1102,11337971,12,113302,Absent,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,248,0.99375,4.0,1.0,31.0,0.0,0.46875,RS,RS,0.1353352832366127,0.99375,1.0,0.0,1,0.1353352832366127,10
1106,11337971,14,113302,Absent,45,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,32,0,Unicorn_Absent,-1,-1.0,0,280,1.0,31.0,0.029411764705882353,31.0,0.0,0.484375,RS,RS,0.006737946999085467,0.99375,1.0,0.0,1,0.1353352832366127,10
