index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,18148849,1,181406,Absent,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,0,0,27.823920265780732,27.823920265780732,27,0.96875,9.0,,34.0,,0.453125,0.049787068367863944,,,,,
1,18148849,2,181406,Absent,37,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,1,0,27.823920265780732,-42.25,55,0.975,28.0,0.15625,34.0,0.02022058823529413,0.46875,0.005034190088132767,0.96875,,,5,0.049787068367863944
6,18148849,7,181406,Absent,35,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,6,0,27.823920265780732,27.823920265780732,81,0.9625,29.0,0.32558139534883723,35.0,0.22558139534883723,0.453125,0.006737946999085467,0.975,0.15625,0.02022058823529413,4,0.005034190088132767
7,18148849,8,181406,Absent,43,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,7,0,27.823920265780732,-16.5,96,0.89375,31.0,0.42857142857142855,46.0,0.23938223938223935,0.453125,0.004584084770106734,0.9625,0.32558139534883723,0.22558139534883723,6,0.006737946999085467
10,18148849,11,181406,Absent,60,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,10,0,27.823920265780732,27.823920265780732,117,0.93125,38.0,0.38,49.0,0.1241860465116279,0.59375,0.007454186295369829,0.89375,0.42857142857142855,0.23938223938223935,17,0.004584084770106734
11,18148849,12,181406,Absent,20,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,11,0,27.823920265780732,27.823920265780732,143,0.9625,18.0,0.2727272727272727,33.0,0.04415584415584414,0.421875,0.01436959609043909,0.93125,0.38,0.1241860465116279,11,0.007454186295369829
12,18148849,13,181406,Absent,52,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,12,0,27.823920265780732,27.823920265780732,167,0.95,41.0,0.2826086956521739,45.0,0.14467766116941527,0.578125,0.008264124158046258,0.9625,0.2727272727272727,0.04415584415584414,6,0.01436959609043909
13,18148849,14,181406,Absent,44,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,13,0,27.823920265780732,27.823920265780732,189,0.9375,34.0,0.4423076923076923,42.0,0.4423076923076923,0.5,0.0061027272741740034,0.95,0.2826086956521739,0.14467766116941527,8,0.008264124158046258
14,18148849,15,181406,Absent,46,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,14,0,27.823920265780732,29.5,205,0.9,32.0,0.40425531914893614,46.0,0.07092198581560283,0.46875,0.0034934892766462,0.9375,0.4423076923076923,0.4423076923076923,10,0.0061027272741740034
17,18148849,18,181406,Absent,34,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,17,0,27.823920265780732,-46.75,227,0.9375,27.0,0.2826086956521739,46.0,0.0,0.5625,0.005537830714382473,0.9,0.40425531914893614,0.07092198581560283,16,0.0034934892766462
