index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Zeta
4440,13506407,1,135050,Absent,54,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,17,15,Unicorn_Absent,-1,-1.0,0,17,0.90625,38.0,1.0,45.0,0.0,0.46875,RS,RS,0.0061027272741740034,,,,,,0
4448,13506407,5,135050,Absent,29,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,24,8,Unicorn_Absent,-1,-1.0,0,41,0.95,24.0,0.37777777777777777,39.0,0.0,0.484375,RS,RS,0.007454186295369829,0.90625,1.0,0.0,15,0.0061027272741740034,0
4452,13506407,7,135050,Absent,40,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,9,23,Unicorn_Absent,-1,-1.0,0,50,0.85625,32.0,0.3023255813953488,52.0,0.16156156156156154,0.453125,RS,RS,0.004180913251655786,0.95,0.37777777777777777,0.0,8,0.007454186295369829,0
4454,13506407,8,135050,Absent,61,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,14,18,Unicorn_Absent,-1,-1.0,0,64,0.8875,37.0,0.38,51.0,0.16156156156156154,0.515625,RS,RS,0.005537830714382473,0.85625,0.3023255813953488,0.16156156156156154,23,0.004180913251655786,0
4458,13506407,10,135050,Absent,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,94,0.9875,4.0,0.025,36.0,0.10192973775358732,0.53125,RS,RS,0.1353352832366127,0.8875,0.38,0.16156156156156154,18,0.005537830714382473,0
4462,13506407,12,135050,Absent,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,125,0.99375,5.0,0.0,21.0,0.10192973775358732,0.3125,RS,RS,0.10687792566038574,0.9875,0.025,0.10192973775358732,2,0.1353352832366127,0
4464,13506407,13,135050,Absent,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,156,0.99375,5.0,1.0,21.0,0.062307692307692286,0.3125,RS,RS,0.10687792566038574,0.99375,0.0,0.10192973775358732,1,0.10687792566038574,0
4466,13506407,14,135050,Absent,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,187,0.99375,5.0,1.0,21.0,0.062307692307692286,0.3125,RS,RS,0.10687792566038574,0.99375,1.0,0.062307692307692286,1,0.10687792566038574,0
4472,13506407,17,135050,Absent,56,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,25,7,Unicorn_Absent,-1,-1.0,0,212,0.95625,37.0,0.024390243902439025,41.0,0.44166666666666665,0.53125,RS,RS,0.005537830714382473,0.99375,1.0,0.062307692307692286,1,0.10687792566038574,0
4474,13506407,18,135050,Absent,28,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,242,0.9875,24.0,0.22,28.0,0.44166666666666665,0.40625,RS,RS,0.007454186295369829,0.95625,0.024390243902439025,0.44166666666666665,7,0.005537830714382473,0
4476,13506407,19,135050,Absent,28,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,272,0.9875,24.0,1.0,28.0,0.21428571428571427,0.40625,RS,RS,0.007454186295369829,0.9875,0.22,0.44166666666666665,2,0.007454186295369829,0
4482,13506407,22,135050,Absent,28,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,302,0.9875,24.0,1.0,28.0,0.21428571428571427,0.40625,RS,RS,0.007454186295369829,0.9875,1.0,0.21428571428571427,2,0.007454186295369829,0
4484,13506407,23,135050,Absent,28,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,332,0.9875,24.0,1.0,28.0,0.0,0.40625,RS,RS,0.007454186295369829,0.9875,1.0,0.21428571428571427,2,0.007454186295369829,0
4488,13506407,25,135050,Absent,28,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,30,2,Unicorn_Absent,-1,-1.0,0,362,0.9875,24.0,1.0,28.0,0.0,0.40625,RS,RS,0.007454186295369829,0.9875,1.0,0.0,2,0.007454186295369829,0
4500,13506407,31,135050,Absent,23,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,28,4,Unicorn_Absent,-1,-1.0,0,390,0.975,21.0,0.25,34.0,0.0,0.46875,RS,RS,0.010228516799093708,0.9875,1.0,0.0,2,0.007454186295369829,0
4504,13506407,33,135050,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,422,1.0,2.0,0.045454545454545456,16.0,0.0,0.25,RS,RS,0.2431167344342142,0.975,0.25,0.0,4,0.010228516799093708,0
4508,13506407,35,135050,Absent,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,4,Unicorn_Absent,-1,-1.0,0,450,0.975,8.0,0.0,33.0,0.0525328330206379,0.453125,RS,RS,0.059105746561956225,1.0,0.045454545454545456,0.0,0,0.2431167344342142,0
4514,13506407,38,135050,Absent,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,478,0.975,12.0,0.0,45.0,0.0525328330206379,0.640625,RS,RS,0.03130111324493289,0.975,0.0,0.0525328330206379,4,0.059105746561956225,0
4516,13506407,39,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,508,0.9875,3.0,0.15384615384615385,38.0,0.1575,0.5625,RS,RS,0.17692120631776423,0.975,0.0,0.0525328330206379,4,0.03130111324493289,0
4518,13506407,40,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,538,0.9875,3.0,1.0,38.0,0.1575,0.5625,RS,RS,0.17692120631776423,0.9875,0.15384615384615385,0.1575,2,0.17692120631776423,0
4522,13506407,42,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,568,0.9875,3.0,1.0,38.0,0.0,0.5625,RS,RS,0.17692120631776423,0.9875,1.0,0.1575,2,0.17692120631776423,0
4526,13506407,44,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,598,0.9875,3.0,1.0,38.0,0.0,0.5625,RS,RS,0.17692120631776423,0.9875,1.0,0.0,2,0.17692120631776423,0
4532,13506407,47,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,628,0.9875,3.0,1.0,38.0,0.0,0.5625,RS,RS,0.17692120631776423,0.9875,1.0,0.0,2,0.17692120631776423,0
4534,13506407,48,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,658,0.9875,3.0,1.0,38.0,0.0,0.5625,RS,RS,0.17692120631776423,0.9875,1.0,0.0,2,0.17692120631776423,0
4536,13506407,49,135050,Absent,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,0,688,0.9875,3.0,1.0,38.0,0.0,0.5625,RS,RS,0.17692120631776423,0.9875,1.0,0.0,2,0.17692120631776423,0
4542,13506407,52,135050,Absent,27,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,0,712,0.95,24.0,0.08,36.0,0.0,0.4375,RS,RS,0.009182867495108389,0.9875,1.0,0.0,2,0.17692120631776423,0
4548,13506407,55,135050,Absent,49,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,7,25,Unicorn_Absent,-1,-1.0,0,719,0.84375,35.0,0.2553191489361702,55.0,0.0,0.46875,RS,RS,0.005537830714382473,0.95,0.08,0.0,8,0.009182867495108389,0
4550,13506407,56,135050,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,751,1.0,1.0,0.0,18.0,0.0,0.28125,RS,RS,0.36787944117144233,0.84375,0.2553191489361702,0.0,25,0.005537830714382473,0
4554,13506407,58,135050,Absent,45,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,25,7,Unicorn_Absent,-1,-1.0,0,776,0.95625,31.0,0.03225806451612903,47.0,0.20454545454545453,0.625,RS,RS,0.006737946999085467,1.0,0.0,0.0,0,0.36787944117144233,0
4558,13506407,60,135050,Absent,52,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,9,23,Unicorn_Absent,-1,-1.0,0,785,0.85625,35.0,0.43478260869565216,47.0,0.20454545454545453,0.375,RS,RS,0.004584084770106734,0.95625,0.03225806451612903,0.20454545454545453,7,0.006737946999085467,0
4441,13506407,1,640716,Absent,25,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,17,15,Unicorn_Absent,-1,-1.0,9,17,0.90625,22.0,1.0,45.0,0.10269360269360268,0.46875,RS,RS,0.009182867495108389,,,,,,0
4449,13506407,5,640716,Absent,27,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1.0,9,41,0.95,23.0,0.21621621621621623,39.0,0.10269360269360268,0.484375,RS,RS,0.008264124158046258,0.90625,1.0,0.10269360269360268,15,0.009182867495108389,0
4453,13506407,7,640716,Absent,59,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,9,23,Unicorn_Absent,-1,-1.0,9,50,0.85625,43.0,0.40425531914893614,52.0,0.19444444444444445,0.453125,RS,RS,0.010228516799093708,0.95,0.21621621621621623,0.10269360269360268,8,0.008264124158046258,0
4455,13506407,8,640716,Absent,37,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,14,18,Unicorn_Absent,-1,-1.0,9,64,0.8875,32.0,0.4423076923076923,51.0,0.19444444444444445,0.515625,RS,RS,0.005034190088132767,0.85625,0.40425531914893614,0.19444444444444445,23,0.010228516799093708,0
4459,13506407,10,640716,Absent,42,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,94,0.9875,34.0,0.4666666666666667,36.0,0.3469387755102041,0.53125,RS,RS,0.004180913251655786,0.8875,0.4423076923076923,0.19444444444444445,18,0.005034190088132767,0
4463,13506407,12,640716,Absent,17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,31,1,Unicorn_Absent,-1,-1.0,9,125,0.99375,17.0,0.21428571428571427,21.0,0.3469387755102041,0.3125,RS,RS,0.016194143319162562,0.9875,0.4666666666666667,0.3469387755102041,2,0.004180913251655786,0
4465,13506407,13,640716,Absent,17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,31,1,Unicorn_Absent,-1,-1.0,9,156,0.99375,17.0,1.0,21.0,0.8461538461538461,0.3125,RS,RS,0.016194143319162562,0.99375,0.21428571428571427,0.3469387755102041,1,0.016194143319162562,0
4467,13506407,14,640716,Absent,17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,31,1,Unicorn_Absent,-1,-1.0,9,187,0.99375,17.0,1.0,21.0,0.8461538461538461,0.3125,RS,RS,0.016194143319162562,0.99375,1.0,0.8461538461538461,1,0.016194143319162562,0
4473,13506407,17,640716,Absent,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25,7,Unicorn_Absent,-1,-1.0,9,212,0.95625,11.0,0.07692307692307693,41.0,0.0,0.53125,RS,RS,0.03627506129959581,0.99375,1.0,0.8461538461538461,1,0.016194143319162562,0
4475,13506407,18,640716,Absent,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,242,0.9875,6.0,0.0625,28.0,0.0,0.40625,RS,RS,0.08633762966036206,0.95625,0.07692307692307693,0.0,7,0.03627506129959581,0
4477,13506407,19,640716,Absent,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,272,0.9875,6.0,1.0,28.0,0.0,0.40625,RS,RS,0.08633762966036206,0.9875,0.0625,0.0,2,0.08633762966036206,0
4483,13506407,22,640716,Absent,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,302,0.9875,6.0,1.0,28.0,0.0,0.40625,RS,RS,0.08633762966036206,0.9875,1.0,0.0,2,0.08633762966036206,0
4485,13506407,23,640716,Absent,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,332,0.9875,6.0,1.0,28.0,0.0,0.40625,RS,RS,0.08633762966036206,0.9875,1.0,0.0,2,0.08633762966036206,0
4489,13506407,25,640716,Absent,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,362,0.9875,6.0,1.0,28.0,0.0,0.40625,RS,RS,0.08633762966036206,0.9875,1.0,0.0,2,0.08633762966036206,0
4501,13506407,31,640716,Absent,26,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,9,390,0.975,17.0,0.045454545454545456,34.0,0.0,0.46875,RS,RS,0.016194143319162562,0.9875,1.0,0.0,2,0.08633762966036206,0
4505,13506407,33,640716,Absent,16,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,422,1.0,14.0,0.14814814814814814,16.0,0.0,0.25,RS,RS,0.023714766002371646,0.975,0.045454545454545456,0.0,4,0.016194143319162562,0
4509,13506407,35,640716,Absent,37,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,28,4,Unicorn_Absent,-1,-1.0,9,450,0.975,29.0,0.19444444444444445,33.0,0.0,0.453125,RS,RS,0.005537830714382473,1.0,0.14814814814814814,0.0,0,0.023714766002371646,0
4515,13506407,38,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,28,4,Unicorn_Absent,-1,-1.0,9,478,0.975,37.0,0.3469387755102041,45.0,0.0,0.640625,RS,RS,0.005537830714382473,0.975,0.19444444444444445,0.0,4,0.005537830714382473,0
4517,13506407,39,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,508,0.9875,37.0,1.0,38.0,0.0,0.5625,RS,RS,0.005537830714382473,0.975,0.3469387755102041,0.0,4,0.005537830714382473,0
4519,13506407,40,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,538,0.9875,37.0,1.0,38.0,0.0,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.0,2,0.005537830714382473,0
4523,13506407,42,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,568,0.9875,37.0,1.0,38.0,0.18666666666666665,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.0,2,0.005537830714382473,0
4527,13506407,44,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,598,0.9875,37.0,1.0,38.0,0.18666666666666665,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.18666666666666665,2,0.005537830714382473,0
4533,13506407,47,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,628,0.9875,37.0,1.0,38.0,0.07121146330872774,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.18666666666666665,2,0.005537830714382473,0
4535,13506407,48,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,658,0.9875,37.0,1.0,38.0,0.07121146330872774,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.07121146330872774,2,0.005537830714382473,0
4537,13506407,49,640716,Absent,51,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,30,2,Unicorn_Absent,-1,-1.0,9,688,0.9875,37.0,1.0,38.0,0.24,0.5625,RS,RS,0.005537830714382473,0.9875,1.0,0.07121146330872774,2,0.005537830714382473,0
