index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Delta
717,30656478,59,647870,Absent,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,9,954,0.94375,12.0,0.125,47.0,0.14566284779050737,0.59375,RS,RS,0.03130111324493289,0.94375,0.14634146341463414,0.33653846153846156,9,0.020796234419099814,0
719,30656478,60,647870,Absent,52,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,29,3,Unicorn_Absent,-1,-1.0,9,983,0.98125,36.0,0.23076923076923078,40.0,0.14566284779050737,0.578125,RS,RS,0.005034190088132767,0.94375,0.125,0.14566284779050737,9,0.03130111324493289,0
1924,33233331,3,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,5,30,0.9875,32.0,1.0,44.0,0.0,0.65625,LEFT,LEFT,1.0,,,,,,0
1928,33233331,5,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,62,1.0,32.0,1.0,32.0,0.0,0.5,LEFT,LEFT,1.0,0.9875,1.0,0.0,2,1.0,0
1930,33233331,6,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,94,1.0,32.0,1.0,32.0,1.0,0.5,LEFT,LEFT,1.0,1.0,1.0,0.0,0,1.0,0
1932,33233331,7,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,126,1.0,32.0,1.0,32.0,1.0,0.5,LEFT,LEFT,1.0,1.0,1.0,1.0,0,1.0,0
1948,33233331,15,332354,Absent,38,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,158,1.0,33.0,0.32653061224489793,33.0,0.0,0.515625,RS,RS,0.005537830714382473,1.0,1.0,1.0,0,1.0,0
1950,33233331,16,332354,Absent,38,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,190,1.0,33.0,1.0,33.0,0.0,0.515625,RS,RS,0.005537830714382473,1.0,0.32653061224489793,0.0,0,0.005537830714382473,0
1952,33233331,17,332354,Absent,38,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,222,1.0,33.0,1.0,33.0,0.0,0.515625,RS,RS,0.005537830714382473,1.0,1.0,0.0,0,0.005537830714382473,0
1962,33233331,22,332354,Absent,62,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,14,18,Unicorn_Absent,-1,-1.0,0,236,0.8875,38.0,0.5106382978723404,52.0,0.0,0.53125,RS,RS,0.0061027272741740034,1.0,1.0,0.0,0,0.005537830714382473,0
1966,33233331,24,332354,Absent,26,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,0,260,0.95,20.0,0.23404255319148937,45.0,0.6734693877551021,0.578125,RS,RS,0.01142289099346694,0.8875,0.5106382978723404,0.0,18,0.0061027272741740034,0
1972,33233331,27,332354,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,260,0.8,64.0,0.3125,64.0,0.6734693877551021,0.5,ALL,ALL,1.0,0.95,0.23404255319148937,0.6734693877551021,8,0.01142289099346694,0
1978,33233331,30,332354,Absent,53,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,12,20,Unicorn_Absent,-1,-1.0,0,272,0.875,38.0,0.59375,50.0,0.0,0.46875,RS,RS,0.009182867495108389,0.8,0.3125,0.6734693877551021,32,1.0,0
1980,33233331,31,332354,Absent,28,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,24,8,Unicorn_Absent,-1,-1.0,0,296,0.95,20.0,0.28888888888888886,44.0,0.0,0.5625,RS,RS,0.01142289099346694,0.875,0.59375,0.0,20,0.009182867495108389,0
1982,33233331,32,332354,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,310,0.8875,36.0,0.24444444444444444,50.0,0.0,0.5,IN,IN,1.0,0.95,0.28888888888888886,0.0,8,0.01142289099346694,0
2000,33233331,41,332354,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,30,2,Unicorn_Absent,-1,-1.0,6,340,0.9875,32.0,0.36,34.0,0.0,0.5,RIGHT,RIGHT,1.0,0.8875,0.24444444444444444,0.0,18,1.0,0
2002,33233331,42,332354,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,30,2,Unicorn_Absent,-1,-1.0,6,370,0.9875,32.0,1.0,34.0,0.5106382978723404,0.5,RIGHT,RIGHT,1.0,0.9875,0.36,0.0,2,1.0,0
2004,33233331,43,332354,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,6,396,0.9625,32.0,1.0,36.0,0.5106382978723404,0.46875,RIGHT,RIGHT,1.0,0.9875,1.0,0.5106382978723404,2,1.0,0
2008,33233331,45,332354,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,428,1.0,28.0,0.30434782608695654,28.0,0.06595744680851062,0.4375,OUT,OUT,1.0,0.9625,1.0,0.5106382978723404,6,1.0,0
2010,33233331,46,332354,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,460,1.0,28.0,1.0,28.0,0.06595744680851062,0.4375,OUT,OUT,1.0,1.0,0.30434782608695654,0.06595744680851062,0,1.0,0
2016,33233331,49,332354,Absent,50,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,32,0,Unicorn_Absent,-1,-1.0,0,492,1.0,33.0,0.4186046511627907,33.0,0.012500000000000011,0.515625,RS,RS,0.006737946999085467,1.0,1.0,0.06595744680851062,0,1.0,0
2018,33233331,50,332354,Absent,50,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,32,0,Unicorn_Absent,-1,-1.0,0,524,1.0,33.0,1.0,33.0,0.012500000000000011,0.515625,RS,RS,0.006737946999085467,1.0,0.4186046511627907,0.012500000000000011,0,0.006737946999085467,0
2028,33233331,55,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,556,1.0,32.0,0.32653061224489793,32.0,0.40625,0.5,LEFT,LEFT,1.0,1.0,1.0,0.012500000000000011,0,0.006737946999085467,0
2030,33233331,56,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,588,1.0,32.0,1.0,32.0,0.40625,0.5,LEFT,LEFT,1.0,1.0,0.32653061224489793,0.40625,0,1.0,0
2034,33233331,58,332354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,5,608,0.925,32.0,1.0,37.0,0.7111111111111111,0.390625,LEFT,LEFT,1.0,1.0,1.0,0.40625,0,1.0,0
2036,33233331,59,332354,Absent,62,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,26,6,Unicorn_Absent,-1,-1.0,0,634,0.9625,42.0,0.4230769230769231,49.0,0.7111111111111111,0.671875,RS,RS,0.009182867495108389,0.925,1.0,0.7111111111111111,12,1.0,0
2038,33233331,60,332354,Absent,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,25,7,Unicorn_Absent,-1,-1.0,0,659,0.95625,15.0,0.1875,40.0,0.08888888888888888,0.515625,RS,RS,0.020796234419099814,0.9625,0.4230769230769231,0.7111111111111111,6,0.009182867495108389,0
1925,33233331,3,333109,Absent,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,30,0.9875,14.0,1.0,44.0,0.08888888888888888,0.65625,RS,RS,0.023714766002371646,,,,,,0
1929,33233331,5,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,62,1.0,0.0,0.0,32.0,0.30117647058823527,0.5,NOTHING,NOTHING,1.0,0.9875,1.0,0.08888888888888888,2,0.023714766002371646,0
1931,33233331,6,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,94,1.0,0.0,1.0,32.0,0.30117647058823527,0.5,NOTHING,NOTHING,1.0,1.0,0.0,0.30117647058823527,0,1.0,0
1933,33233331,7,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,126,1.0,0.0,1.0,32.0,0.0,0.5,NOTHING,NOTHING,1.0,1.0,1.0,0.30117647058823527,0,1.0,0
1949,33233331,15,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,158,1.0,0.0,1.0,33.0,0.0,0.515625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,0
1951,33233331,16,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,190,1.0,0.0,1.0,33.0,1.0,0.515625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,0
1953,33233331,17,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,222,1.0,0.0,1.0,33.0,1.0,0.515625,NOTHING,NOTHING,1.0,1.0,1.0,1.0,0,1.0,0
1963,33233331,22,333109,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,3,236,0.8875,32.0,0.0,52.0,0.30434782608695654,0.53125,DOWN,DOWN,1.0,1.0,1.0,1.0,0,1.0,0
1967,33233331,24,333109,Absent,47,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,24,8,Unicorn_Absent,-1,-1.0,9,260,0.95,33.0,0.3,45.0,0.30434782608695654,0.578125,RS,RS,0.005537830714382473,0.8875,0.0,0.30434782608695654,18,1.0,0
1973,33233331,27,333109,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,260,0.8,32.0,0.3,64.0,0.0,0.5,LEFT,LEFT,1.0,0.95,0.3,0.30434782608695654,8,0.005537830714382473,0
1979,33233331,30,333109,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,20,Unicorn_Absent,-1,-1.0,5,272,0.875,32.0,1.0,50.0,0.0,0.46875,LEFT,LEFT,1.0,0.8,0.3,0.0,32,1.0,0
1981,33233331,31,333109,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,5,296,0.95,32.0,1.0,44.0,0.5813953488372092,0.5625,LEFT,LEFT,1.0,0.875,1.0,0.0,20,1.0,0
1983,33233331,32,333109,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,3,310,0.8875,32.0,0.3333333333333333,50.0,0.5813953488372092,0.5,DOWN,DOWN,1.0,0.95,1.0,0.5813953488372092,8,1.0,0
2001,33233331,41,333109,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,340,0.9875,4.0,0.058823529411764705,34.0,0.0,0.5,RS,RS,0.1353352832366127,0.8875,0.3333333333333333,0.5813953488372092,18,1.0,0
2003,33233331,42,333109,Absent,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,370,0.9875,4.0,1.0,34.0,0.0,0.5,RS,RS,0.1353352832366127,0.9875,0.058823529411764705,0.0,2,0.1353352832366127,0
2005,33233331,43,333109,Absent,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,396,0.9625,10.0,0.0,36.0,0.6734693877551021,0.46875,RS,RS,0.04232921962320499,0.9875,1.0,0.0,2,0.1353352832366127,0
2009,33233331,45,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,428,1.0,0.0,0.0,28.0,0.6734693877551021,0.4375,NOTHING,NOTHING,1.0,0.9625,0.0,0.6734693877551021,6,0.04232921962320499,0
2011,33233331,46,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,460,1.0,0.0,1.0,28.0,0.0,0.4375,NOTHING,NOTHING,1.0,1.0,0.0,0.6734693877551021,0,1.0,0
2017,33233331,49,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,492,1.0,0.0,1.0,33.0,0.0,0.515625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,0
2019,33233331,50,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,524,1.0,0.0,1.0,33.0,1.0,0.515625,NOTHING,NOTHING,1.0,1.0,1.0,0.0,0,1.0,0
2029,33233331,55,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,556,1.0,0.0,1.0,32.0,1.0,0.5,NOTHING,NOTHING,1.0,1.0,1.0,1.0,0,1.0,0
2031,33233331,56,333109,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,588,1.0,0.0,1.0,32.0,0.22307692307692306,0.5,NOTHING,NOTHING,1.0,1.0,1.0,1.0,0,1.0,0
2035,33233331,58,333109,Absent,21,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,20,12,Unicorn_Absent,-1,-1.0,9,608,0.925,17.0,0.0,37.0,0.22307692307692306,0.390625,RS,RS,0.016194143319162562,1.0,1.0,0.22307692307692306,0,1.0,0
2037,33233331,59,333109,Absent,14,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,26,6,Unicorn_Absent,-1,-1.0,9,634,0.9625,13.0,0.2,49.0,0.0032894736842105365,0.671875,RS,RS,0.02717246117223556,0.925,0.0,0.22307692307692306,12,0.016194143319162562,0
2039,33233331,60,333109,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,5,659,0.95625,32.0,0.18421052631578946,40.0,0.0032894736842105365,0.515625,LEFT,LEFT,1.0,0.9625,0.2,0.0032894736842105365,6,0.02717246117223556,0
2880,36414233,1,364181,Absent,29,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,22,0.9375,26.0,1.0,32.0,0.0,0.34375,RS,RS,0.0061027272741740034,,,,,,0
2882,36414233,2,364181,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,54,1.0,0.0,0.0,24.0,0.0,0.375,NOTHING,RS,1.0,0.9375,1.0,0.0,10,0.0061027272741740034,0
2884,36414233,3,364181,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,86,1.0,0.0,1.0,24.0,0.25,0.375,NOTHING,RS,1.0,1.0,0.0,0.0,0,1.0,0
2886,36414233,4,364181,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,118,1.0,0.0,1.0,24.0,0.25,0.375,NOTHING,RS,1.0,1.0,1.0,0.25,0,1.0,0
