index,Answer,Dyad,Is_there,Joint,Player,Round,Score,Strategy,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,where_x,where_y,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
25,Absent,10377636,Unicorn_Absent,16,103735,26,16,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,LEFT,25,0,28.15127309036445,-16.0,243,0.9,32.0,0.5,48.0,0.06,0.5,1.0,0.75,0.03125,0.40875,40,1.0
28,Absent,10377636,Unicorn_Absent,0,103735,29,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,28,0,28.15127309036445,28.15127309036445,275,1.0,32.0,0.3333333333333333,32.0,0.3333333333333333,0.5,1.0,0.9,0.5,0.06,16,1.0
29,Absent,10377636,Unicorn_Absent,0,103735,30,0,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,RS,29,0,28.15127309036445,-0.3333333333333333,275,0.8,32.0,1.0,32.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0,1.0
33,Absent,10377636,Unicorn_Absent,16,103735,34,16,0,35,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1.0,Unicorn_Present,RS,RS,RS,33,0,28.15127309036445,32.0,291,0.9,30.0,0.34782608695652173,46.0,0.34782608695652173,0.46875,0.0061027272741740034,0.8,1.0,0.0,0,1.0
35,Absent,10377636,Unicorn_Absent,24,103735,36,8,0,62,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,-1,-1.0,Unicorn_Present,RS,RS,UP,35,0,28.15127309036445,32.0,299,0.85,41.0,0.39215686274509803,54.0,0.045343137254901966,0.46875,0.008264124158046258,0.9,0.34782608695652173,0.34782608695652173,16,0.0061027272741740034
37,Absent,10377636,Unicorn_Absent,0,103735,38,-49,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,UP,UP,RS,37,0,28.15127309036445,-49.75,250,0.49375,32.0,0.43137254901960786,32.0,0.43137254901960786,0.5,1.0,0.85,0.39215686274509803,0.045343137254901966,24,0.008264124158046258
42,Absent,10377636,Unicorn_Absent,37,103735,43,-5,0,54,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,-1,-1.0,Unicorn_Present,RS,RS,NOTHING,42,0,28.15127309036445,-36.0,245,0.76875,37.0,0.46808510638297873,64.0,0.46808510638297873,0.421875,0.008264124158046258,0.49375,0.43137254901960786,0.43137254901960786,0,1.0
45,Absent,10377636,Unicorn_Absent,0,103735,46,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,45,0,28.15127309036445,28.15127309036445,277,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76875,0.46808510638297873,0.46808510638297873,37,0.008264124158046258
46,Absent,10377636,Unicorn_Absent,0,103735,47,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,46,0,28.15127309036445,28.15127309036445,309,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0
47,Absent,10377636,Unicorn_Absent,0,103735,48,-64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,LEFT,47,0,28.15127309036445,-64.0,245,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0
49,Absent,10377636,Unicorn_Absent,0,103735,50,-16,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,NOTHING,49,0,28.15127309036445,-16.0,229,0.7,32.0,0.0,32.0,1.0,0.5,1.0,0.4,1.0,0.0,0,1.0
52,Absent,10377636,Unicorn_Absent,0,103735,53,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,52,0,28.15127309036445,28.15127309036445,261,1.0,0.0,0.0,32.0,0.0,0.5,1.0,0.7,0.0,1.0,0,1.0
53,Absent,10377636,Unicorn_Absent,0,103735,54,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,53,0,28.15127309036445,28.15127309036445,293,1.0,0.0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,0,1.0
54,Absent,10377636,Unicorn_Absent,0,103735,55,-64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,RS,54,0,28.15127309036445,-64.0,229,0.4,0.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,0.0,0,1.0
56,Absent,10377636,Unicorn_Absent,3,103735,57,29,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,Unicorn_Absent,RS,RS,RS,56,0,28.15127309036445,28.15127309036445,258,0.98125,5.0,0.0,34.0,1.0,0.484375,0.10687792566038574,0.4,1.0,0.0,0,1.0
57,Absent,10377636,Unicorn_Absent,2,103735,58,30,0,20,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1.0,Unicorn_Absent,RS,RS,NOTHING,57,0,28.15127309036445,28.15127309036445,288,0.9875,18.0,0.09523809523809523,23.0,0.01904761904761905,0.328125,0.01436959609043909,0.98125,0.0,1.0,3,0.10687792566038574
58,Absent,10377636,Unicorn_Absent,0,103735,59,-64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,,58,0,28.15127309036445,-64.0,224,0.4,0.0,0.0,32.0,0.08333333333333333,0.5,1.0,0.9875,0.09523809523809523,0.01904761904761905,2,0.01436959609043909
63,Absent,10377636,Unicorn_Absent,2,763636,4,30,9,37,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,-1.0,Unicorn_Absent,RS,RS,RS,63,0,28.15127309036445,28.15127309036445,30,0.9875,28.0,,30.0,,0.4375,0.005034190088132767,,,,,
64,Absent,10377636,Unicorn_Absent,2,763636,5,30,9,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1.0,Unicorn_Present,RS,RS,LEFT,64,0,28.15127309036445,-78.5,60,0.9875,6.0,0.0625,36.0,0.003676470588235295,0.53125,0.08633762966036206,0.9875,,,2,0.005034190088132767
67,Absent,10377636,Unicorn_Absent,0,763636,8,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,67,0,28.15127309036445,28.15127309036445,92,1.0,32.0,0.05555555555555555,64.0,0.25056689342403626,1.0,1.0,0.9875,0.0625,0.003676470588235295,2,0.08633762966036206
68,Absent,10377636,Unicorn_Absent,0,763636,9,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,LEFT,68,0,28.15127309036445,32.0,124,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,0.05555555555555555,0.25056689342403626,0,1.0
70,Absent,10377636,Unicorn_Absent,0,763636,11,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,LEFT,70,0,28.15127309036445,32.0,156,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
74,Absent,10377636,Unicorn_Absent,0,763636,15,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,74,0,28.15127309036445,28.15127309036445,188,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
75,Absent,10377636,Unicorn_Absent,0,763636,16,32,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Absent,LEFT,LEFT,LEFT,75,0,28.15127309036445,28.15127309036445,220,1.0,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
76,Absent,10377636,Unicorn_Absent,0,763636,17,-6,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,LEFT,76,0,28.15127309036445,-6.4,214,0.7625,32.0,1.0,64.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0
82,Absent,10377636,Unicorn_Absent,0,763636,23,21,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,RS,82,0,28.15127309036445,21.0,235,0.93125,32.0,1.0,34.0,0.9375,0.53125,1.0,0.7625,1.0,0.0,0,1.0
84,Absent,10377636,Unicorn_Absent,40,763636,25,-8,9,63,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,-1,-1.0,Unicorn_Absent,RS,RS,LEFT,84,0,28.15127309036445,28.15127309036445,227,0.75,40.0,0.44,64.0,0.40875,0.375,0.007454186295369829,0.93125,1.0,0.9375,0,1.0
85,Absent,10377636,Unicorn_Absent,16,763636,26,16,5,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1.0,Unicorn_Present,LEFT,LEFT,NOTHING,85,0,28.15127309036445,-16.0,243,0.9,32.0,0.44,48.0,0.06,0.5,1.0,0.75,0.44,0.40875,40,0.007454186295369829
88,Absent,10377636,Unicorn_Absent,0,763636,29,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,88,0,28.15127309036445,28.15127309036445,275,1.0,0.0,0.0,32.0,0.3333333333333333,0.5,1.0,0.9,0.44,0.06,16,1.0
89,Absent,10377636,Unicorn_Absent,0,763636,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,DOWN,89,0,28.15127309036445,-0.3333333333333333,275,0.8,0.0,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.3333333333333333,0,1.0
93,Absent,10377636,Unicorn_Absent,16,763636,34,16,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Present,DOWN,DOWN,RS,93,0,28.15127309036445,32.0,291,0.9,32.0,0.0,46.0,0.34782608695652173,0.46875,1.0,0.8,1.0,0.0,0,1.0
95,Absent,10377636,Unicorn_Absent,24,763636,36,8,9,54,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,-1,-1.0,Unicorn_Present,RS,RS,NOTHING,95,0,28.15127309036445,32.0,299,0.85,37.0,0.4375,54.0,0.045343137254901966,0.46875,0.005537830714382473,0.9,0.0,0.34782608695652173,16,1.0
97,Absent,10377636,Unicorn_Absent,0,763636,38,-49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,ALL,97,0,28.15127309036445,-49.75,250,0.49375,0.0,0.0,32.0,0.43137254901960786,0.5,1.0,0.85,0.4375,0.045343137254901966,24,0.005537830714382473
102,Absent,10377636,Unicorn_Absent,37,763636,43,-5,1,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1.0,Unicorn_Present,ALL,ALL,NOTHING,102,0,28.15127309036445,-36.0,245,0.76875,64.0,0.0,64.0,0.46808510638297873,0.421875,1.0,0.49375,0.0,0.43137254901960786,0,1.0
105,Absent,10377636,Unicorn_Absent,0,763636,46,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,105,0,28.15127309036445,28.15127309036445,277,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76875,0.0,0.46808510638297873,37,1.0
106,Absent,10377636,Unicorn_Absent,0,763636,47,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,NOTHING,NOTHING,NOTHING,106,0,28.15127309036445,28.15127309036445,309,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0
107,Absent,10377636,Unicorn_Absent,0,763636,48,-64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,NOTHING,107,0,28.15127309036445,-64.0,245,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0
109,Absent,10377636,Unicorn_Absent,0,763636,50,-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Present,NOTHING,NOTHING,UP,109,0,28.15127309036445,-16.0,229,0.7,0.0,1.0,32.0,1.0,0.5,1.0,0.4,1.0,0.0,0,1.0
112,Absent,10377636,Unicorn_Absent,0,763636,53,32,4,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.0,Unicorn_Absent,UP,UP,UP,112,0,28.15127309036445,28.15127309036445,261,1.0,32.0,0.0,32.0,0.0,0.5,1.0,0.7,1.0,1.0,0,1.0
