index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Alpha
4522,12011239,42,12015,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,400,0.8,64.0,0.515625,64.0,0.006493506493506496,0.5,ALL,ALL,1.0,0.88125,0.41304347826086957,0.2674176053400083,19,0.006737946999085467,0
4532,12011239,47,12015,Absent,38,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3,29,Unicorn_Absent,-1,-1.0,0,403,0.81875,29.0,0.453125,64.0,0.006493506493506496,0.546875,RS,RS,0.005537830714382473,0.8,0.515625,0.006493506493506496,32,1.0,0
4534,12011239,48,12015,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,435,1.0,1.0,0.0,29.0,0.03921568627450983,0.453125,RS,RS,0.36787944117144233,0.81875,0.453125,0.006493506493506496,29,0.005537830714382473,0
4536,12011239,49,12015,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,467,1.0,1.0,1.0,20.0,0.03921568627450983,0.3125,RS,RS,0.36787944117144233,1.0,0.0,0.03921568627450983,0,0.36787944117144233,0
4540,12011239,51,12015,Absent,45,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,12,20,Unicorn_Absent,-1,-1.0,0,479,0.875,36.0,0.027777777777777776,54.0,0.0,0.53125,RS,RS,0.0061027272741740034,1.0,1.0,0.03921568627450983,0,0.36787944117144233,0
4544,12011239,53,12015,Absent,51,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,18,14,Unicorn_Absent,-1,-1.0,0,497,0.9125,33.0,0.46808510638297873,43.0,0.0,0.453125,RS,RS,0.006737946999085467,0.875,0.027777777777777776,0.0,20,0.0061027272741740034,0
4546,12011239,54,12015,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,5,511,0.8875,32.0,0.3,48.0,0.0,0.46875,LEFT,LEFT,1.0,0.9125,0.46808510638297873,0.0,14,0.006737946999085467,0
4548,12011239,55,12015,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,20,12,Unicorn_Absent,-1,-1.0,6,531,0.925,32.0,0.0,43.0,0.0,0.484375,RIGHT,RIGHT,1.0,0.8875,0.3,0.0,18,1.0,0
4550,12011239,56,12015,Absent,14,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,31,1,Unicorn_Absent,-1,-1.0,0,562,0.99375,14.0,0.24324324324324326,24.0,0.3048780487804878,0.359375,RS,RS,0.023714766002371646,0.925,0.0,0.0,12,1.0,0
4554,12011239,58,12015,Absent,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,594,1.0,7.0,0.05,7.0,0.3048780487804878,0.109375,RS,RS,0.07095202666684558,0.99375,0.24324324324324326,0.3048780487804878,1,0.023714766002371646,0
4441,12011239,1,123906,Absent,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,26,6,Unicorn_Absent,-1,-1.0,9,26,0.9625,12.0,1.0,36.0,0.2692307692307692,0.46875,RS,RS,0.03130111324493289,,,,,,0
4451,12011239,6,123906,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,7,50,0.95,36.0,0.14285714285714285,43.0,0.2692307692307692,0.546875,IN,IN,1.0,0.9625,1.0,0.2692307692307692,6,0.03130111324493289,0
4455,12011239,8,123906,Absent,31,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,21,11,Unicorn_Absent,-1,-1.0,9,71,0.93125,25.0,0.2708333333333333,46.0,0.21904761904761905,0.546875,RS,RS,0.006737946999085467,0.95,0.14285714285714285,0.2692307692307692,8,1.0,0
4457,12011239,9,123906,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,4,98,0.96875,32.0,0.32558139534883723,41.0,0.21904761904761905,0.5625,UP,UP,1.0,0.93125,0.2708333333333333,0.21904761904761905,11,0.006737946999085467,0
4465,12011239,13,123906,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,4,130,1.0,32.0,1.0,32.0,0.30594594594594593,0.5,UP,UP,1.0,0.96875,0.32558139534883723,0.21904761904761905,5,1.0,0
4467,12011239,14,123906,Absent,52,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,28,4,Unicorn_Absent,-1,-1.0,9,158,0.975,33.0,0.41304347826086957,40.0,0.30594594594594593,0.5625,RS,RS,0.005537830714382473,1.0,1.0,0.30594594594594593,0,1.0,0
4469,12011239,15,123906,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,190,1.0,2.0,0.029411764705882353,13.0,0.14,0.203125,RS,RS,0.2431167344342142,0.975,0.41304347826086957,0.30594594594594593,4,0.005537830714382473,0
4473,12011239,17,123906,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,190,0.8,64.0,0.03125,64.0,0.14,0.5,ALL,ALL,1.0,1.0,0.029411764705882353,0.14,0,0.2431167344342142,0
4475,12011239,18,123906,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,6,204,0.8875,32.0,0.5,56.0,0.14945652173913043,0.59375,RIGHT,RIGHT,1.0,0.8,0.03125,0.14,32,1.0,0
4477,12011239,19,123906,Absent,40,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,12,20,Unicorn_Absent,-1,-1.0,9,216,0.875,31.0,0.3404255319148936,51.0,0.14945652173913043,0.484375,RS,RS,0.004584084770106734,0.8875,0.5,0.14945652173913043,18,1.0,0
4487,12011239,24,123906,Absent,57,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,9,23,Unicorn_Absent,-1,-1.0,9,225,0.85625,44.0,0.36363636363636365,57.0,0.18229166666666669,0.53125,RS,RS,0.01142289099346694,0.875,0.3404255319148936,0.14945652173913043,20,0.004584084770106734,0
4491,12011239,26,123906,Absent,21,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,12,Unicorn_Absent,-1,-1.0,9,245,0.925,20.0,0.3333333333333333,42.0,0.18229166666666669,0.46875,RS,RS,0.01142289099346694,0.85625,0.36363636363636365,0.18229166666666669,23,0.01142289099346694,0
4493,12011239,27,123906,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,277,1.0,0.0,0.0,1.0,0.046875,0.015625,NOTHING,NOTHING,1.0,0.925,0.3333333333333333,0.18229166666666669,12,0.01142289099346694,0
4497,12011239,29,123906,Absent,45,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,18,14,Unicorn_Absent,-1,-1.0,9,295,0.9125,33.0,0.0,51.0,0.046875,0.578125,RS,RS,0.005537830714382473,1.0,0.0,0.046875,0,1.0,0
4499,12011239,30,123906,Absent,18,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,16,16,Unicorn_Absent,-1,-1.0,9,311,0.9,16.0,0.1951219512195122,64.0,0.4375,0.75,RS,RS,0.01831563888873418,0.9125,0.0,0.046875,14,0.005537830714382473,0
4503,12011239,32,123906,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,343,1.0,32.0,0.23076923076923078,64.0,0.4375,1.0,LEFT,LEFT,1.0,0.9,0.1951219512195122,0.4375,16,0.01831563888873418,0
4511,12011239,36,123906,Absent,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,9,373,0.9875,7.0,0.11428571428571428,37.0,0.6944444444444444,0.546875,RS,RS,0.07095202666684558,1.0,0.23076923076923078,0.4375,0,1.0,0
4517,12011239,39,123906,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,4,387,0.8875,32.0,0.05405405405405406,50.0,0.6944444444444444,0.5,UP,UP,1.0,0.9875,0.11428571428571428,0.6944444444444444,2,0.07095202666684558,0
4519,12011239,40,123906,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,387,0.8,64.0,0.5,64.0,0.23888888888888887,0.5,ALL,ALL,1.0,0.8875,0.05405405405405406,0.6944444444444444,18,1.0,0
4521,12011239,41,123906,Absent,51,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,13,19,Unicorn_Absent,-1,-1.0,9,400,0.88125,36.0,0.5625,50.0,0.23888888888888887,0.484375,RS,RS,0.005034190088132767,0.8,0.5,0.23888888888888887,32,1.0,0
4523,12011239,42,123906,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,5,400,0.8,32.0,0.3333333333333333,64.0,0.026224641266699655,0.5,LEFT,LEFT,1.0,0.88125,0.5625,0.23888888888888887,19,0.005034190088132767,0
4533,12011239,47,123906,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,29,Unicorn_Absent,-1,-1.0,1,403,0.81875,64.0,0.5,64.0,0.026224641266699655,0.546875,ALL,ALL,1.0,0.8,0.3333333333333333,0.026224641266699655,32,1.0,0
4535,12011239,48,123906,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,435,1.0,28.0,0.4375,29.0,0.0488372093023256,0.453125,OUT,OUT,1.0,0.81875,0.5,0.026224641266699655,29,1.0,0
