level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
3,0,471537175,4,7175,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,19,13,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,NOTHING,3,0,26.446392447741065,32.0,19,0.91875,28,,38.0,,0.390625,1.0,,,,,
5,0,471537175,6,7175,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,5,0,26.446392447741065,-64.0,-45,0.4,0,0.0,32.0,0.2222222222222222,0.5,1.0,0.91875,,,13.0,1.0
7,0,471537175,8,7175,Absent,14,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,24,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,7,0,26.446392447741065,30.0,-21,0.95,14,0.0,44.0,0.37254901960784315,0.5625,0.023714766002371646,0.4,0.0,0.2222222222222222,0.0,1.0
10,0,471537175,11,7175,Absent,33,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,19,13,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,ALL,10,0,26.446392447741065,26.446392447741065,-2,0.91875,25,0.18181818181818182,44.0,0.19073083778966132,0.484375,0.006737946999085467,0.95,0.0,0.37254901960784315,8.0,0.023714766002371646
11,0,471537175,12,7175,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,NOTHING,11,0,26.446392447741065,32.0,-2,0.8,64,0.390625,64.0,0.390625,0.5,1.0,0.91875,0.18181818181818182,0.19073083778966132,13.0,0.006737946999085467
13,0,471537175,14,7175,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,13,0,26.446392447741065,-69.5,-71,0.36875,0,0.0,14.0,0.1794871794871795,0.21875,1.0,0.8,0.390625,0.390625,32.0,1.0
16,0,471537175,17,7175,Absent,40,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,NOTHING,16,0,26.446392447741065,22.0,-53,0.9125,28,0.0,46.0,0.1794871794871795,0.5,0.005034190088132767,0.36875,0.0,0.1794871794871795,0.0,1.0
19,0,471537175,20,7175,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,19,0,26.446392447741065,-64.0,-117,0.4,0,0.0,36.0,0.36,0.5625,1.0,0.9125,0.0,0.1794871794871795,14.0,0.005034190088132767
21,0,471537175,22,7175,Absent,22,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,UP,21,0,26.446392447741065,26.446392447741065,-91,0.9625,18,0.0,25.0,0.16666666666666666,0.296875,0.01436959609043909,0.4,0.0,0.36,0.0,1.0
22,0,471537175,23,7175,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,IN,22,0,26.446392447741065,6.0,-91,0.8,32,0.21951219512195122,32.0,0.03530166880616176,0.0,1.0,0.9625,0.0,0.16666666666666666,6.0,0.01436959609043909
