level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
1,0,6936719377,2,193774,Absent,27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,1,0,26.23076923076923,-18.0,21,0.93125,18,,45.0,,0.53125,0.01436959609043909,,,,,
4,0,6936719377,5,193774,Absent,57,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,13,19,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,NOTHING,4,0,26.23076923076923,26.23076923076923,34,0.88125,40,0.2608695652173913,53.0,0.22849213691026826,0.53125,0.007454186295369829,0.93125,,,11.0,0.01436959609043909
5,0,6936719377,6,193774,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,5,0,26.23076923076923,-4.0,30,0.775,0,0.0,36.0,0.36,0.5625,1.0,0.88125,0.2608695652173913,0.22849213691026826,19.0,0.007454186295369829
9,0,6936719377,10,193774,Absent,41,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,24,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,OUT,9,0,26.23076923076923,26.23076923076923,54,0.95,30,0.0,39.0,0.17777777777777778,0.484375,0.007454186295369829,0.775,0.0,0.36,0.0,1.0
10,0,6936719377,11,193774,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,23,9,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,RS,10,0,26.23076923076923,31.0,77,0.94375,28,0.4146341463414634,36.0,0.5853658536585367,0.421875,1.0,0.95,0.0,0.17777777777777778,8.0,0.007454186295369829
12,0,6936719377,13,193774,Absent,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,12,0,26.23076923076923,-20.25,57,0.675,11,0.14705882352941177,19.0,0.06372549019607844,0.28125,0.03627506129959581,0.94375,0.4146341463414634,0.5853658536585367,9.0,1.0
17,0,6936719377,18,193774,Absent,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,17,0,26.23076923076923,26.23076923076923,88,0.99375,2,0.0,36.0,0.2222222222222222,0.546875,0.2431167344342142,0.675,0.14705882352941177,0.06372549019607844,1.0,0.03627506129959581
18,0,6936719377,19,193774,Absent,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,18,0,26.23076923076923,26.23076923076923,119,0.99375,2,1.0,36.0,0.6274509803921569,0.546875,0.2431167344342142,0.99375,0.0,0.2222222222222222,1.0,0.2431167344342142
19,0,6936719377,20,193774,Absent,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,19,0,26.23076923076923,26.23076923076923,145,0.9625,11,0.0,40.0,1.0,0.53125,0.03627506129959581,0.99375,1.0,0.6274509803921569,1.0,0.2431167344342142
20,0,6936719377,21,193774,Absent,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,20,0,26.23076923076923,28.5,171,0.9625,11,1.0,37.0,0.7115384615384616,0.484375,0.03627506129959581,0.9625,0.0,1.0,6.0,0.03627506129959581
