level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,0,899896084,1,6084,Absent,44,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,27,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,ALL,0,0,25.415730337078653,25.415730337078653,27,0.96875,31,,40.0,,0.546875,0.005537830714382473,,,,,
1,0,899896084,2,6084,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,NOTHING,1,0,25.415730337078653,3.0,27,0.8,64,0.484375,64.0,0.2065972222222222,0.5,1.0,0.96875,,,5.0,0.005537830714382473
7,0,899896084,8,6084,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,7,0,25.415730337078653,25.415730337078653,59,1.0,0,0.0,30.0,0.21568627450980393,0.46875,1.0,0.8,0.484375,0.2065972222222222,32.0,1.0
8,0,899896084,9,6084,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,8,0,25.415730337078653,-64.0,-5,0.4,0,1.0,30.0,0.0,0.46875,1.0,1.0,0.0,0.21568627450980393,0.0,1.0
10,0,899896084,11,6084,Absent,56,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,10,0,25.415730337078653,25.415730337078653,17,0.9375,37,0.0,50.0,0.15217391304347827,0.625,0.005537830714382473,0.4,1.0,0.0,0.0,1.0
11,0,899896084,12,6084,Absent,56,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,11,0,25.415730337078653,21.0,39,0.9375,37,1.0,50.0,0.0,0.625,0.005537830714382473,0.9375,0.0,0.15217391304347827,10.0,0.005537830714382473
13,0,899896084,14,6084,Absent,55,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,13,0,25.415730337078653,25.415730337078653,65,0.9625,36,0.37735849056603776,38.0,0.34402515723270444,0.5,0.005034190088132767,0.9375,1.0,0.0,10.0,0.005537830714382473
14,0,899896084,15,6084,Absent,55,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,14,0,25.415730337078653,25.415730337078653,80,0.89375,36,1.0,51.0,0.9473684210526316,0.53125,0.005034190088132767,0.9625,0.37735849056603776,0.34402515723270444,6.0,0.005034190088132767
15,0,899896084,16,6084,Absent,44,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RIGHT,15,0,25.415730337078653,32.0,98,0.9125,32,0.3877551020408163,50.0,0.3877551020408163,0.5625,0.005034190088132767,0.89375,1.0,0.9473684210526316,17.0,0.005034190088132767
17,0,899896084,18,6084,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,DOWN,17,0,25.415730337078653,32.0,98,0.8,32,0.391304347826087,64.0,0.10869565217391303,0.5,1.0,0.9125,0.3877551020408163,0.3877551020408163,14.0,0.005034190088132767
