level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,0,7506730435,1,304354,Absent,55,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,18,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,0,0,29.814814814814813,-8.0,18,0.9125,40,,46.0,,0.5,0.007454186295369829,,,,,
4,0,7506730435,5,304354,Absent,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,ALL,4,0,29.814814814814813,29.814814814814813,45,0.96875,5,0.125,64.0,0.1875,0.921875,0.10687792566038574,0.9125,,,14.0,0.007454186295369829
5,0,7506730435,6,304354,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,5,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,RS,5,0,29.814814814814813,32.0,72,0.96875,64,0.078125,64.0,0.0,0.921875,1.0,0.96875,0.125,0.1875,5.0,0.10687792566038574
7,0,7506730435,8,304354,Absent,56,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,LEFT,7,0,29.814814814814813,29.814814814814813,94,0.9375,41,0.640625,47.0,0.590625,0.578125,0.008264124158046258,0.96875,0.078125,0.0,5.0,1.0
8,0,7506730435,9,304354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,LEFT,RS,8,0,29.814814814814813,13.0,118,0.95,32,0.37735849056603776,40.0,0.6226415094339622,0.5,1.0,0.9375,0.640625,0.590625,10.0,0.008264124158046258
10,0,7506730435,11,304354,Absent,60,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,LEFT,10,0,29.814814814814813,29.814814814814813,133,0.89375,41,0.43137254901960786,50.0,0.19607843137254904,0.515625,0.008264124158046258,0.95,0.37735849056603776,0.6226415094339622,8.0,1.0
11,0,7506730435,12,304354,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,LEFT,NOTHING,11,0,29.814814814814813,-64.0,69,0.4,32,0.43137254901960786,32.0,0.43137254901960786,0.5,1.0,0.89375,0.43137254901960786,0.19607843137254904,17.0,0.008264124158046258
13,0,7506730435,14,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,13,0,29.814814814814813,-18.0,51,0.6875,0,0.0,36.0,0.0,0.5625,1.0,0.4,0.43137254901960786,0.43137254901960786,0.0,1.0
16,0,7506730435,17,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,16,0,29.814814814814813,29.814814814814813,83,1.0,0,1.0,36.0,0.6415094339622642,0.5625,1.0,0.6875,0.0,0.0,0.0,1.0
17,0,7506730435,18,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,17,0,29.814814814814813,-16.0,67,0.7,0,1.0,36.0,0.0,0.5625,1.0,1.0,1.0,0.6415094339622642,0.0,1.0
20,0,7506730435,21,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,20,0,29.814814814814813,29.814814814814813,99,1.0,0,1.0,38.0,0.6296296296296297,0.59375,1.0,0.7,1.0,0.0,0.0,1.0
21,0,7506730435,22,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,21,0,29.814814814814813,29.814814814814813,131,1.0,0,1.0,34.0,0.6415094339622642,0.53125,1.0,1.0,1.0,0.6296296296296297,0.0,1.0
22,0,7506730435,23,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,22,0,29.814814814814813,29.814814814814813,163,1.0,0,1.0,12.0,0.85,0.1875,1.0,1.0,1.0,0.6415094339622642,0.0,1.0
23,0,7506730435,24,304354,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,ALL,23,0,29.814814814814813,-64.0,99,0.4,0,1.0,12.0,0.0,0.1875,1.0,1.0,1.0,0.85,0.0,1.0
25,0,7506730435,26,304354,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,ALL,25,0,29.814814814814813,32.0,131,1.0,64,0.0,64.0,0.0,1.0,1.0,0.4,1.0,0.0,0.0,1.0
27,0,7506730435,28,304354,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,ALL,27,0,29.814814814814813,32.0,163,1.0,64,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
