level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,0,248082885,1,2480,Absent,36,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,IN,0,0,26.19600333055787,26.19600333055787,24,0.95,27,,40.0,,0.5,0.005537830714382473,,,,,
1,0,248082885,2,2480,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,IN,OUT,1,0,26.19600333055787,26.19600333055787,47,0.94375,36,0.26,48.0,0.74,0.609375,1.0,0.95,,,8.0,0.005537830714382473
2,0,248082885,3,2480,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,RS,2,0,26.19600333055787,-34.666666666666664,65,0.9125,28,0.0,46.0,0.17777777777777778,0.5,1.0,0.94375,0.26,0.74,9.0,1.0
6,0,248082885,7,2480,Absent,54,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,11,21,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,DOWN,6,0,26.19600333055787,26.19600333055787,76,0.86875,36,0.30612244897959184,47.0,0.6938775510204082,0.40625,0.0061027272741740034,0.9125,0.0,0.17777777777777778,14.0,1.0
7,0,248082885,8,2480,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,UP,7,0,26.19600333055787,5.25,90,0.8875,32,0.36,50.0,0.0,0.5,1.0,0.86875,0.30612244897959184,0.6938775510204082,21.0,0.0061027272741740034
12,0,248082885,13,2480,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,RS,12,0,26.19600333055787,-11.714285714285714,79,0.73125,32,0.0,32.0,0.0,0.5,1.0,0.8875,0.36,0.0,18.0,1.0
20,0,248082885,21,2480,Absent,36,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,24,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,OUT,20,0,26.19600333055787,26.19600333055787,103,0.95,28,0.36363636363636365,44.0,0.36363636363636365,0.5625,0.005034190088132767,0.73125,0.0,0.0,0.0,1.0
21,0,248082885,22,2480,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,RS,21,0,26.19600333055787,-81.0,125,0.9375,28,0.3023255813953488,42.0,0.6976744186046512,0.5,1.0,0.95,0.36363636363636365,0.36363636363636365,8.0,0.005034190088132767
23,0,248082885,24,2480,Absent,61,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,23,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,23,0,26.19600333055787,21.0,148,0.94375,38,0.3469387755102041,45.0,0.13481756338899195,0.5625,0.0061027272741740034,0.9375,0.3023255813953488,0.6976744186046512,10.0,1.0
25,0,248082885,26,2480,Absent,58,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,UP,25,0,26.19600333055787,31.0,166,0.9125,42,0.45454545454545453,56.0,0.2966507177033493,0.65625,0.009182867495108389,0.94375,0.3469387755102041,0.13481756338899195,9.0,0.0061027272741740034
