level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
3,0,3241793606,4,93606,Absent,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,3,0,24.069444444444443,24.069444444444443,25,0.95625,12,,32.0,,0.390625,0.03130111324493289,,,,,
4,0,3241793606,5,93606,Absent,47,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4,0,24.069444444444443,-25.5,40,0.89375,36,0.14285714285714285,51.0,0.014005602240896364,0.53125,0.007454186295369829,0.95625,,,7.0,0.03130111324493289
7,0,3241793606,8,93606,Absent,40,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,7,0,24.069444444444443,24.069444444444443,61,0.93125,31,0.34,45.0,0.044545454545454555,0.53125,0.003819008813913635,0.89375,0.14285714285714285,0.014005602240896364,17.0,0.007454186295369829
8,0,3241793606,9,93606,Absent,40,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,8,0,24.069444444444443,24.069444444444443,82,0.93125,31,1.0,45.0,0.0,0.53125,0.003819008813913635,0.93125,0.34,0.044545454545454555,11.0,0.003819008813913635
9,0,3241793606,10,93606,Absent,40,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,13,19,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,9,0,24.069444444444443,28.0,95,0.88125,31,1.0,51.0,0.7450980392156863,0.5,0.003819008813913635,0.93125,1.0,0.0,11.0,0.003819008813913635
11,0,3241793606,12,93606,Absent,40,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,11,0,24.069444444444443,24.069444444444443,110,0.89375,31,1.0,50.0,0.5849056603773585,0.515625,0.003819008813913635,0.88125,1.0,0.7450980392156863,19.0,0.003819008813913635
12,0,3241793606,13,93606,Absent,49,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,13,19,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,12,0,24.069444444444443,24.069444444444443,123,0.88125,38,0.40816326530612246,48.0,0.05399659863945577,0.453125,0.0061027272741740034,0.89375,1.0,0.5849056603773585,17.0,0.003819008813913635
13,0,3241793606,14,93606,Absent,49,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,-6,38,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,UP,13,0,24.069444444444443,24.069444444444443,117,0.7625,38,1.0,64.0,0.546875,0.40625,0.0061027272741740034,0.88125,0.40816326530612246,0.05399659863945577,19.0,0.0061027272741740034
14,0,3241793606,15,93606,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,UP,14,0,24.069444444444443,24.069444444444443,149,1.0,32,0.4583333333333333,32.0,0.4583333333333333,0.5,1.0,0.7625,1.0,0.546875,38.0,0.0061027272741740034
15,0,3241793606,16,93606,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,UP,15,0,24.069444444444443,32.0,181,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.4583333333333333,0.4583333333333333,0.0,1.0
