"par","value","feval","restarts","convergence","message"
0.0634553008620621,602.056968873973,504,0,0,"Successful convergence"
0.0360047989467242,602.056968873973,504,0,0,"Successful convergence"
0.00759151299912045,602.056968873973,504,0,0,"Successful convergence"
0.00136197529977488,602.056968873973,504,0,0,"Successful convergence"
18.8401821927206,602.056968873973,504,0,0,"Successful convergence"
299.343291192091,602.056968873973,504,0,0,"Successful convergence"
31.9987509801643,602.056968873973,504,0,0,"Successful convergence"
1.19640619875599,602.056968873973,504,0,0,"Successful convergence"
999.495525998816,602.056968873973,504,0,0,"Successful convergence"
0.999999951364051,602.056968873973,504,0,0,"Successful convergence"
