"par","value","feval","restarts","convergence","message"
0.000836914929251702,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
0.0466711364747774,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
0.0668606648706271,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
0.103996326219772,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
599.999984709286,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
999.649589487223,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
15.3444158385063,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
0.00263639305936314,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
999.003921988879,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
0.999999999990864,1655.59668795755,1520,3,2,"Stagnation in Nelder-Mead"
