"par","value","feval","restarts","convergence","message"
0.0747483250696714,483.839975084142,1311,2,0,"Successful convergence"
0.0935269063442831,483.839975084142,1311,2,0,"Successful convergence"
0.0531582694785021,483.839975084142,1311,2,0,"Successful convergence"
0.0528801272119402,483.839975084142,1311,2,0,"Successful convergence"
999.999458345901,483.839975084142,1311,2,0,"Successful convergence"
999.869021107652,483.839975084142,1311,2,0,"Successful convergence"
18.8713395737601,483.839975084142,1311,2,0,"Successful convergence"
87.6123111135451,483.839975084142,1311,2,0,"Successful convergence"
999.999998378355,483.839975084142,1311,2,0,"Successful convergence"
0.856554194764506,483.839975084142,1311,2,0,"Successful convergence"
