"par","value","feval","restarts","convergence","message"
0.0705041193589568,10000,11,0,0,"Successful convergence"
0.0689179498516023,10000,11,0,0,"Successful convergence"
0.0193436292931437,10000,11,0,0,"Successful convergence"
0.0320147760864347,10000,11,0,0,"Successful convergence"
709.293961292133,10000,11,0,0,"Successful convergence"
999.327045955695,10000,11,0,0,"Successful convergence"
19.4261748120189,10000,11,0,0,"Successful convergence"
234.866070793942,10000,11,0,0,"Successful convergence"
999.685407987563,10000,11,0,0,"Successful convergence"
0.908962643938139,10000,11,0,0,"Successful convergence"
