"par","value","feval","restarts","convergence","message"
0.0876260907389224,10000,11,0,0,"Successful convergence"
0.0955431127734482,10000,11,0,0,"Successful convergence"
0.077598432675004,10000,11,0,0,"Successful convergence"
0.0650404110644013,10000,11,0,0,"Successful convergence"
505.96130322665,10000,11,0,0,"Successful convergence"
999.660261846613,10000,11,0,0,"Successful convergence"
12.491315305233,10000,11,0,0,"Successful convergence"
5.78922871500254,10000,11,0,0,"Successful convergence"
999.115443073213,10000,11,0,0,"Successful convergence"
0.251583218574524,10000,11,0,0,"Successful convergence"
