"par","value","feval","restarts","convergence","message"
0.0596426945272833,10000,11,0,0,"Successful convergence"
0.0444346635136753,10000,11,0,0,"Successful convergence"
0.0515248534362763,10000,11,0,0,"Successful convergence"
0.0153292268514633,10000,11,0,0,"Successful convergence"
310.324204852805,10000,11,0,0,"Successful convergence"
999.872172669275,10000,11,0,0,"Successful convergence"
1.13886482268572,10000,11,0,0,"Successful convergence"
661.466911900789,10000,11,0,0,"Successful convergence"
999.115209828364,10000,11,0,0,"Successful convergence"
0.185172392288223,10000,11,0,0,"Successful convergence"
