"par","value","feval","restarts","convergence","message"
0.119932347922403,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
0.0108491912352225,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
0.118123338529303,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
0.119215095078042,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
135.627398332931,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
999.050613444494,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
18.0018930742517,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
15.355444363465,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
999.495599065061,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
0.512858655004169,978.476681046793,790,3,2,"Stagnation in Nelder-Mead"
