"par","value","feval","restarts","convergence","message"
0.118840088881552,10000,11,0,0,"Successful convergence"
0.00218363941647112,10000,11,0,0,"Successful convergence"
0.11411514384672,10000,11,0,0,"Successful convergence"
0.088922132877633,10000,11,0,0,"Successful convergence"
526.532259816304,10000,11,0,0,"Successful convergence"
999.1305176483,10000,11,0,0,"Successful convergence"
4.1617396324873,10000,11,0,0,"Successful convergence"
479.611019138247,10000,11,0,0,"Successful convergence"
999.911870104959,10000,11,0,0,"Successful convergence"
0.882399013033137,10000,11,0,0,"Successful convergence"
