index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2
2.0,624315581,3,6243,Absent,36.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,70.0,0.8875,8.0,IN,2,0,14.0,28.0,36,,50,,0.5,,,,,,RS,RS
3.0,624315581,4,6243,Absent,28.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,28.0,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,98.0,0.975,18.0,RS,3,0,28.0,-21.0,22,0.28888888888888886,36,0.03888888888888886,0.5,14.0,0.8875,,,IN,RS,RS
5.0,624315581,5,6243,Absent,10.0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,-21.0,20,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,45.0,1.0,2.0,RS,4,0,-21.0,-21.0,35,0.2391304347826087,48,0.08003952569169961,0.4375,28.0,0.975,0.28888888888888886,0.03888888888888886,RS,RS,RS
6.0,624315581,7,6243,Absent,25.0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,32.0,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,88.0,1.0,10.0,RS,7,0,32.0,32.0,22,0.1875,22,0.1875,0.34375,-21.0,1.0,0.2391304347826087,0.08003952569169961,RS,RS,IN
7.0,624315581,8,6243,Absent,29.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,120.0,1.0,0.0,RS,8,0,32.0,32.0,25,0.20512820512820512,25,0.7948717948717949,0.390625,32.0,1.0,0.1875,0.1875,RS,IN,IN
8.0,624315581,9,6243,Absent,19.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,152.0,1.0,0.0,IN,9,0,32.0,32.0,36,0.2978723404255319,36,0.7021276595744681,0.5625,32.0,1.0,0.20512820512820512,0.7948717948717949,RS,IN,IN
9.0,624315581,10,6243,Absent,36.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,184.0,1.0,0.0,IN,11,0,32.0,32.0,36,1.0,36,0.0,0.5625,32.0,1.0,0.2978723404255319,0.7021276595744681,IN,IN,RS
10.0,624315581,11,6243,Absent,36.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-16.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Present,216.0,1.0,0.0,IN,12,0,32.0,-16.0,36,1.0,36,0.0,0.5625,32.0,1.0,1.0,0.0,IN,RS,RS
12.0,624315581,12,6243,Absent,20.0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,-16.0,18,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,168.0,1.0,0.0,RS,13,0,-16.0,-16.0,33,0.35294117647058826,52,0.35294117647058826,0.53125,-16.0,1.0,1.0,0.0,IN,RS,RS
13.0,624315581,14,6243,Absent,25.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,24.0,8,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,207.0,0.95,1.0,RS,16,0,24.0,29.0,21,0.17391304347826086,28,0.035389282103134495,0.3125,-16.0,1.0,0.35294117647058826,0.35294117647058826,RS,RS,ALL
14.0,624315581,15,6243,Absent,27.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,29.0,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,236.0,1.0,8.0,RS,17,0,29.0,29.0,28,0.2564102564102564,47,0.09851551956815113,0.578125,24.0,0.95,0.17391304347826086,0.035389282103134495,RS,ALL,ALL
15.0,624315581,16,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,268.0,1.0,3.0,ALL,19,0,32.0,32.0,64,0.4375,64,0.4375,1.0,29.0,1.0,0.2564102564102564,0.09851551956815113,RS,ALL,ALL
16.0,624315581,17,6243,Absent,17.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,300.0,1.0,0.0,ALL,20,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,0.4375,0.4375,ALL,ALL,ALL
17.0,624315581,18,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,332.0,1.0,0.0,ALL,22,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
18.0,624315581,19,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,364.0,1.0,0.0,ALL,23,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
19.0,624315581,20,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,396.0,1.0,0.0,ALL,24,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
20.0,624315581,21,6243,Absent,22.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,428.0,1.0,0.0,ALL,25,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
21.0,624315581,22,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,460.0,1.0,0.0,ALL,27,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
22.0,624315581,23,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,492.0,1.0,0.0,ALL,28,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
23.0,624315581,24,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,524.0,1.0,0.0,ALL,29,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
24.0,624315581,25,6243,Absent,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,556.0,1.0,0.0,ALL,30,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
25.0,624315581,26,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,588.0,1.0,0.0,ALL,32,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
26.0,624315581,27,6243,Absent,6.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,620.0,1.0,0.0,ALL,33,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
27.0,624315581,28,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,652.0,1.0,0.0,ALL,35,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
28.0,624315581,29,6243,Absent,29.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,684.0,1.0,0.0,ALL,36,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
29.0,624315581,30,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,716.0,1.0,0.0,ALL,38,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
30.0,624315581,31,6243,Absent,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,748.0,1.0,0.0,ALL,39,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
31.0,624315581,32,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,780.0,1.0,0.0,ALL,41,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
32.0,624315581,33,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,812.0,1.0,0.0,ALL,42,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
33.0,624315581,34,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,844.0,1.0,0.0,ALL,43,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
34.0,624315581,35,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,876.0,1.0,0.0,ALL,44,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
35.0,624315581,36,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,908.0,1.0,0.0,ALL,45,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
36.0,624315581,37,6243,Absent,56.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,940.0,1.0,0.0,ALL,46,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
37.0,624315581,38,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,972.0,1.0,0.0,ALL,48,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
38.0,624315581,39,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,1004.0,1.0,0.0,ALL,49,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL
40.0,624315581,40,6243,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,1068.0,1.0,0.0,ALL,50,0,32.0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,RS
42.0,624315581,43,6243,Absent,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.0,0,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,1132.0,1.0,0.0,ALL,54,0,32.0,13.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,RS,RS
45.0,624315581,44,6243,Absent,23.0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,13.0,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,1190.0,1.0,0.0,RS,55,0,13.0,13.0,32,0.5,51,0.5,0.546875,13.0,1.0,1.0,0.0,ALL,RS,RS
48.0,624315581,49,6243,Absent,25.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,20.0,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1214.0,0.925,2.0,RS,61,0,20.0,-1.0,21,0.2619047619047619,45,0.10347985347985345,0.515625,13.0,1.0,0.5,0.5,RS,RS,RS
49.0,624315581,50,6243,Absent,45.0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,-1.0,33,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1213.0,0.79375,12.0,RS,62,0,-1.0,19.0,33,0.2,64,0.3625,0.484375,20.0,0.925,0.2619047619047619,0.10347985347985345,RS,RS,RIGHT
50.0,624315581,51,6243,Absent,34.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,19.0,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1232.0,0.91875,33.0,RS,63,0,19.0,14.0,25,0.23404255319148937,44,0.26595744680851063,0.484375,-1.0,0.79375,0.2,0.3625,RS,RIGHT,RS
51.0,624315581,52,6243,Absent,32.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,1246.0,0.8875,13.0,RIGHT,64,0,14.0,31.0,32,0.3902439024390244,50,0.030243902439024417,0.5,19.0,0.91875,0.23404255319148937,0.26595744680851063,RS,RS,RS
52.0,624315581,53,6243,Absent,16.0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,31.0,18,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,1277.0,1.0,18.0,RS,65,0,31.0,31.0,36,0.3333333333333333,50,0.0,0.5,14.0,0.8875,0.3902439024390244,0.030243902439024417,RIGHT,RS,RS
53.0,624315581,54,6243,Absent,24.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,28.0,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,1305.0,0.975,1.0,RS,67,0,28.0,-76.0,22,0.3488372093023256,28,0.14883720930232558,0.375,31.0,1.0,0.3333333333333333,0.0,RS,RS,RS
54.0,624315581,55,6243,Absent,32.0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,-76.0,18,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1229.0,1.0,4.0,RS,68,0,-76.0,-76.0,32,0.2857142857142857,43,0.17142857142857143,0.390625,28.0,0.975,0.3488372093023256,0.14883720930232558,RS,RS,LEFT
55.0,624315581,56,6243,Absent,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,23.0,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1252.0,0.94375,12.0,RS,70,0,23.0,14.0,18,0.28205128205128205,41,0.037153322867608585,0.5,-76.0,1.0,0.2857142857142857,0.17142857142857143,RS,LEFT,RS
56.0,624315581,57,6243,Absent,32.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,1266.0,0.8875,9.0,LEFT,71,0,14.0,-8.0,32,0.28205128205128205,50,0.022792022792022804,0.5,23.0,0.94375,0.28205128205128205,0.037153322867608585,RS,RS,
58.0,624315581,58,6243,Absent,24.0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,-8.0,20,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,1215.0,1.0,14.0,RS,72,0,-8.0,-8.0,34,0.3469387755102041,51,0.004913076341647782,0.484375,14.0,0.8875,0.28205128205128205,0.022792022792022804,LEFT,,
62.0,624315581,3,155815,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,70.0,0.8875,8.0,UP,78,0,14.0,28.0,32,,50,,0.5,,,,,,RS,RS
63.0,624315581,4,155815,Absent,20.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,28.0,4,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,98.0,0.975,18.0,RS,79,0,28.0,-21.0,18,0.25,36,0.03888888888888886,0.5,14.0,0.8875,,,UP,RS,NOTHING
65.0,624315581,5,155815,Absent,30.0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,-21.0,20,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,45.0,1.0,2.0,RS,80,0,-21.0,-21.0,33,0.1590909090909091,48,0.08003952569169961,0.4375,28.0,0.975,0.25,0.03888888888888886,RS,NOTHING,NOTHING
