level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1
928,1830,10103809,16,101015,Absent,45,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,15,17,Unicorn_Absent,-1,-1.0,0,31,0.89375,33.0,0.36363636363636365,47.0,0.25946969696969696,0.46875,RS,0.17389813739634405,0.975,0.34615384615384615,0.8857142857142857,4,0.20444612479589325
930,1836,10103809,19,101015,Absent,18,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,0,9,0.95,17.0,0.19047619047619047,41.0,0.25946969696969696,0.515625,RS,0.27044955581396063,0.89375,0.36363636363636365,0.25946969696969696,17,0.17389813739634405
932,1840,10103809,21,101015,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,6,47,0.9,32.0,0.225,48.0,0.11916264090177134,0.5,RIGHT,0.17389813739634405,0.95,0.19047619047619047,0.25946969696969696,8,0.27044955581396063
934,1842,10103809,22,101015,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1.0,1,68,0.93125,64.0,0.5,64.0,0.11916264090177134,0.828125,ALL,0.0924417853680727,0.9,0.225,0.11916264090177134,16,0.17389813739634405
936,1844,10103809,23,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,99,0.99375,29.0,0.453125,31.0,0.446546052631579,0.46875,RS,0.18818508442027443,0.93125,0.5,0.11916264090177134,11,0.0924417853680727
938,1846,10103809,24,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,130,0.99375,29.0,1.0,31.0,0.446546052631579,0.46875,RS,0.18818508442027443,0.99375,0.453125,0.446546052631579,1,0.18818508442027443
940,1852,10103809,27,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,223,0.99375,29.0,1.0,31.0,0.671875,0.46875,RS,0.18818508442027443,0.99375,1.0,0.446546052631579,1,0.18818508442027443
942,1854,10103809,28,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,254,0.99375,29.0,1.0,31.0,0.671875,0.46875,RS,0.18818508442027443,0.99375,1.0,0.671875,1,0.18818508442027443
944,1856,10103809,29,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,285,0.99375,29.0,1.0,31.0,0.6538461538461539,0.46875,RS,0.18818508442027443,0.99375,1.0,0.671875,1,0.18818508442027443
946,1858,10103809,30,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,316,0.99375,29.0,1.0,31.0,0.6538461538461539,0.46875,RS,0.18818508442027443,0.99375,1.0,0.6538461538461539,1,0.18818508442027443
948,1862,10103809,32,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,378,0.99375,29.0,1.0,31.0,0.3048128342245989,0.46875,RS,0.18818508442027443,0.99375,1.0,0.6538461538461539,1,0.18818508442027443
950,1864,10103809,33,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,409,0.99375,29.0,1.0,31.0,0.3048128342245989,0.46875,RS,0.18818508442027443,0.99375,1.0,0.3048128342245989,1,0.18818508442027443
952,1866,10103809,34,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,440,0.99375,29.0,1.0,31.0,0.20952380952380956,0.46875,RS,0.18818508442027443,0.99375,1.0,0.3048128342245989,1,0.18818508442027443
954,1870,10103809,36,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,502,0.99375,29.0,1.0,31.0,0.20952380952380956,0.46875,RS,0.18818508442027443,0.99375,1.0,0.20952380952380956,1,0.18818508442027443
956,1872,10103809,37,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,533,0.99375,29.0,1.0,31.0,0.10833333333333331,0.46875,RS,0.18818508442027443,0.99375,1.0,0.20952380952380956,1,0.18818508442027443
958,1874,10103809,38,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,564,0.99375,29.0,1.0,31.0,0.10833333333333331,0.46875,RS,0.18818508442027443,0.99375,1.0,0.10833333333333331,1,0.18818508442027443
960,1876,10103809,39,101015,Absent,44,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,31,1,Unicorn_Absent,-1,-1.0,0,595,0.99375,29.0,1.0,31.0,0.33783783783783783,0.46875,RS,0.18818508442027443,0.99375,1.0,0.10833333333333331,1,0.18818508442027443
962,1884,10103809,43,101015,Absent,38,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,626,1.0,28.0,0.2127659574468085,28.0,0.33783783783783783,0.4375,RS,0.19878142154087985,0.99375,1.0,0.33783783783783783,1,0.18818508442027443
964,1892,10103809,47,101015,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,577,0.6,64.0,0.4375,64.0,0.3762019230769231,0.0,ALL,0.0924417853680727,1.0,0.2127659574468085,0.33783783783783783,0,0.19878142154087985
966,1896,10103809,49,101015,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1.0,3,632,0.9625,32.0,0.5,38.0,0.3762019230769231,0.5,DOWN,0.17389813739634405,0.6,0.4375,0.3762019230769231,64,0.0924417853680727
968,1898,10103809,50,101015,Absent,56,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,14,18,Unicorn_Absent,-1,-1.0,0,646,0.8875,37.0,0.38,52.0,0.0,0.53125,RS,0.1535852641307536,0.9625,0.5,0.3762019230769231,6,0.17389813739634405
970,1900,10103809,51,101015,Absent,53,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,18,14,Unicorn_Absent,-1,-1.0,0,664,0.9125,33.0,0.34615384615384615,45.0,0.0,0.484375,RS,0.16951329224194475,0.8875,0.38,0.0,18,0.1535852641307536
972,1910,10103809,56,101015,Absent,56,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,32,0,Unicorn_Absent,-1,-1.0,0,676,1.0,38.0,0.42,38.0,0.0,0.59375,RS,0.1612452535498154,0.9125,0.34615384615384615,0.0,14,0.16951329224194475
974,1912,10103809,57,101015,Absent,56,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,32,0,Unicorn_Absent,-1,-1.0,0,708,1.0,38.0,1.0,38.0,0.0,0.59375,RS,0.1612452535498154,1.0,0.42,0.0,0,0.1612452535498154
976,1918,10103809,60,101015,Absent,33,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,600,1.0,31.0,0.4375,31.0,0.0,0.484375,RS,0.17846392590418705,1.0,1.0,0.0,0,0.1612452535498154
909,1801,10103809,1,380925,Absent,21,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,31,1,Unicorn_Absent,-1,-1.0,9,31,0.99375,19.0,1.0,20.0,0.0,0.296875,RS,0.2614163880174534,,,,,
911,1803,10103809,2,380925,Absent,21,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,31,1,Unicorn_Absent,-1,-1.0,9,62,0.99375,19.0,1.0,20.0,0.0,0.296875,RS,0.2614163880174534,0.99375,1.0,0.0,1,0.2614163880174534
913,1807,10103809,4,380925,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,28,4,Unicorn_Absent,-1,-1.0,6,25,0.975,32.0,0.18604651162790697,36.0,0.0,0.5,RIGHT,0.17389813739634405,0.99375,1.0,0.0,1,0.2614163880174534
915,1811,10103809,6,380925,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,28,4,Unicorn_Absent,-1,-1.0,6,85,0.975,32.0,1.0,35.0,0.0,0.484375,RIGHT,0.17389813739634405,0.975,0.18604651162790697,0.0,4,0.17389813739634405
917,1813,10103809,7,380925,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,6,101,0.9,32.0,1.0,48.0,0.0,0.5,RIGHT,0.17389813739634405,0.975,1.0,0.0,4,0.17389813739634405
919,1819,10103809,10,380925,Absent,52,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,25,7,Unicorn_Absent,-1,-1.0,9,-14,0.95625,35.0,0.3958333333333333,46.0,0.0,0.609375,RS,0.17389813739634405,0.9,1.0,0.0,16,0.17389813739634405
921,1821,10103809,11,380925,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12,20,Unicorn_Absent,-1,-1.0,7,-2,0.875,36.0,0.3148148148148148,53.0,0.0,0.515625,IN,0.15734346296411772,0.95625,0.3958333333333333,0.0,7,0.17389813739634405
923,1825,10103809,13,380925,Absent,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,9,-41,0.95625,7.0,0.13157894736842105,64.0,0.0,0.890625,RS,0.40656965974059917,0.875,0.3148148148148148,0.0,20,0.15734346296411772
925,1827,10103809,14,380925,Absent,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,9,-12,0.98125,5.0,0.0,45.0,0.0,0.65625,RS,0.45215719036181795,0.95625,0.13157894736842105,0.0,7,0.40656965974059917
927,1829,10103809,15,380925,Absent,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,9,16,0.975,5.0,1.0,28.0,0.0,0.375,RS,0.45215719036181795,0.98125,0.0,0.0,3,0.45215719036181795
929,1831,10103809,16,380925,Absent,49,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,15,17,Unicorn_Absent,-1,-1.0,9,31,0.89375,31.0,0.058823529411764705,47.0,0.0,0.46875,RS,0.18322208643830706,0.975,1.0,0.0,4,0.45215719036181795
931,1837,10103809,19,380925,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,5,9,0.95,32.0,0.4,41.0,0.0,0.515625,LEFT,0.18818508442027443,0.89375,0.058823529411764705,0.0,17,0.18322208643830706
933,1841,10103809,21,380925,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,4,47,0.9,32.0,0.3333333333333333,48.0,0.0,0.5,UP,0.18818508442027443,0.95,0.4,0.0,8,0.18818508442027443
935,1843,10103809,22,380925,Absent,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,9,68,0.93125,11.0,0.16216216216216217,64.0,0.0,0.828125,RS,0.3390304398248439,0.9,0.3333333333333333,0.0,16,0.18818508442027443
937,1845,10103809,23,380925,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,99,0.99375,3.0,0.07692307692307693,31.0,0.0,0.46875,RS,0.5112889476777818,0.93125,0.16216216216216217,0.0,11,0.3390304398248439
939,1847,10103809,24,380925,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,130,0.99375,3.0,1.0,31.0,0.0,0.46875,RS,0.5112889476777818,0.99375,0.07692307692307693,0.0,1,0.5112889476777818
941,1853,10103809,27,380925,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,223,0.99375,3.0,1.0,31.0,0.0,0.46875,RS,0.5112889476777818,0.99375,1.0,0.0,1,0.5112889476777818
943,1855,10103809,28,380925,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,254,0.99375,3.0,1.0,31.0,0.0,0.46875,RS,0.5112889476777818,0.99375,1.0,0.0,1,0.5112889476777818
945,1857,10103809,29,380925,Absent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,285,0.99375,3.0,1.0,31.0,0.0,0.46875,RS,0.5112889476777818,0.99375,1.0,0.0,1,0.5112889476777818
