level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
804,1680,11426241,1,114246,Absent,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,27,0.96875,10.0,1.0,46.0,0.0,0.640625,RS,0.35372677547714554,,,,,,20,0.5
806,1684,11426241,3,114246,Absent,52,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,6,26,Unicorn_Absent,-1,-1.0,0,59,0.8375,38.0,0.14285714285714285,53.0,0.0,0.421875,RS,0.149963012878635,0.96875,1.0,0.0,5,0.35372677547714554,20,0.5
808,1686,11426241,4,114246,Absent,52,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,6,26,Unicorn_Absent,-1,-1.0,0,65,0.8375,38.0,1.0,53.0,0.8571428571428572,0.421875,RS,0.149963012878635,0.8375,0.14285714285714285,0.0,26,0.149963012878635,20,0.5
810,1688,11426241,5,114246,Absent,52,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,-6,38,Unicorn_Absent,-1,-1.0,0,59,0.7625,38.0,1.0,64.0,0.8571428571428572,0.40625,RS,0.149963012878635,0.8375,1.0,0.8571428571428572,26,0.149963012878635,20,0.5
812,1690,11426241,6,114246,Absent,52,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,0,74,0.89375,38.0,1.0,55.0,0.0,0.59375,RS,0.149963012878635,0.7625,1.0,0.8571428571428572,38,0.149963012878635,20,0.5
814,1692,11426241,7,114246,Absent,52,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,15,17,Unicorn_Absent,-1,-1.0,0,89,0.89375,38.0,1.0,55.0,0.0,0.59375,RS,0.149963012878635,0.89375,1.0,0.0,17,0.149963012878635,20,0.5
816,1702,11426241,12,114246,Absent,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,0,111,0.925,23.0,0.24489795918367346,39.0,0.359375,0.421875,RS,0.24484627166971443,0.89375,1.0,0.0,17,0.149963012878635,20,0.5
818,1704,11426241,13,114246,Absent,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,0,131,0.925,23.0,1.0,39.0,0.359375,0.421875,RS,0.24484627166971443,0.925,0.24489795918367346,0.359375,12,0.24484627166971443,20,0.5
820,1708,11426241,15,114246,Absent,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,20,12,Unicorn_Absent,-1,-1.0,0,175,0.925,23.0,1.0,39.0,0.46875,0.421875,RS,0.24484627166971443,0.925,1.0,0.359375,12,0.24484627166971443,20,0.5
822,1710,11426241,16,114246,Absent,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,19,13,Unicorn_Absent,-1,-1.0,0,194,0.91875,23.0,1.0,46.0,0.46875,0.515625,RS,0.24484627166971443,0.925,1.0,0.46875,12,0.24484627166971443,20,0.5
