index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity,Similarity_LAG1
1677,4410340011,58,441030,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,417,1.0,0.0,NOTHING,1677,0,32.0,0,1.0,0,0.0,0.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,,1.0,1.0
1678,4410340011,59,441030,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,,449,1.0,0.0,NOTHING,1678,0,32.0,0,1.0,0,0.0,0.0,32.0,1.0,,0.0,NOTHING,,,1.0,1.0
1686,4447773903,7,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,32,1.0,,NOTHING,1686,0,32.0,0,,25,,0.390625,,,1.0,,,NOTHING,NOTHING,1.0,
1690,4447773903,11,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,64,1.0,0.0,NOTHING,1690,0,32.0,0,1.0,30,0.8043478260869565,0.46875,32.0,1.0,1.0,,NOTHING,NOTHING,NOTHING,1.0,1.0
1695,4447773903,16,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,96,1.0,0.0,NOTHING,1695,0,32.0,0,1.0,25,0.7209302325581395,0.390625,32.0,1.0,1.0,0.8043478260869565,NOTHING,NOTHING,NOTHING,1.0,1.0
1696,4447773903,17,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,128,1.0,0.0,NOTHING,1696,0,32.0,0,1.0,27,0.7317073170731707,0.421875,32.0,1.0,1.0,0.7209302325581395,NOTHING,NOTHING,NOTHING,1.0,1.0
1697,4447773903,18,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,160,1.0,0.0,NOTHING,1697,0,32.0,0,1.0,27,0.7441860465116279,0.421875,32.0,1.0,1.0,0.7317073170731707,NOTHING,NOTHING,NOTHING,1.0,1.0
1698,4447773903,19,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,192,1.0,0.0,NOTHING,1698,0,32.0,0,1.0,24,0.7560975609756098,0.375,32.0,1.0,1.0,0.7441860465116279,NOTHING,NOTHING,NOTHING,1.0,1.0
1711,4447773903,32,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,224,1.0,0.0,NOTHING,1711,0,32.0,0,1.0,32,0.7555555555555555,0.5,32.0,1.0,1.0,0.7560975609756098,NOTHING,NOTHING,NOTHING,1.0,1.0
1712,4447773903,33,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,256,1.0,0.0,NOTHING,1712,0,32.0,0,1.0,32,0.0,0.5,32.0,1.0,1.0,0.7555555555555555,NOTHING,NOTHING,NOTHING,1.0,1.0
1722,4447773903,43,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,288,1.0,0.0,NOTHING,1722,0,32.0,0,1.0,32,0.0,0.5,32.0,1.0,1.0,0.0,NOTHING,NOTHING,,1.0,1.0
1735,4447773903,56,44477,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,,320,1.0,0.0,NOTHING,1735,0,32.0,0,1.0,32,0.0,0.5,32.0,1.0,,0.0,NOTHING,,,1.0,1.0
1746,4447773903,7,739034,Absent,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,32,1.0,,RS,1746,0,32.0,25,,25,,0.390625,,,0.1956521739130435,,,RS,RS,0.390625,
1750,4447773903,11,739034,Absent,41,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,64,1.0,0.0,RS,1750,0,32.0,30,0.1956521739130435,30,0.8043478260869565,0.46875,32.0,1.0,0.27906976744186046,,RS,RS,RS,0.46875,0.390625
1755,4447773903,16,739034,Absent,36,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,96,1.0,0.0,RS,1755,0,32.0,25,0.27906976744186046,25,0.7209302325581395,0.390625,32.0,1.0,0.2682926829268293,0.8043478260869565,RS,RS,RS,0.390625,0.46875
1756,4447773903,17,739034,Absent,32,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,128,1.0,0.0,RS,1756,0,32.0,27,0.2682926829268293,27,0.7317073170731707,0.421875,32.0,1.0,0.2558139534883721,0.7209302325581395,RS,RS,RS,0.421875,0.390625
1757,4447773903,18,739034,Absent,35,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,160,1.0,0.0,RS,1757,0,32.0,27,0.2558139534883721,27,0.7441860465116279,0.421875,32.0,1.0,0.24390243902439024,0.7317073170731707,RS,RS,DOWN,0.421875,0.421875
1758,4447773903,19,739034,Absent,35,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,192,1.0,0.0,RS,1758,0,32.0,24,0.24390243902439024,24,0.7560975609756098,0.375,32.0,1.0,0.24444444444444444,0.7441860465116279,RS,DOWN,DOWN,0.4,0.421875
1771,4447773903,32,739034,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,Unicorn_Absent,224,1.0,0.0,DOWN,1771,0,32.0,32,0.24444444444444444,32,0.7555555555555555,0.5,32.0,1.0,1.0,0.7560975609756098,RS,DOWN,DOWN,1.0,0.4
1772,4447773903,33,739034,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,Unicorn_Absent,256,1.0,0.0,DOWN,1772,0,32.0,32,1.0,32,0.0,0.5,32.0,1.0,1.0,0.7555555555555555,DOWN,DOWN,DOWN,1.0,1.0
1782,4447773903,43,739034,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,Unicorn_Absent,288,1.0,0.0,DOWN,1782,0,32.0,32,1.0,32,0.0,0.5,32.0,1.0,1.0,0.0,DOWN,DOWN,,1.0,1.0
1795,4447773903,56,739034,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,,320,1.0,0.0,DOWN,1795,0,32.0,32,1.0,32,0.0,0.5,32.0,1.0,,0.0,DOWN,,,1.0,1.0
1803,4649410818,4,108184,Absent,38,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,18,14,Unicorn_Absent,-1,-1,9,Unicorn_Absent,18,0.9125,,RS,1803,0,22.0,28,,47,,0.515625,,,0.2857142857142857,,,RS,RS,0.4375,
1809,4649410818,10,108184,Absent,37,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1,9,Unicorn_Absent,41,0.94375,14.0,RS,1809,0,16.0,26,0.2857142857142857,40,0.04126984126984126,0.484375,18.0,0.9125,0.2894736842105263,,RS,RS,RS,0.40625,0.4375
1821,4649410818,22,108184,Absent,26,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,73,1.0,9.0,RS,1821,0,32.0,23,0.2894736842105263,23,0.2894736842105263,0.359375,23.0,0.94375,0.24390243902439024,0.04126984126984126,RS,RS,RS,0.359375,0.40625
1822,4649410818,23,108184,Absent,33,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,105,1.0,0.0,RS,1822,0,32.0,28,0.24390243902439024,28,0.7560975609756098,0.4375,32.0,1.0,0.20588235294117646,0.2894736842105263,RS,RS,ALL,0.4375,0.359375
1823,4649410818,24,108184,Absent,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,Unicorn_Absent,137,1.0,0.0,RS,1823,0,32.0,13,0.20588235294117646,13,0.7941176470588236,0.203125,32.0,1.0,0.203125,0.7560975609756098,RS,ALL,ALL,0.21621621621621623,0.4375
1826,4649410818,27,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,169,1.0,0.0,ALL,1826,0,32.0,64,0.203125,64,0.796875,1.0,32.0,1.0,1.0,0.7941176470588236,RS,ALL,ALL,1.0,0.21621621621621623
1834,4649410818,35,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,201,1.0,0.0,ALL,1834,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.796875,ALL,ALL,ALL,1.0,1.0
1835,4649410818,36,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,233,1.0,0.0,ALL,1835,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL,1.0,1.0
1836,4649410818,37,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,265,1.0,0.0,ALL,1836,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL,1.0,1.0
1837,4649410818,38,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,297,1.0,0.0,ALL,1837,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL,1.0,1.0
1838,4649410818,39,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,329,1.0,0.0,ALL,1838,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL,1.0,1.0
1854,4649410818,55,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,361,1.0,0.0,ALL,1854,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,ALL,1.0,1.0
1855,4649410818,56,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,Unicorn_Absent,393,1.0,0.0,ALL,1855,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,,1.0,1.0
1856,4649410818,57,108184,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,,425,1.0,0.0,ALL,1856,0,32.0,64,1.0,64,0.0,1.0,32.0,1.0,,0.0,ALL,,,1.0,1.0
1863,4649410818,4,464941,Absent,43,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,18,14,Unicorn_Absent,-1,-1,0,Unicorn_Absent,18,0.9125,,RS,1863,0,22.0,33,,47,,0.515625,,,0.24444444444444444,,,RS,NOTHING,0.515625,
1869,4649410818,10,464941,Absent,29,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,23,9,Unicorn_Absent,-1,-1,0,Unicorn_Absent,41,0.94375,14.0,RS,1869,0,16.0,23,0.24444444444444444,40,0.04126984126984126,0.484375,18.0,0.9125,0.0,,RS,NOTHING,NOTHING,0.359375,0.515625
1881,4649410818,22,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,73,1.0,9.0,NOTHING,1881,0,32.0,0,0.0,23,0.2894736842105263,0.359375,23.0,0.94375,1.0,0.04126984126984126,RS,NOTHING,NOTHING,1.0,0.359375
1882,4649410818,23,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,105,1.0,0.0,NOTHING,1882,0,32.0,0,1.0,28,0.7560975609756098,0.4375,32.0,1.0,1.0,0.2894736842105263,NOTHING,NOTHING,NOTHING,1.0,1.0
1883,4649410818,24,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,137,1.0,0.0,NOTHING,1883,0,32.0,0,1.0,13,0.7941176470588236,0.203125,32.0,1.0,1.0,0.7560975609756098,NOTHING,NOTHING,NOTHING,1.0,1.0
1886,4649410818,27,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,169,1.0,0.0,NOTHING,1886,0,32.0,0,1.0,64,0.796875,1.0,32.0,1.0,1.0,0.7941176470588236,NOTHING,NOTHING,NOTHING,1.0,1.0
1894,4649410818,35,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,201,1.0,0.0,NOTHING,1894,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.796875,NOTHING,NOTHING,NOTHING,1.0,1.0
1895,4649410818,36,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,233,1.0,0.0,NOTHING,1895,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0,1.0
1896,4649410818,37,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,265,1.0,0.0,NOTHING,1896,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0,1.0
1897,4649410818,38,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,297,1.0,0.0,NOTHING,1897,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0,1.0
1898,4649410818,39,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,329,1.0,0.0,NOTHING,1898,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0,1.0
1914,4649410818,55,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,361,1.0,0.0,NOTHING,1914,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0,1.0
1915,4649410818,56,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,393,1.0,0.0,NOTHING,1915,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,,1.0,1.0
1916,4649410818,57,464941,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,,425,1.0,0.0,NOTHING,1916,0,32.0,0,1.0,64,0.0,1.0,32.0,1.0,,0.0,NOTHING,,,1.0,1.0
1929,4664768719,10,466473,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,32,1.0,,NOTHING,1929,0,32.0,0,,32,,0.5,,,1.0,,,NOTHING,NOTHING,1.0,
1932,4664768719,13,466473,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,Unicorn_Absent,64,1.0,0.0,NOTHING,1932,0,32.0,0,1.0,32,0.0,0.5,32.0,1.0,1.0,,NOTHING,NOTHING,NOTHING,1.0,1.0
