index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,RegionGo,RegionGo2
2.0,24655781,2,781,Absent,5.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32.0,15,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,62.0,1.0,9.0,RIGHT,1,0,32.0,32.0,32,0.3958333333333333,49,0.02083333333333337,0.53125,,,,,RIGHT,RS
3.0,24655781,4,781,Absent,32.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,95.0,0.90625,0.0,RIGHT,4,0,17.0,17.0,32,1.0,49,0.0,0.53125,32.0,1.0,0.3958333333333333,0.02083333333333337,RS,RS
4.0,24655781,5,781,Absent,43.0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,17.0,15,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,112.0,0.90625,15.0,RS,5,0,17.0,25.0,29,0.2978723404255319,47,0.002127659574468088,0.5,17.0,0.90625,1.0,0.0,RS,RIGHT
6.0,24655781,6,781,Absent,24.0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,25.0,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,150.0,1.0,11.0,RS,6,0,25.0,25.0,32,0.35555555555555557,48,0.01944444444444443,0.484375,17.0,0.90625,0.2978723404255319,0.002127659574468088,RIGHT,UP
7.0,24655781,8,781,Absent,32.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,179.0,0.9125,9.0,RIGHT,9,0,18.0,32.0,32,0.28,49,0.1745454545454545,0.546875,25.0,1.0,0.35555555555555557,0.01944444444444443,UP,UP
8.0,24655781,9,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,211.0,1.0,14.0,UP,10,0,32.0,32.0,32,0.3333333333333333,64,0.047619047619047616,1.0,18.0,0.9125,0.28,0.1745454545454545,UP,UP
9.0,24655781,10,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,243.0,1.0,0.0,UP,11,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,0.3333333333333333,0.047619047619047616,UP,UP
11.0,24655781,11,781,Absent,16.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,307.0,1.0,0.0,UP,12,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
13.0,24655781,14,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,371.0,1.0,0.0,UP,16,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
16.0,24655781,15,781,Absent,14.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,467.0,1.0,0.0,UP,17,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
19.0,24655781,20,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,563.0,1.0,0.0,UP,23,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
20.0,24655781,21,781,Absent,28.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,595.0,1.0,0.0,UP,24,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
21.0,24655781,22,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,627.0,1.0,0.0,UP,26,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
24.0,24655781,23,781,Absent,14.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,723.0,1.0,0.0,UP,27,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
27.0,24655781,28,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,819.0,1.0,0.0,UP,33,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
28.0,24655781,29,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,851.0,1.0,0.0,UP,34,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
29.0,24655781,30,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,883.0,1.0,0.0,UP,35,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
31.0,24655781,31,781,Absent,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,930.0,1.0,1.0,UP,36,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
32.0,24655781,33,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,978.0,1.0,0.0,UP,39,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
33.0,24655781,34,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1010.0,1.0,0.0,UP,40,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
34.0,24655781,35,781,Absent,22.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1042.0,1.0,0.0,UP,41,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
35.0,24655781,36,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1074.0,1.0,0.0,UP,43,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
36.0,24655781,37,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1106.0,1.0,0.0,UP,44,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
37.0,24655781,38,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1138.0,1.0,0.0,UP,45,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
38.0,24655781,39,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1170.0,1.0,0.0,UP,46,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
39.0,24655781,40,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1202.0,1.0,0.0,UP,47,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
40.0,24655781,41,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1234.0,1.0,0.0,UP,48,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
41.0,24655781,42,781,Absent,30.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1266.0,1.0,0.0,UP,49,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
42.0,24655781,43,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1298.0,1.0,0.0,UP,51,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
44.0,24655781,44,781,Absent,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1362.0,1.0,0.0,UP,52,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
46.0,24655781,47,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1426.0,1.0,0.0,UP,56,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
48.0,24655781,48,781,Absent,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1474.0,1.0,0.0,UP,57,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
49.0,24655781,50,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1522.0,1.0,0.0,UP,60,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,UP
52.0,24655781,51,781,Absent,15.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,1602.0,1.0,0.0,UP,61,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,UP,RS
54.0,24655781,55,781,Absent,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,1682.0,1.0,0.0,UP,66,0,32.0,15.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,RS,RS
55.0,24655781,56,781,Absent,51.0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,15.0,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,1697.0,0.89375,0.0,RS,67,0,15.0,30.0,33,0.32653061224489793,48,0.6734693877551021,0.484375,32.0,1.0,1.0,0.0,RS,RS
57.0,24655781,57,781,Absent,8.0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,30.0,24,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1743.0,1.0,9.0,RS,68,0,30.0,30.0,36,0.38,50,0.07833333333333331,0.40625,15.0,0.89375,0.32653061224489793,0.6734693877551021,RS,
58.0,24655781,59,781,Absent,44.0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,1771.0,0.89375,5.0,RS,71,0,15.0,18.0,33,0.40816326530612246,48,0.06200941915227631,0.484375,30.0,1.0,0.38,0.07833333333333331,,
62.0,24655781,2,246551,Absent,6.0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,32.0,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,62.0,1.0,9.0,RS,74,0,32.0,32.0,32,0.4166666666666667,49,0.02083333333333337,0.53125,,,,,RS,RS
63.0,24655781,4,246551,Absent,49.0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,17.0,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,95.0,0.90625,0.0,RS,77,0,17.0,17.0,32,1.0,49,0.0,0.53125,32.0,1.0,0.4166666666666667,0.02083333333333337,RS,RS
64.0,24655781,5,246551,Absent,46.0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,17.0,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,112.0,0.90625,15.0,RS,78,0,17.0,25.0,33,0.3,47,0.002127659574468088,0.5,17.0,0.90625,1.0,0.0,RS,RS
66.0,24655781,6,246551,Absent,25.0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,25.0,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,150.0,1.0,11.0,RS,79,0,25.0,25.0,33,0.375,48,0.01944444444444443,0.484375,17.0,0.90625,0.3,0.002127659574468088,RS,DOWN
67.0,24655781,8,246551,Absent,49.0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,18.0,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,179.0,0.9125,9.0,RS,82,0,18.0,32.0,31,0.45454545454545453,49,0.1745454545454545,0.546875,25.0,1.0,0.375,0.01944444444444443,DOWN,DOWN
68.0,24655781,9,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,211.0,1.0,14.0,DOWN,83,0,32.0,32.0,32,0.2857142857142857,64,0.047619047619047616,1.0,18.0,0.9125,0.45454545454545453,0.1745454545454545,DOWN,DOWN
69.0,24655781,10,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,243.0,1.0,0.0,DOWN,84,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,0.2857142857142857,0.047619047619047616,DOWN,DOWN
71.0,24655781,11,246551,Absent,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,307.0,1.0,0.0,DOWN,85,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
73.0,24655781,14,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,371.0,1.0,0.0,DOWN,89,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
76.0,24655781,15,246551,Absent,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,467.0,1.0,0.0,DOWN,90,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
79.0,24655781,20,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,563.0,1.0,0.0,DOWN,96,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
80.0,24655781,21,246551,Absent,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,595.0,1.0,0.0,DOWN,97,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
81.0,24655781,22,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,627.0,1.0,0.0,DOWN,99,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
84.0,24655781,23,246551,Absent,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,723.0,1.0,0.0,DOWN,100,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
87.0,24655781,28,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,819.0,1.0,0.0,DOWN,106,0,32.0,32.0,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
