level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
240,482,12241563,2,122413,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,-64,0.825,28.0,1.0,64.0,0.0,0.5625,OUT,0.2103787656745015,,,,,,0.15,7
242,486,12241563,4,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,3,-28,0.9125,32.0,0.30434782608695654,46.0,0.0,0.5,DOWN,0.17389813739634405,0.825,1.0,0.0,28,0.2103787656745015,0.15,7
244,488,12241563,5,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,4,1.0,32.0,1.0,32.0,0.13315217391304346,0.5,DOWN,0.17389813739634405,0.9125,0.30434782608695654,0.0,14,0.17389813739634405,0.15,7
246,494,12241563,8,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,4,1.0,32.0,1.0,32.0,0.13315217391304346,0.5,DOWN,0.17389813739634405,1.0,1.0,0.13315217391304346,0,0.17389813739634405,0.15,7
248,500,12241563,11,122413,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,-17,0.9125,28.0,0.30434782608695654,46.0,1.0,0.5,OUT,0.2103787656745015,1.0,1.0,0.13315217391304346,0,0.17389813739634405,0.15,7
250,504,12241563,13,122413,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,5,20,0.9,32.0,0.30434782608695654,48.0,1.0,0.5,LEFT,0.18818508442027443,0.9125,0.30434782608695654,1.0,14,0.2103787656745015,0.15,7
252,506,12241563,14,122413,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1,5,34,0.8875,32.0,1.0,50.0,0.0,0.5,LEFT,0.18818508442027443,0.9,0.30434782608695654,1.0,16,0.18818508442027443,0.15,7
254,508,12241563,15,122413,Absent,36,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,18,14,Unicorn_Absent,-1,-1,0,52,0.9125,26.0,0.23404255319148937,48.0,0.0,0.53125,RS,0.20444612479589325,0.8875,1.0,0.0,18,0.18818508442027443,0.15,7
256,512,12241563,17,122413,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1,4,74,0.8,32.0,0.3181818181818182,64.0,0.30434782608695654,0.5,UP,0.18818508442027443,0.9125,0.23404255319148937,0.0,14,0.20444612479589325,0.15,7
258,514,12241563,18,122413,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1,6,92,0.9125,32.0,0.3333333333333333,46.0,0.30434782608695654,0.5,RIGHT,0.17389813739634405,0.8,0.3181818181818182,0.30434782608695654,32,0.18818508442027443,0.15,7
260,522,12241563,22,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,201,1.0,32.0,0.3333333333333333,64.0,0.028985507246376774,1.0,DOWN,0.17389813739634405,0.9125,0.3333333333333333,0.30434782608695654,14,0.17389813739634405,0.15,7
262,526,12241563,24,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,265,1.0,32.0,1.0,64.0,0.028985507246376774,1.0,DOWN,0.17389813739634405,1.0,0.3333333333333333,0.028985507246376774,0,0.17389813739634405,0.15,7
264,530,12241563,26,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,329,1.0,32.0,1.0,64.0,0.64,1.0,DOWN,0.17389813739634405,1.0,1.0,0.028985507246376774,0,0.17389813739634405,0.15,7
266,532,12241563,27,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,361,1.0,32.0,1.0,64.0,0.64,1.0,DOWN,0.17389813739634405,1.0,1.0,0.64,0,0.17389813739634405,0.15,7
268,534,12241563,28,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,393,1.0,32.0,1.0,64.0,0.7659574468085106,1.0,DOWN,0.17389813739634405,1.0,1.0,0.64,0,0.17389813739634405,0.15,7
270,538,12241563,30,122413,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1,6,446,1.0,32.0,0.3333333333333333,64.0,0.7659574468085106,1.0,RIGHT,0.17389813739634405,1.0,1.0,0.7659574468085106,0,0.17389813739634405,0.15,7
272,540,12241563,31,122413,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1,6,478,1.0,32.0,1.0,64.0,0.24431818181818182,1.0,RIGHT,0.17389813739634405,1.0,0.3333333333333333,0.7659574468085106,0,0.17389813739634405,0.15,7
274,544,12241563,33,122413,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1,6,542,1.0,32.0,1.0,64.0,0.24431818181818182,1.0,RIGHT,0.17389813739634405,1.0,1.0,0.24431818181818182,0,0.17389813739634405,0.15,7
276,550,12241563,36,122413,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1,5,583,0.8,32.0,0.0,64.0,0.10416666666666669,0.5,LEFT,0.18818508442027443,1.0,1.0,0.24431818181818182,0,0.17389813739634405,0.15,7
278,552,12241563,37,122413,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,32,Unicorn_Absent,-1,-1,5,583,0.8,32.0,1.0,32.0,0.10416666666666669,0.0,LEFT,0.18818508442027443,0.8,0.0,0.10416666666666669,32,0.18818508442027443,0.15,7
280,554,12241563,38,122413,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,3,583,0.8,32.0,0.3333333333333333,64.0,0.028985507246376774,0.5,DOWN,0.17389813739634405,0.8,1.0,0.10416666666666669,32,0.18818508442027443,0.15,7
282,556,12241563,39,122413,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,615,1.0,32.0,0.0,64.0,0.028985507246376774,1.0,UP,0.18818508442027443,0.8,0.3333333333333333,0.028985507246376774,32,0.17389813739634405,0.15,7
