level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
2250,4320,10156658,1,101522,Absent,18,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1.0,0,25,0.95625,17.0,1.0,40.0,0.0,0.515625,RS,0.2800485757226742,,,,,,10,1.5
2252,4322,10156658,2,101522,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,4,57,1.0,32.0,0.225,32.0,0.0,0.5,UP,0.18818508442027443,0.95625,1.0,0.0,7,0.2800485757226742,10,1.5
2254,4324,10156658,3,101522,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,89,1.0,32.0,0.3333333333333333,32.0,0.225,0.5,RIGHT,0.17389813739634405,1.0,0.225,0.0,0,0.18818508442027443,10,1.5
2256,4326,10156658,4,101522,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,121,1.0,32.0,1.0,32.0,0.225,0.5,RIGHT,0.17389813739634405,1.0,0.3333333333333333,0.225,0,0.17389813739634405,10,1.5
2258,4328,10156658,5,101522,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,153,1.0,32.0,1.0,32.0,0.6666666666666667,0.5,RIGHT,0.17389813739634405,1.0,1.0,0.225,0,0.17389813739634405,10,1.5
2260,4330,10156658,6,101522,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,185,1.0,32.0,1.0,32.0,0.6666666666666667,0.5,RIGHT,0.17389813739634405,1.0,1.0,0.6666666666666667,0,0.17389813739634405,10,1.5
2262,4338,10156658,10,101522,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,295,0.8875,36.0,0.36,50.0,0.0,0.5,IN,0.15734346296411772,1.0,1.0,0.6666666666666667,0,0.17389813739634405,10,1.5
2264,4340,10156658,11,101522,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,327,1.0,32.0,0.36,64.0,0.0,1.0,DOWN,0.17389813739634405,0.8875,0.36,0.0,18,0.15734346296411772,10,1.5
2266,4344,10156658,13,101522,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,277,1.0,28.0,0.30434782608695654,64.0,0.0,1.0,OUT,0.2103787656745015,1.0,0.36,0.0,0,0.17389813739634405,10,1.5
2268,4346,10156658,14,101522,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,309,1.0,28.0,1.0,28.0,0.0,0.4375,OUT,0.2103787656745015,1.0,0.30434782608695654,0.0,0,0.2103787656745015,10,1.5
