Dyad,Player,Round,Category,RegionCoded,RegionGo,Score,JointRegion
469-569,469-569PL2,43,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,RIGHT,32,
469-569,469-569PL2,44,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,RIGHT,32,
469-569,469-569PL2,47,RIGHT,efghmnopuvwxCDEFKLMNSTUVZ012389;:,RIGHT,31,Z
469-569,469-569PL2,48,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,RIGHT,32,
469-569,469-569PL2,49,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,RIGHT,32,
469-569,469-569PL2,52,RIGHT,efghmnopuvwxCDEFKLMNSTUV0123789;:,RIGHT,31,7
469-569,469-569PL2,54,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,RIGHT,32,
469-569,469-569PL2,57,RIGHT,efghmnopuvwxCDEFKLMNSTUV0123789;:,RIGHT,31,7
469-569,469-569PL2,58,RIGHT,efghmnopuvwxCDEFKLMNSTUV012389;:,,32,
475-186,475-186PL1,8,RS,fklotyJTUXY04578:,RS,-16,
475-186,475-186PL1,15,RS,kHJRWXZ2;,RS,-64,
475-186,475-186PL1,16,RS,zDLRX8;,RS,-64,
475-186,475-186PL1,17,RS,ktAETVXY7,RS,-64,
475-186,475-186PL1,19,RS,HJQRX6,RS,-65,H
475-186,475-186PL1,20,RS,sB6,RS,31,6
475-186,475-186PL1,21,RS,rHPQRVZ59;,NOTHING,27,QV59;
475-186,475-186PL1,28,NOTHING,,NOTHING,-64,
475-186,475-186PL1,30,NOTHING,,RS,-68,
475-186,475-186PL1,32,RS,blozBCHKQX07,RS,29,oB7
475-186,475-186PL1,33,RS,BQ,NOTHING,-64,
475-186,475-186PL1,35,NOTHING,,NOTHING,-64,
475-186,475-186PL1,44,NOTHING,,NOTHING,32,
475-186,475-186PL1,45,NOTHING,,NOTHING,32,
475-186,475-186PL1,46,NOTHING,,NOTHING,32,
475-186,475-186PL1,47,NOTHING,,NOTHING,-64,
475-186,475-186PL1,49,NOTHING,,NOTHING,32,
475-186,475-186PL1,50,NOTHING,,NOTHING,32,
475-186,475-186PL1,51,NOTHING,,NOTHING,32,
475-186,475-186PL1,52,NOTHING,,NOTHING,-64,
475-186,475-186PL1,55,NOTHING,,NOTHING,32,
475-186,475-186PL1,56,NOTHING,,NOTHING,-64,
475-186,475-186PL1,59,NOTHING,,,-64,
475-186,475-186PL2,8,RS,23,NOTHING,-16,
475-186,475-186PL2,15,NOTHING,,NOTHING,-64,
475-186,475-186PL2,16,NOTHING,,NOTHING,-64,
475-186,475-186PL2,17,NOTHING,,RS,-64,
475-186,475-186PL2,19,RS,abcfghijkmnopqrstwxyzABEFGHIMNUV23;:,RS,31,H
475-186,475-186PL2,20,RS,hilmnopqtxyFGILMNOTUVWXZ0123456789;:,RS,31,6
475-186,475-186PL2,21,RS,abcdefghmnoptuxBFJNQV34589;,NOTHING,27,QV59;
475-186,475-186PL2,28,NOTHING,,RS,-64,
475-186,475-186PL2,30,RS,abcdefghiqtyGJOPQRTUWXYZ045678,RS,-68,
475-186,475-186PL2,32,RS,adhjotBFJMUZ579;,RS,-67,oB7
475-186,475-186PL2,33,RS,X,NOTHING,-64,
475-186,475-186PL2,35,NOTHING,,RS,-64,
475-186,475-186PL2,44,RS,4,RS,-64,
475-186,475-186PL2,45,RS,5,NOTHING,32,
475-186,475-186PL2,46,NOTHING,,NOTHING,32,
475-186,475-186PL2,47,NOTHING,,NOTHING,-64,
475-186,475-186PL2,49,NOTHING,,NOTHING,32,
475-186,475-186PL2,50,NOTHING,,NOTHING,32,
475-186,475-186PL2,51,NOTHING,,NOTHING,-64,
475-186,475-186PL2,52,NOTHING,,NOTHING,-16,
475-186,475-186PL2,55,NOTHING,,NOTHING,-64,
475-186,475-186PL2,56,NOTHING,,NOTHING,-64,
475-186,475-186PL2,59,NOTHING,,,32,
483-710,483-710PL1,2,RS,kouzIKMP16,RS,32,
483-710,483-710PL1,3,RS,cfjlvwzBEGKQX027,RS,29,wBK
483-710,483-710PL1,5,RS,alorACFHKNOSWY268,RS,30,aS
483-710,483-710PL1,6,RS,jmosCQX02,RS,32,
483-710,483-710PL1,7,RS,klozDRX02:,NOTHING,31,2
483-710,483-710PL1,8,NOTHING,,RS,-28,
483-710,483-710PL1,14,RS,abcdefghijmnorstvxzABDEFGHIJMOPQRSTUVXY1234689;,RS,25,vBEFHIR
483-710,483-710PL1,17,RS,acdeghinpqruwxABDFGHILMNOPQRTUVWYZ1234569;,RS,11,acdeghinpqruwxABDFGHI
483-710,483-710PL1,19,RS,abcdefghjkmoqrstuwxyzBDFGHIJLMNOPQRSUWXYZ013456789:,RS,4,aemquyBDGHIJLNOPQRSUXZ03689:
483-710,483-710PL1,21,RS,abcdhijpqsyzACDFGHIJKLMNOPQRSTVWXYZ0123456789;:,RS,11,abcdhijpqsyzACDFGHIJK
483-710,483-710PL1,23,RS,abcdefghijklmnopqrstuvwxzACDFGIJKLNPQRSTUVWYZ0123456789;:,RS,-15,abcdefghijklmnopqrstuvwxzACDFGJLNPRUVW1234579;:
483-710,483-710PL1,24,RS,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPV3:,RS,5,abcdefghijkmnouvzACDHIJOPV3
483-710,483-710PL1,28,RS,abcipquxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,3,abcipquxyzABCDEFIKLMNOY13789;
483-710,483-710PL1,29,RS,abcdefghklmnopstuvwxBCDEFHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-13,abflmnswxBCDEFHIJKLMNOPQRSTUVWXYZ0123456789;:
483-710,483-710PL1,31,RS,abcdegiklnopqrsuvwxyABDFGHIJKLMNOPQRSTUVWY03568;:,RS,-4,abcdgiklnoprsuwyABDFGHIMPRSTVWY036;:
483-710,483-710PL1,34,RS,abcdefghkmnqtuwxyzBCEFHKLMOPQRSTUXYZ134579:,RS,4,abceghkmqtuwyzEHKLMOPRUYZ345
483-710,483-710PL1,35,RS,aehiklnpqrsuxyABCDEFHIJKLMOPQRSTUVWXYZ0134569;:,RS,22,aeqEKOTWZ9
483-710,483-710PL1,36,RS,adefhikmoprtuvxyzCDEFHIJKLMOPQRSTUVXZ0134679;:,ALL,20,ehmorzLP46;:
483-710,483-710PL1,41,ALL,adefghjklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,16,afhjoqrsyFGJNO39
483-710,483-710PL1,44,RS,abfhijklnopqrswxzBCEGIJKMNOPQRSTUVXY012456789;:,RS,24,afnozN05
483-710,483-710PL1,46,RS,abegijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,18,bilsxCFITVW136
483-710,483-710PL1,48,RS,bdefghijklmnopqrstvwxzABCDEGHIJKMNOQRTUVWXYZ012346789;:,RS,7,befglmpqswDEHIORWXZ36789;
483-710,483-710PL1,50,RS,acdefghijkmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTVWXYZ013456789;:,RS,25,cksCOWX
483-710,483-710PL1,51,RS,abcdefghjlmopqrstuxyACEFGIKLMNOPRSUWXYZ01235689;:,RS,17,cjmorstAEMPXZ25
483-710,483-710PL1,52,RS,abdfghijmopqrtuwxyzBCEFGIJKLMNOPRSTUVWXYZ0123456789;:,RS,11,dgjmortwJLMPTUZ1356;:
483-710,483-710PL1,55,RS,bdegklmnopqrstuvwxyzBCDEHJLNOPQRSTVWXYZ01345789;,RS,15,bdgoqryBCLNQVWZ1;
483-710,483-710PL1,58,RS,abcdefghjkmnpqstvyzBCDEHKNOPQTUWYZ02345679;:,,13,bgjnpstvBCEHKUY56;:
483-710,483-710PL2,2,RS,m,RS,32,
483-710,483-710PL2,3,RS,aikmotwxBDFK,RS,29,wBK
483-710,483-710PL2,5,RS,apBS:,RS,30,aS
483-710,483-710PL2,6,RS,glB4,RS,32,
483-710,483-710PL2,7,RS,cvGKOW2,RS,31,2
483-710,483-710PL2,8,RS,L,RS,-66,
483-710,483-710PL2,14,RS,lvwBCEFHINR,UP,25,vBEFHIR
483-710,483-710PL2,17,UP,abcdefghijklmnopqrstuvwxyzABCDEFGHI,RS,11,acdeghinpqruwxABDFGHI
483-710,483-710PL2,19,RS,aeimquyBCDEGHIJKLNOPQRSUVXZ023689;:,RS,4,aemquyBDGHIJLNOPQRSUXZ03689:
483-710,483-710PL2,21,RS,abcdefghijklmnopqrstuvwxyzABCDEFGHIJK,RS,11,abcdhijpqsyzACDFGHIJK
483-710,483-710PL2,23,RS,abcdefghijklmnopqrstuvwxyzABCDEFGJLMNOPRUVWX1234579;:,RS,-15,abcdefghijklmnopqrstuvwxzACDFGJLNPRUVW1234579;:
483-710,483-710PL2,24,RS,abcdefghijkmnouvzACDHIJOPQRSTVWXYZ01345678,RS,5,abcdefghijkmnouvzACDHIJOPV3
483-710,483-710PL2,28,RS,abcdefghijklmnopqrstuvwxyzABCDEFIKLMNOY13789;,RS,3,abcipquxyzABCDEFIKLMNOY13789;
483-710,483-710PL2,29,RS,abfijlmnqrswxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-13,abflmnswxBCDEFHIJKLMNOPQRSTUVWXYZ0123456789;:
483-710,483-710PL2,31,RS,abcdfghiklmnoprsuwyzABCDEFGHIMPRSTVWXY0234679;:,RS,-4,abcdgiklnoprsuwyABDFGHIMPRSTVWY036;:
483-710,483-710PL2,34,RS,abceghijkmqrstuwyzEHKLMOPRUVWYZ234568;,RS,4,abceghkmqtuwyzEHKLMOPRUYZ345
483-710,483-710PL2,35,RS,aeoqtzEKOTWZ9,RS,22,aeqEKOTWZ9
483-710,483-710PL2,36,RS,cehmoqrzGLPW46;:,RS,20,ehmorzLP46;:
483-710,483-710PL2,41,RS,afhjoqrsyFGJNO39,RS,16,afhjoqrsyFGJNO39
483-710,483-710PL2,44,RS,acfnouzHN035,RS,24,afnozN05
483-710,483-710PL2,46,RS,bfilsxCFITVW136,RS,18,bilsxCFITVW136
483-710,483-710PL2,48,RS,befglmpqswDEFHILORWXZ356789;,RS,7,befglmpqswDEHIORWXZ36789;
483-710,483-710PL2,50,RS,cksCOWX,RS,25,cksCOWX
483-710,483-710PL2,51,RS,cjmorstAEMPXZ257,RS,17,cjmorstAEMPXZ25
483-710,483-710PL2,52,RS,dgjmnortwDHJLMPTUZ1356;:,RS,11,dgjmortwJLMPTUZ1356;:
483-710,483-710PL2,55,RS,bdgijoqryBCGLNQVWZ16;,RS,15,bdgoqryBCLNQVWZ1;
483-710,483-710PL2,58,RS,bgjlnpstvwBCEFGHIKSUXY568;:,,13,bgjnpstvBCEHKUY56;:
487-811,487-811PL1,2,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,9,abcdefghijklmyzBOPRUV45
487-811,487-811PL1,3,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,9,bdehjkmnoqrtwBDGIST4589
487-811,487-811PL1,4,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,18,ijquvBGHOPQSU7
487-811,487-811PL1,10,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,20,rtBCHLQSVX8;
487-811,487-811PL1,12,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,21,aknpyACGLNQ
487-811,487-811PL1,13,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,20,ahiyIJNOV45:
487-811,487-811PL1,14,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,10,abcdftxyBCGIJKOPTUY237
487-811,487-811PL1,19,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,5,ahjqrstwxyABFIJQRSTYZ23467:
487-811,487-811PL1,20,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,21,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,9,ahrxBJTWXYZ0123456789;:
487-811,487-811PL1,22,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,15,I
487-811,487-811PL1,24,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,Q
487-811,487-811PL1,25,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,26,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,9,
487-811,487-811PL1,29,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-22,acfghjklmnopqrstuvwyzBCDFGHIJKMNOPQRSTUVWXYZ01234679;:
487-811,487-811PL1,32,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,28,NV3:
487-811,487-811PL1,34,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,35,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-13,lqrstuwxyACDEFGHIJKLMOPQRSTUVWXYZ0123456789;:
487-811,487-811PL1,41,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,42,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,16,yzAGHIOPQ36789;:
487-811,487-811PL1,43,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,
487-811,487-811PL1,45,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
487-811,487-811PL1,46,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,2,ahrsuvzACEGHIJKLNQRUVY145689;:
487-811,487-811PL1,49,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-2,ilstuvwxyBDFHJKMOPQRSTXYZ01234579;
487-811,487-811PL1,50,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,52,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,32,
487-811,487-811PL1,53,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ01234579:,ALL,3,GHIJKLMNOPQRSTUVWXYZ01234579:
487-811,487-811PL1,58,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-2,ajszABGHIJKPQRSTUVWXYZ0123456789;:
487-811,487-811PL1,59,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,,24,ipBCJKW3
487-811,487-811PL2,2,RS,abcdefghijklmyzBOPRUV45,RS,9,abcdefghijklmyzBOPRUV45
487-811,487-811PL2,3,RS,bdehjkmnoqrtwBDGIST4589,RS,9,bdehjkmnoqrtwBDGIST4589
487-811,487-811PL2,4,RS,ijquvBGHOPQSU7,RS,18,ijquvBGHOPQSU7
487-811,487-811PL2,10,RS,rtBCHLQSVX8;,RS,-76,rtBCHLQSVX8;
487-811,487-811PL2,12,RS,aknpyACGLNQ,RS,21,aknpyACGLNQ
487-811,487-811PL2,13,RS,ahiyIJNOV45:,RS,-76,ahiyIJNOV45:
487-811,487-811PL2,14,RS,abcdftxyBCGIJKOPTUY237,RS,10,abcdftxyBCGIJKOPTUY237
487-811,487-811PL2,19,RS,ahjqrstwxyABFIJQRSTYZ23467:,NOTHING,5,ahjqrstwxyABFIJQRSTYZ23467:
487-811,487-811PL2,20,NOTHING,,RS,-64,
487-811,487-811PL2,21,RS,ahrxBJTWXYZ0123456789;:,RS,9,ahrxBJTWXYZ0123456789;:
487-811,487-811PL2,22,RS,I,RS,-65,I
487-811,487-811PL2,24,RS,Q,NOTHING,-65,Q
487-811,487-811PL2,25,NOTHING,,NOTHING,32,
487-811,487-811PL2,26,NOTHING,,RS,-64,
487-811,487-811PL2,29,RS,acfghjklmnopqrstuvwyzBCDFGHIJKMNOPQRSTUVWXYZ01234679;:,RS,-22,acfghjklmnopqrstuvwyzBCDFGHIJKMNOPQRSTUVWXYZ01234679;:
487-811,487-811PL2,32,RS,NV3:,NOTHING,28,NV3:
487-811,487-811PL2,34,NOTHING,,RS,-64,
487-811,487-811PL2,35,RS,lqrstuwxyACDEFGHIJKLMOPQRSTUVWXYZ0123456789;:,NOTHING,-13,lqrstuwxyACDEFGHIJKLMOPQRSTUVWXYZ0123456789;:
487-811,487-811PL2,41,NOTHING,,RS,-64,
487-811,487-811PL2,42,RS,yzAGHIOPQ36789;:,NOTHING,16,yzAGHIOPQ36789;:
487-811,487-811PL2,43,NOTHING,,ALL,31,
487-811,487-811PL2,45,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
487-811,487-811PL2,46,RS,ahrsuvzACEGHIJKLNQRUVY145689;:,RS,2,ahrsuvzACEGHIJKLNQRUVY145689;:
487-811,487-811PL2,49,RS,ilstuvwxyBDFHJKMOPQRSTXYZ01234579;,NOTHING,-2,ilstuvwxyBDFHJKMOPQRSTXYZ01234579;
487-811,487-811PL2,50,NOTHING,,NOTHING,-64,
487-811,487-811PL2,52,NOTHING,,DOWN,32,
487-811,487-811PL2,53,DOWN,GHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,3,GHIJKLMNOPQRSTUVWXYZ01234579:
487-811,487-811PL2,58,RS,ajszABGHIJKPQRSTUVWXYZ0123456789;:,RS,-2,ajszABGHIJKPQRSTUVWXYZ0123456789;:
487-811,487-811PL2,59,RS,ipBCJKW3,,24,ipBCJKW3
505-833,505-833PL1,4,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,x
505-833,505-833PL1,7,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,i
505-833,505-833PL1,10,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,U
505-833,505-833PL1,12,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,R
505-833,505-833PL1,13,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,L
505-833,505-833PL1,17,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,I
505-833,505-833PL1,20,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,:
505-833,505-833PL1,21,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,P
505-833,505-833PL1,22,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,X
505-833,505-833PL1,25,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,U
505-833,505-833PL1,27,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,s
505-833,505-833PL1,29,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,Z
505-833,505-833PL1,30,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,n
505-833,505-833PL1,31,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,31,6
505-833,505-833PL1,33,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,31,A
505-833,505-833PL1,36,RS,gkozCMPVWY2369;,ALL,32,
505-833,505-833PL1,37,ALL,abcdeghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,31,A
505-833,505-833PL1,40,RS,cegjlnpsuwxzABDEFHJLMOPQUX0145679:,RS,24,nuxJMP69
505-833,505-833PL1,42,RS,jkwGJPTZ27,RS,29,wT7
505-833,505-833PL1,43,RS,qsEIOV8,RS,28,sEI8
505-833,505-833PL1,45,RS,aciklmnpqrzACDHJKNQUW0258,RS,26,kmnzC8
505-833,505-833PL1,46,RS,mIL7,RS,-64,
505-833,505-833PL1,47,RS,cefghilnopuvwxABCEGHKPQRTVXY0125789;,RS,14,chlovAEGKRTVY0258;
505-833,505-833PL1,49,RS,achjntuvzDFHJMRX03,NOTHING,-72,hjvzHJX3
505-833,505-833PL1,56,NOTHING,,RS,-17,
505-833,505-833PL1,59,RS,cxyDY,,29,cxD
505-833,505-833PL2,4,RS,x,RS,-65,x
505-833,505-833PL2,7,RS,i,RS,31,i
505-833,505-833PL2,10,RS,U,RS,31,U
505-833,505-833PL2,12,RS,R,RS,31,R
505-833,505-833PL2,13,RS,L,RS,-64,L
505-833,505-833PL2,17,RS,I,RS,-65,I
505-833,505-833PL2,20,RS,:,RS,31,:
505-833,505-833PL2,21,RS,P,RS,31,P
505-833,505-833PL2,22,RS,X,RS,-65,X
505-833,505-833PL2,25,RS,U,RS,-65,U
505-833,505-833PL2,27,RS,s,RS,-64,s
505-833,505-833PL2,29,RS,Z,RS,31,Z
505-833,505-833PL2,30,RS,n,RS,31,n
505-833,505-833PL2,31,RS,6,RS,-64,6
505-833,505-833PL2,33,RS,A,RS,-64,A
505-833,505-833PL2,36,RS,G,RS,32,
505-833,505-833PL2,37,RS,A,RS,-64,A
505-833,505-833PL2,40,RS,knruvxIJKMPSTZ69,RS,24,nuxJMP69
505-833,505-833PL2,42,RS,dempqstwzBCEHIKNRSTUXY789,RS,29,wT7
505-833,505-833PL2,43,RS,mnstvzBEFHIKPQSTUX58,RS,28,sEI8
505-833,505-833PL2,45,RS,kmnszCEFILPRSVY168,RS,26,kmnzC8
505-833,505-833PL2,46,RS,nrCJOPRVWY28,RS,-64,
505-833,505-833PL2,47,RS,chlovADEGKRTVY02568;,RS,14,chlovAEGKRTVY0258;
505-833,505-833PL2,49,RS,bfhjlvwxzABHJLNSXZ1378:,RS,24,hjvzHJX3
505-833,505-833PL2,56,RS,abdimnopqsuwyzBDFHJKORSTUXY02378;,RS,-17,
505-833,505-833PL2,59,RS,cdefgikmnoprtuvwxzADEFKNOPQSUVWZ15689:,,29,cxD
538-623,538-623PL1,2,ALL,acdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-31,acdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,4,RS,abcdefghijklmnopqrstuvwxyzABCDEFIKMNOQSUVWYZ035679;,ALL,-19,abcdefghijklmnopqrstuvwxyzABCDEFIKMNOQSUVWYZ035679;
538-623,538-623PL1,6,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,8,RS,abcdefghijklmnopqrstuvwxyzABCDEFHIJKLMNPQRSTUVZ02;:,RS,-19,abcdefghijklmnopqrstuvwxyzABCDEFHIJKLMNPQRSTUVZ02;:
538-623,538-623PL1,9,RS,defghlnpqrstuvwxyzABCDEFGHIJKNOPQRSTUVWXYZ0123456789;:,ALL,-22,defghlnpqrstuvwxyzABCDEFGHIJKNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,12,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,13,ALL,abcdefghijklmnopqrstuvwxyzABCEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-31,abcdefghijklmnopqrstuvwxyzABCEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,15,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,16,RS,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNPQRSTUVXYZ01236789;:,RS,-28,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNPQRSTUVXYZ01236789;:
538-623,538-623PL1,17,RS,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOVWX45,ALL,-14,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOVWX45
538-623,538-623PL1,18,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,19,RS,abcdefghimnopqrvwxyCDEFGIJKLMNOPQRSTUVWXYZ0123456789;:,ALL,-19,abcdefghimopqrvwxyCDEFGIJKLMNOPRSTUVWXY0123456789;:
538-623,538-623PL1,20,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,22,RS,abcdefghijklmnopquvwxyACDEFGHKLMNOPQRSTUVWXYZ012346789;:,ALL,-24,abcdefghijklmnopquvwxyACDEFGHKLMNOPQRSTUVWXYZ012346789;:
538-623,538-623PL1,23,ALL,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:,RS,-32,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789;:
538-623,538-623PL1,26,RS,bcdefghjklmnoprstuvwxzABCDEFHIJKLMNPQRSTUVYZ01236789;:,ALL,-22,bcdefghjklmnoprstuvwxzABCDEFHIJKLMNPQRSTUVYZ01236789;:
