index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
2040,11322302,1,113264,Absent,48,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,21,11,Unicorn_Absent,-1,-1,0,21,0.93125,35.0,1.0,50.0,0.0,0.609375,RS,,,,,,0.1,0.3
2042,11322302,2,113264,Absent,48,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,21,11,Unicorn_Absent,-1,-1,0,42,0.93125,35.0,1.0,50.0,0.0,0.609375,RS,0.93125,1.0,0.0,11,RS,0.1,0.3
2046,11322302,4,113264,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,106,1.0,32.0,0.5227272727272727,32.0,0.0,0.5,DOWN,0.93125,1.0,0.0,11,RS,0.1,0.3
2054,11322302,8,113264,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,1,106,0.8,64.0,0.5,64.0,0.0,0.5,ALL,1.0,0.5227272727272727,0.0,0,DOWN,0.1,0.3
2060,11322302,11,113264,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,67,0.9125,28.0,0.4375,46.0,0.5227272727272727,0.5,OUT,0.8,0.5,0.0,32,ALL,0.1,0.3
2072,11322302,17,113264,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,-189,0.825,28.0,1.0,64.0,0.5227272727272727,0.5625,OUT,0.9125,0.4375,0.5227272727272727,14,OUT,0.1,0.3
2074,11322302,18,113264,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Unicorn_Absent,-1,-1,4,-189,0.8,32.0,0.30434782608695654,64.0,0.5,0.5,UP,0.825,1.0,0.5227272727272727,28,OUT,0.1,0.3
2080,11322302,21,113264,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,-117,1.0,32.0,0.3333333333333333,64.0,0.5,1.0,LEFT,0.8,0.30434782608695654,0.5,32,UP,0.1,0.3
2094,11322302,28,113264,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1,6,72,0.8,32.0,0.0,32.0,0.5625,0.0,RIGHT,1.0,0.3333333333333333,0.5,0,LEFT,0.1,0.3
2096,11322302,29,113264,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,104,1.0,0.0,0.0,30.0,0.5625,0.46875,NOTHING,0.8,0.0,0.5625,32,RIGHT,0.1,0.3
2102,11322302,32,113264,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,70,0.825,28.0,0.0,28.0,0.5,0.0,OUT,1.0,0.0,0.5625,0,NOTHING,0.1,0.3
2110,11322302,36,113264,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,90,1.0,36.0,0.0,36.0,0.5,0.5625,IN,0.825,0.0,0.5,28,OUT,0.1,0.3
2114,11322302,38,113264,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,58,1.0,0.0,0.0,15.0,0.6956521739130435,0.234375,NOTHING,1.0,0.0,0.5,0,IN,0.1,0.3
2120,11322302,41,113264,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1,7,22,0.775,36.0,0.0,64.0,0.6956521739130435,0.4375,IN,1.0,0.0,0.6956521739130435,0,NOTHING,0.1,0.3
2122,11322302,42,113264,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,54,1.0,0.0,0.0,29.0,0.16666666666666669,0.453125,NOTHING,0.775,0.0,0.6956521739130435,36,IN,0.1,0.3
2126,11322302,44,113264,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,22,1.0,32.0,0.0,64.0,0.16666666666666669,1.0,LEFT,1.0,0.0,0.16666666666666669,0,NOTHING,0.1,0.3
2128,11322302,45,113264,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,54,1.0,32.0,1.0,64.0,1.0,1.0,LEFT,1.0,0.0,0.16666666666666669,0,LEFT,0.1,0.3
2136,11322302,49,113264,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,182,1.0,32.0,1.0,64.0,1.0,1.0,LEFT,1.0,1.0,1.0,0,LEFT,0.1,0.3
2142,11322302,52,113264,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,278,1.0,32.0,1.0,64.0,0.2653061224489796,1.0,LEFT,1.0,1.0,1.0,0,LEFT,0.1,0.3
2146,11322302,54,113264,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1,3,326,0.9,32.0,0.3333333333333333,48.0,0.2653061224489796,0.5,DOWN,1.0,1.0,0.2653061224489796,0,LEFT,0.1,0.3
2148,11322302,55,113264,Absent,51,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,22,10,Unicorn_Absent,-1,-1,0,348,0.9375,37.0,0.35294117647058826,43.0,0.20833333333333334,0.515625,RS,0.9,0.3333333333333333,0.2653061224489796,16,DOWN,0.1,0.3
2150,11322302,56,113264,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,380,1.0,32.0,0.35294117647058826,32.0,0.20833333333333334,0.5,DOWN,0.9375,0.35294117647058826,0.20833333333333334,10,RS,0.1,0.3
