level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
558,1086,11542642,4,115431,Absent,38,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,32,0,Unicorn_Absent,-1,-1,0,4,1.0,32.0,1.0,32.0,0.0,0.5,RS,0.17846392590418705,,,,,,1,0
560,1090,11542642,6,115431,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,7,-44,0.9,36.0,0.36,57.0,0.0,0.640625,IN,0.15734346296411772,1.0,1.0,0.0,0,0.17846392590418705,1,0
562,1092,11542642,7,115431,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1,7,-30,0.8875,36.0,1.0,50.0,0.36,0.5,IN,0.15734346296411772,0.9,0.36,0.0,16,0.15734346296411772,1,0
564,1094,11542642,8,115431,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1,7,-5,0.95625,36.0,1.0,45.0,0.36,0.59375,IN,0.15734346296411772,0.8875,1.0,0.36,18,0.15734346296411772,1,0
566,1096,11542642,9,115431,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,27,1.0,2.0,0.02702702702702703,34.0,0.7222222222222222,0.53125,RS,0.5488116360940265,0.95625,1.0,0.36,7,0.15734346296411772,1,0
568,1100,11542642,11,115431,Absent,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,29,3,Unicorn_Absent,-1,-1,0,88,0.98125,10.0,0.09090909090909091,39.0,0.7222222222222222,0.5625,RS,0.35372677547714554,1.0,0.02702702702702703,0.7222222222222222,0,0.5488116360940265,1,0
570,1104,11542642,13,115431,Absent,24,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,23,9,Unicorn_Absent,-1,-1,0,143,0.94375,18.0,0.12,41.0,0.7692307692307692,0.5,RS,0.2614163880174534,0.98125,0.09090909090909091,0.7222222222222222,3,0.35372677547714554,1,0
572,1108,11542642,15,115431,Absent,37,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,28,4,Unicorn_Absent,-1,-1,0,104,0.975,27.0,0.0975609756097561,35.0,0.7692307692307692,0.484375,RS,0.20444612479589325,0.94375,0.12,0.7692307692307692,9,0.2614163880174534,1,0
574,1110,11542642,16,115431,Absent,37,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,27,5,Unicorn_Absent,-1,-1,0,131,0.96875,27.0,1.0,31.0,0.11583011583011582,0.40625,RS,0.20444612479589325,0.975,0.0975609756097561,0.7692307692307692,4,0.20444612479589325,1,0
576,1112,11542642,17,115431,Absent,37,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,27,5,Unicorn_Absent,-1,-1,0,158,0.96875,27.0,1.0,31.0,0.11583011583011582,0.40625,RS,0.20444612479589325,0.96875,1.0,0.11583011583011582,5,0.20444612479589325,1,0
578,1114,11542642,18,115431,Absent,37,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,27,5,Unicorn_Absent,-1,-1,0,185,0.96875,27.0,1.0,31.0,0.9090909090909091,0.40625,RS,0.20444612479589325,0.96875,1.0,0.11583011583011582,5,0.20444612479589325,1,0
580,1118,11542642,20,115431,Absent,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,247,1.0,5.0,0.03225806451612903,8.0,0.9090909090909091,0.125,RS,0.45215719036181795,0.96875,1.0,0.9090909090909091,5,0.20444612479589325,1,0
582,1126,11542642,24,115431,Absent,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1,0,367,0.9625,12.0,0.0625,41.0,0.88,0.546875,RS,0.32546601999734803,1.0,0.03225806451612903,0.9090909090909091,0,0.45215719036181795,1,0
584,1134,11542642,28,115431,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,169,0.825,28.0,0.02564102564102564,28.0,0.88,0.0,OUT,0.2103787656745015,0.9625,0.0625,0.88,6,0.32546601999734803,1,0
586,1142,11542642,32,115431,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,270,0.9,32.0,0.30434782608695654,48.0,0.0916282135794331,0.5,UP,0.18818508442027443,0.825,0.02564102564102564,0.88,28,0.2103787656745015,1,0
588,1148,11542642,35,115431,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,248,1.0,0.0,0.0,36.0,0.0916282135794331,0.5625,RS,0.6542510918525355,0.9,0.30434782608695654,0.0916282135794331,16,0.18818508442027443,1,0
590,1150,11542642,36,115431,Absent,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,5,Unicorn_Absent,-1,-1,0,275,0.96875,10.0,0.0,41.0,1.0,0.5625,RS,0.36972808936944906,1.0,0.0,0.0916282135794331,0,0.6542510918525355,1,0
592,1154,11542642,38,115431,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1,5,318,0.8875,32.0,0.07692307692307693,50.0,1.0,0.5,LEFT,0.18818508442027443,0.96875,0.0,1.0,5,0.36972808936944906,1,0
594,1156,11542642,39,115431,Absent,59,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,17,15,Unicorn_Absent,-1,-1,0,335,0.90625,39.0,0.39215686274509803,46.0,0.0,0.484375,RS,0.149963012878635,0.8875,0.07692307692307693,1.0,18,0.18818508442027443,1,0
596,1160,11542642,41,115431,Absent,59,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,32,0,Unicorn_Absent,-1,-1,0,392,1.0,39.0,1.0,39.0,0.0,0.609375,RS,0.149963012878635,0.90625,0.39215686274509803,0.0,15,0.149963012878635,1,0
598,1172,11542642,47,115431,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,27,5,Unicorn_Absent,-1,-1,5,566,0.96875,32.0,0.39215686274509803,37.0,0.0,0.5,LEFT,0.18818508442027443,1.0,1.0,0.0,0,0.149963012878635,1,0
600,1174,11542642,48,115431,Absent,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,27,5,Unicorn_Absent,-1,-1,0,593,0.96875,17.0,0.13953488372093023,22.0,0.0,0.265625,RS,0.2800485757226742,0.96875,0.39215686274509803,0.0,5,0.18818508442027443,1,0
602,1180,11542642,51,115431,Absent,46,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1,0,570,0.8875,33.0,0.16279069767441862,47.0,0.03225806451612903,0.453125,RS,0.17389813739634405,0.96875,0.13953488372093023,0.0,5,0.2800485757226742,1,0
604,1182,11542642,52,115431,Absent,46,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1,0,584,0.8875,33.0,1.0,50.0,0.03225806451612903,0.5,RS,0.17389813739634405,0.8875,0.16279069767441862,0.03225806451612903,18,0.17389813739634405,1,0
606,1184,11542642,53,115431,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,616,1.0,32.0,0.32653061224489793,64.0,0.0069444444444444475,1.0,DOWN,0.17389813739634405,0.8875,1.0,0.03225806451612903,18,0.17389813739634405,1,0
608,1190,11542642,56,115431,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,712,1.0,32.0,1.0,64.0,0.0069444444444444475,1.0,DOWN,0.17389813739634405,1.0,0.32653061224489793,0.0069444444444444475,0,0.17389813739634405,1,0
