level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
2406,4800,10258084,1,102569,Absent,39,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,30,2,Unicorn_Absent,-1,-1,0,30,0.9875,28.0,1.0,42.0,0.0,0.625,RS,0.19878142154087985,,,,,,0.05,70
2408,4802,10258084,2,102569,Absent,49,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,19,13,Unicorn_Absent,-1,-1,0,49,0.91875,32.0,0.2765957446808511,44.0,0.0,0.484375,RS,0.17846392590418705,0.9875,1.0,0.0,2,0.19878142154087985,0.05,70
2410,4806,10258084,4,102569,Absent,55,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,23,9,Unicorn_Absent,-1,-1,0,-10,0.94375,38.0,0.34615384615384615,45.0,0.034171502256608643,0.5625,RS,0.1612452535498154,0.91875,0.2765957446808511,0.0,13,0.17846392590418705,0.05,70
2412,4812,10258084,7,102569,Absent,55,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,21,11,Unicorn_Absent,-1,-1,0,-43,0.93125,38.0,1.0,47.0,0.034171502256608643,0.5625,RS,0.1612452535498154,0.94375,0.34615384615384615,0.034171502256608643,9,0.1612452535498154,0.05,70
2414,4820,10258084,11,102569,Absent,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,28,4,Unicorn_Absent,-1,-1,0,-21,0.975,9.0,0.11904761904761904,22.0,0.23804573804573803,0.28125,RS,0.36972808936944906,0.93125,1.0,0.034171502256608643,11,0.1612452535498154,0.05,70
2416,4822,10258084,12,102569,Absent,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,28,4,Unicorn_Absent,-1,-1,0,7,0.975,9.0,1.0,22.0,0.23804573804573803,0.28125,RS,0.36972808936944906,0.975,0.11904761904761904,0.23804573804573803,4,0.36972808936944906,0.05,70
2418,4824,10258084,13,102569,Absent,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,28,4,Unicorn_Absent,-1,-1,0,35,0.975,9.0,1.0,22.0,0.7142857142857143,0.28125,RS,0.36972808936944906,0.975,1.0,0.23804573804573803,4,0.36972808936944906,0.05,70
2420,4830,10258084,16,102569,Absent,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,6,Unicorn_Absent,-1,-1,0,25,0.9625,11.0,0.05263157894736842,37.0,0.7142857142857143,0.484375,RS,0.35372677547714554,0.975,1.0,0.7142857142857143,4,0.36972808936944906,0.05,70
2422,4834,10258084,18,102569,Absent,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,3,Unicorn_Absent,-1,-1,0,-15,0.98125,11.0,1.0,36.0,0.07450076804915515,0.515625,RS,0.35372677547714554,0.9625,0.05263157894736842,0.7142857142857143,6,0.35372677547714554,0.05,70
2424,4842,10258084,22,102569,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,21,11,Unicorn_Absent,-1,-1,5,-99,0.93125,32.0,0.16216216216216217,43.0,0.07450076804915515,0.5,LEFT,0.18818508442027443,0.98125,1.0,0.07450076804915515,3,0.35372677547714554,0.05,70
2426,4844,10258084,23,102569,Absent,45,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,17,15,Unicorn_Absent,-1,-1,0,-82,0.90625,30.0,0.3191489361702128,51.0,0.0,0.5625,RS,0.19878142154087985,0.93125,0.16216216216216217,0.07450076804915515,11,0.18818508442027443,0.05,70
