index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
2768,14348650,5,14345,Absent,16,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,11,Unicorn_Absent,-1,-1,0,22,0.93125,13.0,1.0,33.0,0.0,0.34375,RS,,,,,,0.9,0.3
2772,14348650,7,14345,Absent,16,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,11,Unicorn_Absent,-1,-1,0,67,0.93125,13.0,1.0,33.0,0.0,0.34375,RS,0.93125,1.0,0.0,11,RS,0.9,0.3
2774,14348650,8,14345,Absent,16,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,11,Unicorn_Absent,-1,-1,0,88,0.93125,13.0,1.0,33.0,0.0,0.34375,RS,0.93125,1.0,0.0,11,RS,0.9,0.3
2776,14348650,9,14345,Absent,16,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,11,Unicorn_Absent,-1,-1,0,109,0.93125,13.0,1.0,33.0,0.0,0.34375,RS,0.93125,1.0,0.0,11,RS,0.9,0.3
2778,14348650,10,14345,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,125,0.9,32.0,0.18421052631578946,47.0,0.0,0.484375,UP,0.93125,1.0,0.0,11,RS,0.9,0.3
2786,14348650,14,14345,Absent,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,2,Unicorn_Absent,-1,-1,0,35,0.9875,5.0,0.027777777777777776,34.0,0.0,0.5,RS,0.9,0.18421052631578946,0.0,16,UP,0.9,0.3
2790,14348650,16,14345,Absent,22,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1,0,-9,0.9625,20.0,0.08695652173913043,47.0,0.0,0.640625,RS,0.9875,0.027777777777777776,0.0,2,RS,0.9,0.3
2792,14348650,17,14345,Absent,22,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1,0,17,0.9625,20.0,1.0,47.0,0.0,0.640625,RS,0.9625,0.08695652173913043,0.0,6,RS,0.9,0.3
2794,14348650,18,14345,Absent,22,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1,0,43,0.9625,20.0,1.0,47.0,0.8157894736842105,0.640625,RS,0.9625,1.0,0.0,6,RS,0.9,0.3
2796,14348650,19,14345,Absent,22,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,26,6,Unicorn_Absent,-1,-1,0,69,0.9625,20.0,1.0,47.0,0.8157894736842105,0.640625,RS,0.9625,1.0,0.8157894736842105,6,RS,0.9,0.3
2808,14348650,25,14345,Absent,50,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,24,8,Unicorn_Absent,-1,-1,0,136,0.95,35.0,0.1956521739130435,42.0,0.291371158392435,0.53125,RS,0.9625,1.0,0.8157894736842105,6,RS,0.9,0.3
2816,14348650,29,14345,Absent,20,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25,7,Unicorn_Absent,-1,-1,0,50,0.95625,18.0,0.23255813953488372,41.0,0.291371158392435,0.53125,RS,0.95,0.1956521739130435,0.291371158392435,8,RS,0.9,0.3
2818,14348650,30,14345,Absent,20,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25,7,Unicorn_Absent,-1,-1,0,75,0.95625,18.0,1.0,41.0,0.24637681159420288,0.53125,RS,0.95625,0.23255813953488372,0.291371158392435,7,RS,0.9,0.3
2820,14348650,31,14345,Absent,20,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25,7,Unicorn_Absent,-1,-1,0,100,0.95625,18.0,1.0,41.0,0.24637681159420288,0.53125,RS,0.95625,1.0,0.24637681159420288,7,RS,0.9,0.3
2826,14348650,34,14345,Absent,50,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,14,18,Unicorn_Absent,-1,-1,0,175,0.8875,33.0,0.24390243902439024,42.0,0.0,0.375,RS,0.95625,1.0,0.24637681159420288,7,RS,0.9,0.3
2832,14348650,37,14345,Absent,50,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,14,18,Unicorn_Absent,-1,-1,0,129,0.8875,33.0,1.0,42.0,0.0,0.375,RS,0.8875,0.24390243902439024,0.0,18,RS,0.9,0.3
2834,14348650,38,14345,Absent,50,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,14,18,Unicorn_Absent,-1,-1,0,143,0.8875,33.0,1.0,42.0,0.0,0.375,RS,0.8875,1.0,0.0,18,RS,0.9,0.3
2840,14348650,41,14345,Absent,39,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,14,18,Unicorn_Absent,-1,-1,0,219,0.8875,27.0,0.2,49.0,0.0,0.484375,RS,0.8875,1.0,0.0,18,RS,0.9,0.3
2844,14348650,43,14345,Absent,39,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,14,18,Unicorn_Absent,-1,-1,0,151,0.8875,27.0,1.0,49.0,0.0,0.484375,RS,0.8875,0.2,0.0,18,RS,0.9,0.3
2848,14348650,45,14345,Absent,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,30,2,Unicorn_Absent,-1,-1,0,213,0.9875,12.0,0.21875,18.0,0.0,0.25,RS,0.8875,1.0,0.0,18,RS,0.9,0.3
