level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
116,244,10233282,3,102396,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,17,0.8,64.0,1.0,64.0,0.0,0.5,ALL,0.0924417853680727,,,,,,0.075,70
118,246,10233282,4,102396,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,3,33,0.9,32.0,0.5,53.0,0.0,0.578125,DOWN,0.17389813739634405,0.8,1.0,0.0,32,0.0924417853680727,0.075,70
120,248,10233282,5,102396,Absent,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,65,1.0,2.0,0.030303030303030304,30.0,0.09183673469387754,0.46875,RS,0.5488116360940265,0.9,0.5,0.0,16,0.17389813739634405,0.075,70
122,256,10233282,9,102396,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,5,68,0.93125,32.0,0.0625,45.0,0.09183673469387754,0.53125,LEFT,0.18818508442027443,1.0,0.030303030303030304,0.09183673469387754,0,0.5488116360940265,0.075,70
124,258,10233282,10,102396,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,68,0.8,64.0,0.5,64.0,0.32386363636363635,0.5,ALL,0.0924417853680727,0.93125,0.0625,0.09183673469387754,11,0.18818508442027443,0.075,70
126,260,10233282,11,102396,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,100,1.0,28.0,0.4375,28.0,0.32386363636363635,0.4375,OUT,0.2103787656745015,0.8,0.5,0.32386363636363635,32,0.0924417853680727,0.075,70
128,262,10233282,12,102396,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,132,1.0,28.0,1.0,28.0,0.17559523809523808,0.4375,OUT,0.2103787656745015,1.0,0.4375,0.32386363636363635,0,0.2103787656745015,0.075,70
130,264,10233282,13,102396,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,164,1.0,28.0,1.0,28.0,0.17559523809523808,0.4375,OUT,0.2103787656745015,1.0,1.0,0.17559523809523808,0,0.2103787656745015,0.075,70
132,266,10233282,14,102396,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,196,1.0,28.0,1.0,28.0,0.25555555555555554,0.4375,OUT,0.2103787656745015,1.0,1.0,0.17559523809523808,0,0.2103787656745015,0.075,70
134,268,10233282,15,102396,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,228,1.0,28.0,1.0,28.0,0.25555555555555554,0.4375,OUT,0.2103787656745015,1.0,1.0,0.25555555555555554,0,0.2103787656745015,0.075,70
