level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
2210,4440,18928368,1,189273,Absent,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,32,1.0,6.0,1.0,7.0,0.0,0.109375,RS,0.42804449119023485,,,,,,0.075,150
2212,4442,18928368,2,189273,Absent,39,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,19,13,Unicorn_Absent,-1,-1,0,51,0.91875,29.0,0.09375,46.0,0.0,0.515625,RS,0.20444612479589325,1.0,1.0,0.0,0,0.42804449119023485,0.075,150
2214,4444,18928368,3,189273,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,3,69,0.9125,32.0,0.2708333333333333,46.0,0.09375,0.5,DOWN,0.17389813739634405,0.91875,0.09375,0.0,13,0.20444612479589325,0.075,150
2216,4452,18928368,7,189273,Absent,22,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,-18,1.0,20.0,0.18181818181818182,20.0,0.09375,0.3125,RS,0.2528970706306086,0.9125,0.2708333333333333,0.09375,14,0.17389813739634405,0.075,150
2218,4456,18928368,9,189273,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1,6,-64,0.9125,32.0,0.2682926829268293,46.0,0.06249999999999997,0.5,RIGHT,0.17389813739634405,1.0,0.18181818181818182,0.09375,0,0.2528970706306086,0.075,150
2220,4464,18928368,13,189273,Absent,48,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,15,17,Unicorn_Absent,-1,-1,0,-52,0.89375,34.0,0.3469387755102041,49.0,0.06249999999999997,0.5,RS,0.16951329224194475,0.9125,0.2682926829268293,0.06249999999999997,14,0.17389813739634405,0.075,150
2222,4466,18928368,14,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,7,-24,0.975,36.0,0.32075471698113206,39.0,0.18181818181818182,0.546875,IN,0.15734346296411772,0.89375,0.3469387755102041,0.06249999999999997,17,0.16951329224194475,0.075,150
2224,4470,18928368,16,189273,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,-60,1.0,0.0,0.0,7.0,0.18181818181818182,0.109375,NOTHING,0.6542510918525355,0.975,0.32075471698113206,0.18181818181818182,4,0.15734346296411772,0.075,150
2226,4474,18928368,18,189273,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,-106,0.9125,28.0,0.0,46.0,0.2682926829268293,0.5,OUT,0.2103787656745015,1.0,0.0,0.18181818181818182,0,0.6542510918525355,0.075,150
2228,4478,18928368,20,189273,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,Unicorn_Absent,-1,-1,4,-93,0.88125,32.0,0.30434782608695654,49.0,0.2682926829268293,0.46875,UP,0.18818508442027443,0.9125,0.0,0.2682926829268293,14,0.2103787656745015,0.075,150
2230,4480,18928368,21,189273,Absent,62,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,-5,37,Unicorn_Absent,-1,-1,0,-98,0.76875,37.0,0.3018867924528302,64.0,0.04259094942324754,0.421875,RS,0.16529888822158656,0.88125,0.30434782608695654,0.2682926829268293,19,0.18818508442027443,0.075,150
2232,4482,18928368,22,189273,Absent,62,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,19,13,Unicorn_Absent,-1,-1,0,-79,0.91875,37.0,1.0,56.0,0.04259094942324754,0.671875,RS,0.16529888822158656,0.76875,0.3018867924528302,0.04259094942324754,37,0.16529888822158656,0.075,150
2234,4484,18928368,23,189273,Absent,62,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,8,24,Unicorn_Absent,-1,-1,0,-71,0.85,37.0,1.0,45.0,0.266700662927078,0.328125,RS,0.16529888822158656,0.91875,1.0,0.04259094942324754,13,0.16529888822158656,0.075,150
2236,4486,18928368,24,189273,Absent,62,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,16,16,Unicorn_Absent,-1,-1,0,-55,0.9,37.0,1.0,55.0,0.266700662927078,0.609375,RS,0.16529888822158656,0.85,1.0,0.266700662927078,24,0.16529888822158656,0.075,150
2238,4488,18928368,25,189273,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,17,Unicorn_Absent,-1,-1,3,-40,0.89375,32.0,0.4375,49.0,1.0,0.5,DOWN,0.17389813739634405,0.9,1.0,0.266700662927078,16,0.16529888822158656,0.075,150
2240,4490,18928368,26,189273,Absent,57,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1,0,-26,0.8875,37.0,0.35294117647058826,51.0,1.0,0.515625,RS,0.16529888822158656,0.89375,0.4375,1.0,17,0.17389813739634405,0.075,150
2242,4492,18928368,27,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1,7,-12,0.8875,36.0,0.40384615384615385,50.0,0.05405405405405406,0.5,IN,0.15734346296411772,0.8875,0.35294117647058826,1.0,18,0.16529888822158656,0.075,150
2244,4494,18928368,28,189273,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1,6,20,1.0,32.0,0.36,32.0,0.05405405405405406,0.5,RIGHT,0.17389813739634405,0.8875,0.40384615384615385,0.05405405405405406,18,0.15734346296411772,0.075,150
2246,4498,18928368,30,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1,7,-30,0.8875,36.0,0.36,50.0,0.08340727595385977,0.5,IN,0.15734346296411772,1.0,0.36,0.05405405405405406,0,0.17389813739634405,0.075,150
2248,4500,18928368,31,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,2,1.0,36.0,1.0,64.0,0.08340727595385977,1.0,IN,0.15734346296411772,0.8875,0.36,0.08340727595385977,18,0.15734346296411772,0.075,150
2250,4504,18928368,33,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,66,1.0,36.0,1.0,64.0,0.2606132075471698,1.0,IN,0.15734346296411772,1.0,1.0,0.08340727595385977,0,0.15734346296411772,0.075,150
2252,4508,18928368,35,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,130,1.0,36.0,1.0,64.0,0.2606132075471698,1.0,IN,0.15734346296411772,1.0,1.0,0.2606132075471698,0,0.15734346296411772,0.075,150
2254,4510,18928368,36,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,162,1.0,36.0,1.0,64.0,0.5,1.0,IN,0.15734346296411772,1.0,1.0,0.2606132075471698,0,0.15734346296411772,0.075,150
2256,4512,18928368,37,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,194,1.0,36.0,1.0,64.0,0.5,1.0,IN,0.15734346296411772,1.0,1.0,0.5,0,0.15734346296411772,0.075,150
2258,4518,18928368,40,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,290,1.0,36.0,1.0,64.0,1.0,1.0,IN,0.15734346296411772,1.0,1.0,0.5,0,0.15734346296411772,0.075,150
2260,4524,18928368,43,189273,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,386,1.0,36.0,1.0,64.0,1.0,1.0,IN,0.15734346296411772,1.0,1.0,1.0,0,0.15734346296411772,0.075,150
