level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
292,600,12168232,1,121691,Absent,37,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,19,13,Unicorn_Absent,-1,-1,0,19,0.91875,30.0,1.0,49.0,0.0,0.5625,RS,0.18818508442027443,,,,,,0.025,150
294,602,12168232,2,121691,Absent,37,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,19,13,Unicorn_Absent,-1,-1,0,38,0.91875,30.0,1.0,49.0,0.0,0.5625,RS,0.18818508442027443,0.91875,1.0,0.0,13,0.18818508442027443,0.025,150
296,606,12168232,4,121691,Absent,36,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,30,2,Unicorn_Absent,-1,-1,0,100,0.9875,27.0,0.26666666666666666,30.0,0.0,0.4375,RS,0.21659936976800023,0.91875,1.0,0.0,13,0.18818508442027443,0.025,150
298,612,12168232,7,121691,Absent,35,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,16,16,Unicorn_Absent,-1,-1,0,68,0.9,26.0,0.325,44.0,0.0,0.4375,RS,0.22313016014842982,0.9875,0.26666666666666666,0.0,2,0.21659936976800023,0.025,150
300,614,12168232,8,121691,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1,6,82,0.8875,32.0,0.2608695652173913,48.0,0.17843137254901958,0.46875,RIGHT,0.17389813739634405,0.9,0.325,0.0,16,0.22313016014842982,0.025,150
302,624,12168232,13,121691,Absent,21,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,22,10,Unicorn_Absent,-1,-1,0,18,0.9375,18.0,0.21951219512195122,36.0,0.17843137254901958,0.40625,RS,0.27044955581396063,0.8875,0.2608695652173913,0.17843137254901958,18,0.17389813739634405,0.025,150
304,626,12168232,14,121691,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,50,1.0,0.0,0.0,36.0,0.2416666666666667,0.5625,NOTHING,0.6542510918525355,0.9375,0.21951219512195122,0.17843137254901958,10,0.27044955581396063,0.025,150
306,634,12168232,18,121691,Absent,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,0,-21,0.99375,3.0,0.0,30.0,0.2416666666666667,0.453125,RS,0.5112889476777818,1.0,0.0,0.2416666666666667,0,0.6542510918525355,0.025,150
308,636,12168232,19,121691,Absent,22,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,25,7,Unicorn_Absent,-1,-1,0,4,0.95625,20.0,0.045454545454545456,41.0,0.7391304347826086,0.53125,RS,0.2528970706306086,0.99375,0.0,0.2416666666666667,1,0.5112889476777818,0.025,150
310,638,12168232,20,121691,Absent,22,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,20,12,Unicorn_Absent,-1,-1,0,24,0.925,20.0,1.0,51.0,0.7391304347826086,0.609375,RS,0.2528970706306086,0.95625,0.045454545454545456,0.7391304347826086,7,0.2528970706306086,0.025,150
