level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
1878,3716,14572851,59,145798,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,960,1.0,64.0,1.0,64.0,0.35714285714285715,1.0,ALL,0.0924417853680727,1.0,1.0,0.6956521739130435,0,0.0924417853680727,0,1
1880,3718,14572851,60,145798,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,1,992,1.0,64.0,1.0,64.0,0.35714285714285715,1.0,ALL,0.0924417853680727,1.0,1.0,0.35714285714285715,0,0.0924417853680727,0,1
1823,3601,14572851,1,285191,Absent,36,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,15,17,Unicorn_Absent,-1,-1,9,15,0.89375,32.0,1.0,53.0,0.15625,0.5625,,0.17846392590418705,,,,,,0,1
1825,3607,14572851,4,285191,Absent,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,111,1.0,28.0,0.30434782608695654,28.0,0.15625,0.4375,,0.19878142154087985,0.89375,1.0,0.15625,17,0.17846392590418705,0,1
1827,3609,14572851,5,285191,Absent,15,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,143,1.0,14.0,0.16666666666666666,14.0,0.71875,0.21875,,0.30119421191220214,1.0,0.30434782608695654,0.15625,0,0.19878142154087985,0,1
1829,3611,14572851,6,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,175,1.0,0.0,0.0,0.0,0.71875,0.0,,0.6542510918525355,1.0,0.16666666666666666,0.71875,0,0.30119421191220214,0,1
1831,3613,14572851,7,285191,Absent,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,207,1.0,12.0,0.0,12.0,0.0,0.1875,,0.32546601999734803,1.0,0.0,0.71875,0,0.6542510918525355,0,1
1833,3617,14572851,9,285191,Absent,19,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,271,1.0,17.0,0.03571428571428571,17.0,0.0,0.265625,,0.27044955581396063,1.0,0.0,0.0,0,0.32546601999734803,0,1
1835,3629,14572851,15,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,175,1.0,0.0,0.0,3.0,0.06666666666666668,0.046875,NOTHING,0.6542510918525355,1.0,0.03571428571428571,0.0,0,0.27044955581396063,0,1
1837,3631,14572851,16,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,207,1.0,0.0,1.0,29.0,0.06666666666666668,0.453125,NOTHING,0.6542510918525355,1.0,0.0,0.06666666666666668,0,0.6542510918525355,0,1
1839,3633,14572851,17,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,239,1.0,0.0,1.0,29.0,0.35294117647058826,0.453125,NOTHING,0.6542510918525355,1.0,1.0,0.06666666666666668,0,0.6542510918525355,0,1
1841,3649,14572851,25,285191,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,184,0.9125,28.0,0.0,46.0,0.35294117647058826,0.5,OUT,0.2103787656745015,1.0,1.0,0.35294117647058826,0,0.6542510918525355,0,1
1843,3653,14572851,27,285191,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,233,0.9125,28.0,1.0,46.0,0.53125,0.5,OUT,0.2103787656745015,0.9125,0.0,0.35294117647058826,14,0.2103787656745015,0,1
1845,3657,14572851,29,285191,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,29,3,Unicorn_Absent,-1,-1,8,293,0.98125,28.0,1.0,33.0,0.53125,0.46875,OUT,0.2103787656745015,0.9125,1.0,0.53125,14,0.2103787656745015,0,1
1847,3661,14572851,31,285191,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,17,15,Unicorn_Absent,-1,-1,8,339,0.90625,28.0,1.0,45.0,0.0,0.46875,OUT,0.2103787656745015,0.98125,1.0,0.53125,3,0.2103787656745015,0,1
1849,3665,14572851,33,285191,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16,16,Unicorn_Absent,-1,-1,6,276,0.9,32.0,0.30434782608695654,48.0,0.0,0.5,RIGHT,0.17389813739634405,0.90625,1.0,0.0,15,0.2103787656745015,0,1
1851,3669,14572851,35,285191,Absent,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1,9,330,0.95,8.0,0.14285714285714285,64.0,0.0,0.875,,0.387250581508453,0.9,0.30434782608695654,0.0,16,0.17389813739634405,0,1
1853,3673,14572851,37,285191,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,Unicorn_Absent,-1,-1,1,376,0.8875,64.0,0.125,64.0,0.0,0.71875,ALL,0.0924417853680727,0.95,0.14285714285714285,0.0,8,0.387250581508453,0,1
1855,3677,14572851,39,285191,Absent,19,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,28,4,Unicorn_Absent,-1,-1,9,331,0.975,18.0,0.28125,32.0,0.0,0.4375,,0.2614163880174534,0.8875,0.125,0.0,18,0.0924417853680727,0,1
1857,3679,14572851,40,285191,Absent,19,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,28,4,Unicorn_Absent,-1,-1,9,359,0.975,18.0,1.0,32.0,0.0,0.4375,,0.2614163880174534,0.975,0.28125,0.0,4,0.2614163880174534,0,1
1859,3681,14572851,41,285191,Absent,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,9,391,1.0,2.0,0.1111111111111111,37.0,0.0,0.578125,,0.5488116360940265,0.975,1.0,0.0,4,0.2614163880174534,0,1
1861,3683,14572851,42,285191,Absent,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,7,Unicorn_Absent,-1,-1,9,416,0.95625,12.0,0.0,39.0,0.0,0.5,,0.32546601999734803,1.0,0.1111111111111111,0.0,0,0.5488116360940265,0,1
1863,3687,14572851,44,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,480,1.0,0.0,0.0,64.0,0.0,1.0,NOTHING,0.6542510918525355,0.95625,0.0,0.0,7,0.32546601999734803,0,1
1865,3691,14572851,46,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,544,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,0.6542510918525355,1.0,0.0,0.0,0,0.6542510918525355,0,1
1867,3695,14572851,48,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,608,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,0.6542510918525355,1.0,1.0,0.0,0,0.6542510918525355,0,1
1869,3699,14572851,50,285191,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,672,1.0,0.0,1.0,64.0,0.0,1.0,NOTHING,0.6542510918525355,1.0,1.0,0.0,0,0.6542510918525355,0,1
