level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
1354,2640,10089827,1,100867,Absent,25,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,25,7,Unicorn_Absent,-1,-1,0,25,0.95625,21.0,1.0,32.0,0.0,0.390625,RS,0.23722423237162518,,,,,,0,1.5
1356,2650,10089827,6,100867,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1,7,-65,0.775,36.0,0.26666666666666666,36.0,0.0,0.0,IN,0.15734346296411772,0.95625,1.0,0.0,7,0.23722423237162518,0,1.5
1358,2654,10089827,8,100867,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,-133,1.0,32.0,0.36,32.0,0.0927536231884058,0.5,UP,0.18818508442027443,0.775,0.26666666666666666,0.0,36,0.15734346296411772,0,1.5
1360,2656,10089827,9,100867,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,-101,1.0,32.0,1.0,64.0,0.0927536231884058,1.0,UP,0.18818508442027443,1.0,0.36,0.0927536231884058,0,0.18818508442027443,0,1.5
1362,2660,10089827,11,100867,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,-51,0.9125,28.0,0.30434782608695654,46.0,0.36,0.5,OUT,0.2103787656745015,1.0,1.0,0.0927536231884058,0,0.18818508442027443,0,1.5
1364,2668,10089827,15,100867,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,58,1.0,32.0,0.30434782608695654,32.0,0.36,0.5,UP,0.18818508442027443,0.9125,0.30434782608695654,0.36,14,0.2103787656745015,0,1.5
1366,2670,10089827,16,100867,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,4,90,1.0,32.0,1.0,32.0,1.0,0.5,UP,0.18818508442027443,1.0,0.30434782608695654,0.36,0,0.18818508442027443,0,1.5
1368,2672,10089827,17,100867,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,122,1.0,32.0,0.0,64.0,1.0,1.0,DOWN,0.17389813739634405,1.0,1.0,1.0,0,0.18818508442027443,0,1.5
1370,2674,10089827,18,100867,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,3,154,1.0,32.0,1.0,64.0,0.028985507246376774,1.0,DOWN,0.17389813739634405,1.0,0.0,1.0,0,0.17389813739634405,0,1.5
1372,2678,10089827,20,100867,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,28,Unicorn_Absent,-1,-1,8,80,0.825,28.0,0.30434782608695654,28.0,0.028985507246376774,0.0,OUT,0.2103787656745015,1.0,1.0,0.028985507246376774,0,0.17389813739634405,0,1.5
