index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
840,14933275,1,1493,Absent,23,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,22,10,Unicorn_Absent,-1,-1.0,0,22,0.9375,19.0,1.0,43.0,0.0,0.515625,RS,,,,,,0.9,0.1
842,14933275,2,1493,Absent,23,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,22,10,Unicorn_Absent,-1,-1.0,0,44,0.9375,19.0,1.0,43.0,0.0,0.515625,RS,0.9375,1.0,0.0,10,RS,0.9,0.1
850,14933275,6,1493,Absent,39,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,50,0.9375,28.0,0.14634146341463414,40.0,0.0,0.46875,RS,0.9375,1.0,0.0,10,RS,0.9,0.1
852,14933275,7,1493,Absent,39,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,72,0.9375,28.0,1.0,40.0,0.0,0.46875,RS,0.9375,0.14634146341463414,0.0,10,RS,0.9,0.1
854,14933275,8,1493,Absent,39,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,94,0.9375,28.0,1.0,40.0,0.04514789828749352,0.46875,RS,0.9375,1.0,0.0,10,RS,0.9,0.1
856,14933275,9,1493,Absent,39,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,116,0.9375,28.0,1.0,40.0,0.04514789828749352,0.46875,RS,0.9375,1.0,0.04514789828749352,10,RS,0.9,0.1
862,14933275,12,1493,Absent,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,111,0.99375,3.0,0.0,24.0,0.0,0.359375,RS,0.9375,1.0,0.04514789828749352,10,RS,0.9,0.1
864,14933275,13,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,118,0.84375,37.0,0.02564102564102564,55.0,0.0,0.46875,RS,0.99375,0.0,0.0,1,RS,0.9,0.1
866,14933275,14,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,125,0.84375,37.0,1.0,55.0,0.0,0.46875,RS,0.84375,0.02564102564102564,0.0,25,RS,0.9,0.1
870,14933275,16,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,152,0.84375,37.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.9,0.1
872,14933275,17,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,159,0.84375,37.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.9,0.1
876,14933275,19,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,191,0.84375,37.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.9,0.1
882,14933275,22,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,250,0.84375,37.0,1.0,55.0,1.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.9,0.1
886,14933275,24,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,277,0.84375,37.0,1.0,55.0,1.0,0.46875,RS,0.84375,1.0,1.0,25,RS,0.9,0.1
890,14933275,26,1493,Absent,48,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,7,25,Unicorn_Absent,-1,-1.0,0,306,0.84375,37.0,1.0,55.0,0.328525641025641,0.46875,RS,0.84375,1.0,1.0,25,RS,0.9,0.1
894,14933275,28,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,352,0.8875,37.0,0.32142857142857145,48.0,0.328525641025641,0.46875,RS,0.84375,1.0,0.328525641025641,25,RS,0.9,0.1
896,14933275,29,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,366,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,0.32142857142857145,0.328525641025641,18,RS,0.9,0.1
898,14933275,30,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,380,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
900,14933275,31,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,394,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
904,14933275,33,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,326,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
906,14933275,34,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,340,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
910,14933275,36,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,272,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
914,14933275,38,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,306,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
918,14933275,40,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,238,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
920,14933275,41,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,252,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
922,14933275,42,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,266,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
924,14933275,43,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,280,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
926,14933275,44,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,294,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
928,14933275,45,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,308,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
934,14933275,48,1493,Absent,56,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,370,0.8875,37.0,1.0,48.0,0.0,0.46875,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
940,14933275,51,1493,Absent,34,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,340,0.925,27.0,0.30612244897959184,48.0,0.09033613445378147,0.5625,RS,0.8875,1.0,0.0,18,RS,0.9,0.1
944,14933275,53,1493,Absent,34,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,383,0.925,27.0,1.0,48.0,0.09033613445378147,0.5625,RS,0.925,0.30612244897959184,0.09033613445378147,12,RS,0.9,0.1
946,14933275,54,1493,Absent,34,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,403,0.925,27.0,1.0,48.0,0.0,0.5625,RS,0.925,1.0,0.09033613445378147,12,RS,0.9,0.1
948,14933275,55,1493,Absent,34,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,423,0.925,27.0,1.0,48.0,0.0,0.5625,RS,0.925,1.0,0.0,12,RS,0.9,0.1
950,14933275,56,1493,Absent,34,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,20,12,Unicorn_Absent,-1,-1.0,0,443,0.925,27.0,1.0,48.0,0.0,0.5625,RS,0.925,1.0,0.0,12,RS,0.9,0.1
954,14933275,58,1493,Absent,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,506,0.99375,6.0,0.1,31.0,0.0,0.46875,RS,0.925,1.0,0.0,12,RS,0.9,0.1
956,14933275,59,1493,Absent,24,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,532,0.9625,20.0,0.23809523809523808,40.0,0.0,0.53125,RS,0.99375,0.1,0.0,1,RS,0.9,0.1
958,14933275,60,1493,Absent,24,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,558,0.9625,20.0,1.0,40.0,0.0,0.53125,RS,0.9625,0.23809523809523808,0.0,6,RS,0.9,0.1
841,14933275,1,327586,Absent,51,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,22,10,Unicorn_Absent,-1,-1.0,9,22,0.9375,34.0,1.0,43.0,0.0,0.515625,,,,,,,0.9,0.1
843,14933275,2,327586,Absent,51,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,22,10,Unicorn_Absent,-1,-1.0,9,44,0.9375,34.0,1.0,43.0,0.0,0.515625,,0.9375,1.0,0.0,10,,0.9,0.1
851,14933275,6,327586,Absent,26,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,9,50,0.9375,22.0,0.19148936170212766,40.0,0.0,0.46875,,0.9375,1.0,0.0,10,,0.9,0.1
853,14933275,7,327586,Absent,26,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,9,72,0.9375,22.0,1.0,40.0,0.0,0.46875,,0.9375,0.19148936170212766,0.0,10,,0.9,0.1
855,14933275,8,327586,Absent,26,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,9,94,0.9375,22.0,1.0,40.0,0.0,0.46875,,0.9375,1.0,0.0,10,,0.9,0.1
857,14933275,9,327586,Absent,26,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,9,116,0.9375,22.0,1.0,40.0,0.0,0.46875,,0.9375,1.0,0.0,10,,0.9,0.1
863,14933275,12,327586,Absent,26,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31,1,Unicorn_Absent,-1,-1.0,9,111,0.99375,22.0,1.0,24.0,0.0,0.359375,,0.9375,1.0,0.0,10,,0.9,0.1
865,14933275,13,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,118,0.84375,43.0,0.3541666666666667,55.0,0.0,0.46875,,0.99375,1.0,0.0,1,,0.9,0.1
867,14933275,14,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,125,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,0.3541666666666667,0.0,25,,0.9,0.1
871,14933275,16,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,152,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
873,14933275,17,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,159,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
877,14933275,19,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,191,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
883,14933275,22,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,250,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
887,14933275,24,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,277,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
891,14933275,26,327586,Absent,59,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,7,25,Unicorn_Absent,-1,-1.0,9,306,0.84375,43.0,1.0,55.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
895,14933275,28,327586,Absent,38,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,14,18,Unicorn_Absent,-1,-1.0,9,352,0.8875,29.0,0.4117647058823529,48.0,0.0,0.46875,,0.84375,1.0,0.0,25,,0.9,0.1
