level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
654,1320,16025119,1,160217,Absent,10,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,27,0.96875,9.0,1.0,45.0,0.0,0.625,RS,0.36972808936944906,,,,,,50,0.5
656,1322,16025119,2,160217,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,36,Unicorn_Absent,-1,-1.0,7,23,0.775,36.0,0.046511627906976744,36.0,0.0,0.0,IN,0.15734346296411772,0.96875,1.0,0.0,5,0.36972808936944906,50,0.5
658,1334,16025119,8,160217,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,5,-180,0.9,32.0,0.36,48.0,0.3534883720930233,0.5,LEFT,0.18818508442027443,0.775,0.046511627906976744,0.0,36,0.15734346296411772,50,0.5
660,1338,16025119,10,160217,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,3,-141,0.9,32.0,0.3333333333333333,48.0,0.3534883720930233,0.5,DOWN,0.17389813739634405,0.9,0.36,0.3534883720930233,16,0.18818508442027443,50,0.5
662,1346,16025119,14,160217,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,-13,1.0,32.0,1.0,64.0,0.0,1.0,DOWN,0.17389813739634405,0.9,0.3333333333333333,0.3534883720930233,16,0.17389813739634405,50,0.5
664,1356,16025119,19,160217,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,4,109,0.9,32.0,0.0,48.0,0.0,0.5,UP,0.18818508442027443,1.0,1.0,0.0,0,0.17389813739634405,50,0.5
666,1358,16025119,20,160217,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,109,0.8,32.0,0.3333333333333333,32.0,0.0,0.0,RIGHT,0.17389813739634405,0.9,0.0,0.0,16,0.18818508442027443,50,0.5
668,1362,16025119,22,160217,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,4,127,0.9,32.0,0.3333333333333333,48.0,0.0,0.5,UP,0.18818508442027443,0.8,0.3333333333333333,0.0,32,0.17389813739634405,50,0.5
670,1366,16025119,24,160217,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,77,0.8875,36.0,0.36,50.0,0.6666666666666667,0.5,IN,0.15734346296411772,0.9,0.3333333333333333,0.0,16,0.18818508442027443,50,0.5
672,1368,16025119,25,160217,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,95,0.9125,28.0,0.0,46.0,0.6666666666666667,0.5,OUT,0.2103787656745015,0.8875,0.36,0.6666666666666667,18,0.15734346296411772,50,0.5
