level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
990,2040,13574949,1,135754,Absent,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,29,3,Unicorn_Absent,-1,-1.0,0,29,0.98125,12.0,1.0,26.0,0.0,0.359375,RS,0.32546601999734803,,,,,,0.025,0
992,2042,13574949,2,135754,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,7,51,0.9375,36.0,0.23076923076923078,43.0,0.0,0.515625,IN,0.15734346296411772,0.98125,1.0,0.0,3,0.32546601999734803,0.025,0
994,2046,13574949,4,135754,Absent,43,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,22,10,Unicorn_Absent,-1,-1.0,0,102,0.9375,32.0,0.3333333333333333,39.0,0.058355437665782495,0.453125,RS,0.17846392590418705,0.9375,0.23076923076923078,0.0,10,0.15734346296411772,0.025,0
996,2052,13574949,7,135754,Absent,17,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,83,0.96875,15.0,0.23684210526315788,26.0,0.058355437665782495,0.328125,RS,0.2902735027026453,0.9375,0.3333333333333333,0.058355437665782495,10,0.17846392590418705,0.025,0
998,2056,13574949,9,135754,Absent,17,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,41,0.96875,15.0,1.0,26.0,0.6666666666666667,0.328125,RS,0.2902735027026453,0.96875,0.23684210526315788,0.058355437665782495,5,0.2902735027026453,0.025,0
1000,2058,13574949,10,135754,Absent,17,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,27,5,Unicorn_Absent,-1,-1.0,0,68,0.96875,15.0,1.0,26.0,0.6666666666666667,0.328125,RS,0.2902735027026453,0.96875,1.0,0.6666666666666667,5,0.2902735027026453,0.025,0
1002,2060,13574949,11,135754,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,1,84,0.9,64.0,0.234375,64.0,0.13684210526315788,0.75,ALL,0.0924417853680727,0.96875,1.0,0.6666666666666667,5,0.2902735027026453,0.025,0
1004,2066,13574949,14,135754,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,74,1.0,0.0,0.0,36.0,0.13684210526315788,0.5625,RS,0.6542510918525355,0.9,0.234375,0.13684210526315788,16,0.0924417853680727,0.025,0
1006,2070,13574949,16,135754,Absent,53,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,14,18,Unicorn_Absent,-1,-1.0,0,6,0.8875,38.0,0.0,52.0,0.0,0.53125,RS,0.1535852641307536,1.0,0.0,0.13684210526315788,0,0.6542510918525355,0.025,0
1008,2076,13574949,19,135754,Absent,26,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,21,11,Unicorn_Absent,-1,-1.0,0,-26,0.93125,22.0,0.30434782608695654,44.0,0.0,0.515625,RS,0.22999588864622464,0.8875,0.0,0.0,18,0.1535852641307536,0.025,0
