level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
2568,5040,10201144,1,102050,Absent,37,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,0,24,0.95,25.0,1.0,30.0,0.0,0.34375,RS,0.2103787656745015,,,,,,100,1
2570,5042,10201144,2,102050,Absent,37,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,18,14,Unicorn_Absent,-1,-1.0,0,42,0.9125,25.0,1.0,43.0,0.0,0.453125,RS,0.2103787656745015,0.95,1.0,0.0,8,0.2103787656745015,100,1
2572,5046,10201144,4,102050,Absent,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,101,0.96875,13.0,0.26666666666666666,40.0,0.8157894736842105,0.546875,RS,0.3128926858743503,0.9125,1.0,0.0,14,0.2103787656745015,100,1
2574,5048,10201144,5,102050,Absent,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,127,0.9625,13.0,1.0,35.0,0.8157894736842105,0.453125,RS,0.3128926858743503,0.96875,0.26666666666666666,0.8157894736842105,5,0.3128926858743503,100,1
2576,5056,10201144,9,102050,Absent,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,0,134,0.95,13.0,1.0,37.0,0.26666666666666666,0.453125,RS,0.3128926858743503,0.9625,1.0,0.8157894736842105,6,0.3128926858743503,100,1
2578,5060,10201144,11,102050,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,94,1.0,32.0,0.125,34.0,0.26666666666666666,0.53125,RIGHT,0.17389813739634405,0.95,1.0,0.26666666666666666,8,0.3128926858743503,100,1
2580,5062,10201144,12,102050,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,6,112,0.9125,32.0,1.0,51.0,0.6956521739130435,0.578125,RIGHT,0.17389813739634405,1.0,0.125,0.26666666666666666,0,0.17389813739634405,100,1
2582,5068,10201144,15,102050,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,184,1.0,32.0,1.0,64.0,0.6956521739130435,1.0,RIGHT,0.17389813739634405,0.9125,1.0,0.6956521739130435,14,0.17389813739634405,100,1
2584,5070,10201144,16,102050,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,216,1.0,32.0,1.0,64.0,0.6956521739130435,1.0,RIGHT,0.17389813739634405,1.0,1.0,0.6956521739130435,0,0.17389813739634405,100,1
2586,5078,10201144,20,102050,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,344,1.0,32.0,1.0,64.0,0.6956521739130435,1.0,RIGHT,0.17389813739634405,1.0,1.0,0.6956521739130435,0,0.17389813739634405,100,1
