level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
2558,5160,12298034,1,122958,Absent,13,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,7,Unicorn_Absent,-1,-1,0,25,0.95625,12.0,1.0,33.0,0.0,0.40625,RS,0.3390304398248439,,,,,,0.15,1
2560,5164,12298034,3,122958,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,89,1.0,32.0,0.15789473684210525,32.0,0.0,0.5,LEFT,0.18818508442027443,0.95625,1.0,0.0,7,0.3390304398248439,0.15,1
2562,5166,12298034,4,122958,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,121,1.0,32.0,1.0,32.0,0.15789473684210525,0.5,LEFT,0.18818508442027443,1.0,0.15789473684210525,0.0,0,0.18818508442027443,0.15,1
2564,5168,12298034,5,122958,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,5,153,1.0,32.0,1.0,32.0,0.15789473684210525,0.5,LEFT,0.18818508442027443,1.0,1.0,0.15789473684210525,0,0.18818508442027443,0.15,1
2566,5174,12298034,8,122958,Absent,62,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,11,21,Unicorn_Absent,-1,-1,0,132,0.86875,45.0,0.5098039215686274,56.0,0.0,0.546875,RS,0.13669886006878335,1.0,1.0,0.15789473684210525,0,0.18818508442027443,0.15,1
2568,5180,12298034,11,122958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,103,0.9125,28.0,0.35185185185185186,46.0,0.0,0.5,OUT,0.2103787656745015,0.86875,0.5098039215686274,0.0,21,0.13669886006878335,0.15,1
2570,5182,12298034,12,122958,Absent,31,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,17,15,Unicorn_Absent,-1,-1,0,120,0.90625,27.0,0.30952380952380953,44.0,0.0,0.453125,RS,0.20444612479589325,0.9125,0.35185185185185186,0.0,14,0.2103787656745015,0.15,1
2572,5184,12298034,13,122958,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1,8,138,0.9125,28.0,0.30952380952380953,46.0,0.0,0.5,OUT,0.2103787656745015,0.90625,0.30952380952380953,0.0,15,0.20444612479589325,0.15,1
2574,5200,12298034,21,122958,Absent,44,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,17,15,Unicorn_Absent,-1,-1,0,187,0.90625,34.0,0.3191489361702128,47.0,0.5098039215686274,0.5,RS,0.16529888822158656,0.9125,0.30952380952380953,0.0,14,0.2103787656745015,0.15,1
2576,5202,12298034,22,122958,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,7,219,1.0,36.0,0.37254901960784315,64.0,0.5098039215686274,1.0,IN,0.15734346296411772,0.90625,0.3191489361702128,0.5098039215686274,15,0.16529888822158656,0.15,1
