level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
2582,5162,11266054,2,11261,Absent,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,-39,0.975,5.0,1.0,33.0,0.0,0.453125,RS,0.45215719036181795,,,,,,1,1
2584,5164,11266054,3,11261,Absent,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,-11,0.975,5.0,1.0,33.0,0.0,0.453125,RS,0.45215719036181795,0.975,1.0,0.0,4,0.45215719036181795,1,1
2586,5168,11266054,5,11261,Absent,25,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,22,10,Unicorn_Absent,-1,-1.0,0,43,0.9375,19.0,0.09090909090909091,41.0,0.0,0.484375,RS,0.2614163880174534,0.975,1.0,0.0,4,0.45215719036181795,1,1
2588,5170,11266054,6,11261,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,43,0.8,64.0,0.296875,64.0,0.0,0.5,ALL,0.0924417853680727,0.9375,0.09090909090909091,0.0,10,0.2614163880174534,1,1
2590,5172,11266054,7,11261,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,75,1.0,0.0,0.0,32.0,0.9090909090909091,0.5,NOTHING,0.6542510918525355,0.8,0.296875,0.0,32,0.0924417853680727,1,1
2592,5174,11266054,8,11261,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,107,1.0,0.0,1.0,32.0,0.9090909090909091,0.5,NOTHING,0.6542510918525355,1.0,0.0,0.9090909090909091,0,0.6542510918525355,1,1
2594,5180,11266054,11,11261,Absent,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,0,93,0.9125,26.0,0.0,40.0,0.703125,0.40625,RS,0.20444612479589325,1.0,1.0,0.9090909090909091,0,0.6542510918525355,1,1
2596,5186,11266054,14,11261,Absent,47,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,172,0.93125,30.0,0.19148936170212766,39.0,0.703125,0.4375,RS,0.18322208643830706,0.9125,0.0,0.703125,14,0.20444612479589325,1,1
2598,5188,11266054,15,11261,Absent,47,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,193,0.93125,30.0,1.0,39.0,0.0,0.4375,RS,0.18322208643830706,0.93125,0.19148936170212766,0.703125,11,0.18322208643830706,1,1
2600,5190,11266054,16,11261,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,23,9,Unicorn_Absent,-1,-1.0,8,216,0.94375,28.0,0.3181818181818182,39.0,0.0,0.46875,OUT,0.2103787656745015,0.93125,1.0,0.0,11,0.18322208643830706,1,1
2602,5192,11266054,17,11261,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,8,234,0.9125,28.0,1.0,46.0,0.0,0.5,OUT,0.2103787656745015,0.94375,0.3181818181818182,0.0,9,0.2103787656745015,1,1
