index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
3725,11609536,3,95369,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,27,5,Unicorn_Absent,-1,-1,6,-12,0.96875,32.0,1.0,41.0,0.0,0.5625,RIGHT,,,,,,0.3,0.9
3727,11609536,4,95369,Absent,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,3,Unicorn_Absent,-1,-1,9,17,0.98125,13.0,0.18421052631578946,24.0,0.0,0.328125,,0.96875,1.0,0.0,5,RIGHT,0.3,0.9
3729,11609536,5,95369,Absent,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,3,Unicorn_Absent,-1,-1,9,46,0.98125,13.0,1.0,24.0,0.8157894736842105,0.328125,,0.98125,0.18421052631578946,0.0,3,,0.3,0.9
3733,11609536,7,95369,Absent,42,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,13,19,Unicorn_Absent,-1,-1,9,91,0.88125,31.0,0.1282051282051282,43.0,0.8157894736842105,0.375,,0.98125,1.0,0.8157894736842105,3,,0.3,0.9
3737,11609536,9,95369,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,1,122,0.8,64.0,0.484375,64.0,0.0,0.5,ALL,0.88125,0.1282051282051282,0.8157894736842105,19,,0.3,0.9
3757,11609536,19,95369,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,115,1.0,0.0,0.0,36.0,0.0,0.5625,NOTHING,0.8,0.484375,0.0,32,ALL,0.3,0.9
3759,11609536,20,95369,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,147,1.0,0.0,1.0,36.0,0.02564102564102566,0.5625,NOTHING,1.0,0.0,0.0,0,NOTHING,0.3,0.9
3769,11609536,25,95369,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,8,211,1.0,28.0,0.0,64.0,0.02564102564102566,1.0,OUT,1.0,1.0,0.02564102564102566,0,NOTHING,0.3,0.9
3777,11609536,29,95369,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,8,339,1.0,28.0,1.0,64.0,0.11480978260869568,1.0,OUT,1.0,0.0,0.02564102564102566,0,OUT,0.3,0.9
3781,11609536,31,95369,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1,8,403,1.0,28.0,1.0,64.0,0.11480978260869568,1.0,OUT,1.0,1.0,0.11480978260869568,0,OUT,0.3,0.9
