index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
4200,12306190,1,123041,Absent,42,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,25,0.95625,30.0,1.0,50.0,0.0,0.671875,RS,,,,,,0.5,0.6
4208,12306190,5,123041,Absent,42,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,10,22,Unicorn_Absent,-1,-1,0,118,0.8625,30.0,1.0,40.0,0.0,0.28125,RS,0.95625,1.0,0.0,7,RS,0.5,0.6
4210,12306190,6,123041,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1,6,118,0.8,32.0,0.55,32.0,0.6888888888888889,0.0,RIGHT,0.8625,1.0,0.0,22,RS,0.5,0.6
4212,12306190,7,123041,Absent,47,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,145,0.96875,32.0,0.391304347826087,39.0,0.6888888888888889,0.53125,RS,0.8,0.55,0.6888888888888889,32,RIGHT,0.5,0.6
4222,12306190,12,123041,Absent,30,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,24,8,Unicorn_Absent,-1,-1,0,201,0.95,22.0,0.14893617021276595,41.0,0.44999999999999996,0.515625,RS,0.96875,0.391304347826087,0.6888888888888889,5,RS,0.5,0.6
4226,12306190,14,123041,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1,5,246,0.8875,32.0,0.2558139534883721,44.0,0.44999999999999996,0.40625,LEFT,0.95,0.14893617021276595,0.44999999999999996,8,RS,0.5,0.6
4230,12306190,16,123041,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,304,1.0,0.0,0.0,30.0,0.2630992196209588,0.46875,NOTHING,0.8875,0.2558139534883721,0.44999999999999996,18,LEFT,0.5,0.6
4236,12306190,19,123041,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,208,1.0,0.0,1.0,11.0,0.2630992196209588,0.171875,NOTHING,1.0,0.0,0.2630992196209588,0,NOTHING,0.5,0.6
4246,12306190,24,123041,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1,5,236,0.8875,32.0,0.0,50.0,0.0018773466833541808,0.5,LEFT,1.0,1.0,0.2630992196209588,0,NOTHING,0.5,0.6
4248,12306190,25,123041,Absent,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,23,9,Unicorn_Absent,-1,-1,0,259,0.94375,20.0,0.23809523809523808,47.0,0.0018773466833541808,0.59375,RS,0.8875,0.0,0.0018773466833541808,18,LEFT,0.5,0.6
