level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
238,486,13407589,4,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,8,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,,,,,,0,70
240,488,13407589,5,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,27,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
242,490,13407589,6,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,46,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
244,492,13407589,7,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,65,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
246,496,13407589,9,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,7,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
248,498,13407589,10,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,26,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
250,500,13407589,11,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,45,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
252,502,13407589,12,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,64,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
254,504,13407589,13,134053,Absent,46,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,19,13,Unicorn_Absent,-1,-1.0,0,83,0.91875,33.0,1.0,43.0,0.0,0.46875,RS,0.16951329224194475,0.91875,1.0,0.0,13,0.16951329224194475,0,70
256,508,13407589,15,134053,Absent,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,141,0.96875,13.0,0.09523809523809523,30.0,0.0,0.390625,RS,0.3128926858743503,0.91875,1.0,0.0,13,0.16951329224194475,0,70
258,512,13407589,17,134053,Absent,12,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,0,201,0.98125,10.0,0.0,36.0,0.0,0.515625,RS,0.35372677547714554,0.96875,0.09523809523809523,0.0,5,0.3128926858743503,0,70
260,518,13407589,20,134053,Absent,45,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,12,20,Unicorn_Absent,-1,-1.0,0,248,0.875,35.0,0.18421052631578946,51.0,0.0,0.484375,RS,0.17389813739634405,0.98125,0.0,0.0,3,0.35372677547714554,0,70
