level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Zeta
114,242,11318657,2,11318,Absent,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,27,5,Unicorn_Absent,-1,-1,0,59,0.96875,18.0,1.0,37.0,0.0,0.5,RS,0.2614163880174534,,,,,,120,0
116,244,11318657,3,11318,Absent,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,27,5,Unicorn_Absent,-1,-1,0,86,0.96875,18.0,1.0,37.0,0.0,0.5,RS,0.2614163880174534,0.96875,1.0,0.0,5,0.2614163880174534,120,0
118,250,11318657,6,11318,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1,4,58,0.9,32.0,0.16279069767441862,48.0,0.0,0.5,UP,0.18818508442027443,0.96875,1.0,0.0,5,0.2614163880174534,120,0
120,252,11318657,7,11318,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1,3,74,0.9,32.0,0.0,48.0,0.0,0.5,DOWN,0.17389813739634405,0.9,0.16279069767441862,0.0,16,0.18818508442027443,120,0
122,254,11318657,8,11318,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,Unicorn_Absent,-1,-1,4,85,0.86875,32.0,0.0,52.0,0.028698664027709042,0.484375,UP,0.18818508442027443,0.9,0.0,0.0,16,0.17389813739634405,120,0
124,266,11318657,14,11318,Absent,48,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,12,20,Unicorn_Absent,-1,-1,0,140,0.875,35.0,0.425531914893617,47.0,0.028698664027709042,0.421875,RS,0.17389813739634405,0.86875,0.0,0.028698664027709042,21,0.18818508442027443,120,0
126,270,11318657,16,11318,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1,3,193,0.93125,32.0,0.28846153846153844,43.0,0.0,0.5,DOWN,0.17389813739634405,0.875,0.425531914893617,0.028698664027709042,20,0.17389813739634405,120,0
128,272,11318657,17,11318,Absent,18,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1,0,217,0.95,17.0,0.225,41.0,0.0,0.515625,RS,0.27044955581396063,0.93125,0.28846153846153844,0.0,11,0.17389813739634405,120,0
130,276,11318657,19,11318,Absent,49,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,18,14,Unicorn_Absent,-1,-1,0,155,0.9125,35.0,0.15555555555555556,53.0,0.37735849056603776,0.609375,RS,0.16529888822158656,0.95,0.225,0.0,8,0.27044955581396063,120,0
132,284,11318657,23,11318,Absent,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,1,Unicorn_Absent,-1,-1,0,149,0.99375,6.0,0.10810810810810811,15.0,0.37735849056603776,0.21875,RS,0.42804449119023485,0.9125,0.15555555555555556,0.37735849056603776,14,0.16529888822158656,120,0
134,288,11318657,25,11318,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,20,Unicorn_Absent,-1,-1,5,193,0.875,32.0,0.08571428571428572,55.0,0.02168576104746317,0.546875,LEFT,0.18818508442027443,0.99375,0.10810810810810811,0.37735849056603776,1,0.42804449119023485,120,0
136,296,11318657,29,11318,Absent,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,Unicorn_Absent,-1,-1,0,219,0.99375,4.0,0.058823529411764705,35.0,0.02168576104746317,0.53125,RS,0.4795788659294993,0.875,0.08571428571428572,0.02168576104746317,20,0.18818508442027443,120,0
