Dyad,Player,Round,Category,RegionGo,Score,FRASim
3325887521,875214,37,LEFT,LEFT,32,0.0
3325887521,875214,38,LEFT,LEFT,32,0.0
3325887521,875214,39,LEFT,LEFT,32,0.0
3325887521,875214,40,LEFT,LEFT,32,0.0
3325887521,875214,41,LEFT,LEFT,32,0.0
3325887521,875214,42,LEFT,LEFT,32,0.0
3325887521,875214,43,LEFT,LEFT,32,0.0
3325887521,875214,45,LEFT,LEFT,32,0.0
3325887521,875214,46,LEFT,LEFT,32,0.0
3325887521,875214,47,LEFT,LEFT,32,0.0
3325887521,875214,48,LEFT,LEFT,32,0.0
3325887521,875214,49,LEFT,LEFT,32,0.0
3325887521,875214,50,LEFT,LEFT,32,0.0
3325887521,875214,51,LEFT,LEFT,32,0.0
3325887521,875214,53,LEFT,LEFT,32,0.0
3325887521,875214,54,LEFT,LEFT,32,0.0
3325887521,875214,55,LEFT,,32,
3456654266,345668,1,RS,RS,16,0.5404
3456654266,345668,4,RS,RS,17,0.5778
3456654266,345668,8,RS,OUT,17,0.4458
3456654266,345668,10,OUT,IN,4,0.6087
3456654266,345668,12,IN,DOWN,-4,0.72
3456654266,345668,14,DOWN,DOWN,0,0.6667
3456654266,345668,16,DOWN,DOWN,0,0.6667
3456654266,345668,17,DOWN,DOWN,0,0.6667
3456654266,345668,19,DOWN,DOWN,0,0.6667
3456654266,345668,21,DOWN,DOWN,0,0.6667
3456654266,345668,22,DOWN,DOWN,0,0.6667
3456654266,345668,23,DOWN,DOWN,0,0.6667
3456654266,345668,26,DOWN,DOWN,0,0.6667
3456654266,345668,28,DOWN,DOWN,0,0.6667
3456654266,345668,29,DOWN,DOWN,0,0.6667
3456654266,345668,32,DOWN,DOWN,0,0.6667
3456654266,345668,34,DOWN,DOWN,0,0.6667
3456654266,345668,35,DOWN,DOWN,0,0.6667
3456654266,345668,37,DOWN,DOWN,0,0.6667
3456654266,345668,40,DOWN,DOWN,0,0.6667
3456654266,345668,42,DOWN,DOWN,0,0.6667
3456654266,345668,43,DOWN,DOWN,0,0.6667
3456654266,345668,44,DOWN,DOWN,0,0.6667
3456654266,345668,51,DOWN,DOWN,0,0.6667
3456654266,345668,53,DOWN,DOWN,0,0.6667
3456654266,345668,54,DOWN,DOWN,0,0.6667
3456654266,345668,55,DOWN,DOWN,0,0.6667
3456654266,345668,58,DOWN,DOWN,0,0.6667
3456654266,345668,59,DOWN,DOWN,0,0.6667
3456654266,345668,60,DOWN,,0,
3456654266,542669,1,RS,RS,16,0.48
3456654266,542669,4,RS,RS,17,0.4868
3456654266,542669,8,RS,OUT,17,0.6098
3456654266,542669,10,OUT,IN,4,0.6087
3456654266,542669,12,IN,DOWN,-4,0.72
3456654266,542669,14,DOWN,DOWN,0,0.6667
3456654266,542669,16,DOWN,DOWN,0,0.6667
3456654266,542669,17,DOWN,DOWN,0,0.6667
3456654266,542669,19,DOWN,DOWN,0,0.6667
3456654266,542669,21,DOWN,DOWN,0,0.6667
3456654266,542669,22,DOWN,DOWN,0,0.6667
3456654266,542669,23,DOWN,DOWN,0,0.6667
3456654266,542669,26,DOWN,DOWN,0,0.6667
3456654266,542669,28,DOWN,DOWN,0,0.6667
3456654266,542669,29,DOWN,DOWN,0,0.6667
3456654266,542669,32,DOWN,DOWN,0,0.6667
3456654266,542669,34,DOWN,DOWN,0,0.6667
3456654266,542669,35,DOWN,DOWN,0,0.6667
3456654266,542669,37,DOWN,DOWN,0,0.6667
3456654266,542669,40,DOWN,DOWN,0,0.6667
3456654266,542669,42,DOWN,DOWN,0,0.6667
3456654266,542669,43,DOWN,DOWN,0,0.6667
3456654266,542669,44,DOWN,DOWN,0,0.6667
3456654266,542669,51,DOWN,DOWN,0,0.6667
3456654266,542669,53,DOWN,DOWN,0,0.6667
3456654266,542669,54,DOWN,DOWN,0,0.6667
3456654266,542669,55,DOWN,DOWN,0,0.6667
3456654266,542669,58,DOWN,DOWN,0,0.6667
3456654266,542669,59,DOWN,DOWN,0,0.6667
3456654266,542669,60,DOWN,,0,
3465572476,346555,1,RS,OUT,9,0.6332
3465572476,346555,4,OUT,OUT,32,0.3043
3465572476,346555,6,OUT,OUT,32,0.3043
3465572476,346555,7,OUT,OUT,32,0.3043
3465572476,346555,14,OUT,OUT,32,0.3043
3465572476,346555,19,OUT,OUT,32,0.3043
3465572476,346555,20,OUT,OUT,32,0.3043
3465572476,346555,21,OUT,OUT,32,0.3043
3465572476,346555,22,OUT,OUT,32,0.3043
3465572476,346555,24,OUT,OUT,32,0.3043
3465572476,346555,25,OUT,OUT,32,0.3043
3465572476,346555,28,OUT,OUT,32,0.3043
3465572476,346555,30,OUT,OUT,32,0.3043
3465572476,346555,31,OUT,OUT,32,0.3043
3465572476,346555,35,OUT,OUT,32,0.3043
3465572476,346555,38,OUT,OUT,32,0.3043
3465572476,346555,39,OUT,OUT,32,0.3043
3465572476,346555,40,OUT,OUT,32,0.3043
3465572476,346555,43,OUT,OUT,32,0.3043
3465572476,346555,44,OUT,OUT,32,0.3043
3465572476,346555,45,OUT,OUT,32,0.3043
3465572476,346555,47,OUT,OUT,32,0.3043
3465572476,346555,51,OUT,OUT,32,0.3043
3465572476,346555,59,OUT,OUT,32,0.3043
3465572476,346555,60,OUT,,32,
3465572476,724761,1,RS,IN,9,0.563
3465572476,724761,4,IN,IN,32,0.36
3465572476,724761,6,IN,IN,32,0.36
3465572476,724761,7,IN,IN,32,0.36
3465572476,724761,14,IN,IN,32,0.36
3465572476,724761,19,IN,IN,32,0.36
3465572476,724761,20,IN,IN,32,0.36
3465572476,724761,21,IN,IN,32,0.36
3465572476,724761,22,IN,IN,32,0.36
3465572476,724761,24,IN,IN,32,0.36
3465572476,724761,25,IN,IN,32,0.36
3465572476,724761,28,IN,IN,32,0.36
3465572476,724761,30,IN,IN,32,0.36
3465572476,724761,31,IN,IN,32,0.36
3465572476,724761,35,IN,IN,32,0.36
3465572476,724761,38,IN,IN,32,0.36
3465572476,724761,39,IN,IN,32,0.36
3465572476,724761,40,IN,IN,32,0.36
3465572476,724761,43,IN,IN,32,0.36
3465572476,724761,44,IN,IN,32,0.36
3465572476,724761,45,IN,IN,32,0.36
3465572476,724761,47,IN,IN,32,0.36
3465572476,724761,51,IN,IN,32,0.36
3465572476,724761,59,IN,IN,32,0.36
3465572476,724761,60,IN,,32,
3690831450,314500,1,RS,RIGHT,13,0.6915
3690831450,314500,4,RIGHT,RIGHT,32,1.0
3690831450,314500,6,RIGHT,RIGHT,32,1.0
3690831450,314500,7,RIGHT,RIGHT,32,1.0
3690831450,314500,10,RIGHT,RIGHT,32,1.0
3690831450,314500,11,RIGHT,RIGHT,32,1.0
3690831450,314500,12,RIGHT,RIGHT,32,1.0
3690831450,314500,15,RIGHT,RIGHT,32,1.0
3690831450,314500,16,RIGHT,RIGHT,32,1.0
3690831450,314500,18,RIGHT,RIGHT,32,1.0
3690831450,314500,20,RIGHT,RIGHT,32,1.0
3690831450,314500,24,RIGHT,RIGHT,32,1.0
3690831450,314500,25,RIGHT,RIGHT,32,1.0
3690831450,314500,26,RIGHT,RIGHT,32,1.0
3690831450,314500,29,RIGHT,RIGHT,32,1.0
3690831450,314500,30,RIGHT,RIGHT,32,1.0
3690831450,314500,31,RIGHT,RIGHT,32,1.0
3690831450,314500,34,RIGHT,RIGHT,32,1.0
3690831450,314500,35,RIGHT,RIGHT,32,1.0
3690831450,314500,41,RIGHT,RIGHT,32,1.0
3690831450,314500,44,RIGHT,RIGHT,32,1.0
3690831450,314500,47,RIGHT,RIGHT,32,1.0
3690831450,314500,48,RIGHT,RIGHT,32,1.0
3690831450,314500,50,RIGHT,RIGHT,32,1.0
3690831450,314500,56,RIGHT,RIGHT,32,1.0
3690831450,314500,58,RIGHT,,32,
3690831450,369083,1,RS,LEFT,13,0.4733
3690831450,369083,4,LEFT,LEFT,32,0.0
3690831450,369083,6,LEFT,LEFT,32,0.0
3690831450,369083,7,LEFT,LEFT,32,0.0
3690831450,369083,10,LEFT,LEFT,32,0.0
3690831450,369083,11,LEFT,LEFT,32,0.0
3690831450,369083,12,LEFT,LEFT,32,0.0
3690831450,369083,15,LEFT,LEFT,32,0.0
3690831450,369083,16,LEFT,LEFT,32,0.0
3690831450,369083,18,LEFT,LEFT,32,0.0
3690831450,369083,20,LEFT,LEFT,32,0.0
3690831450,369083,24,LEFT,LEFT,32,0.0
3690831450,369083,25,LEFT,LEFT,32,0.0
3690831450,369083,26,LEFT,LEFT,32,0.0
3690831450,369083,29,LEFT,LEFT,32,0.0
3690831450,369083,30,LEFT,LEFT,32,0.0
3690831450,369083,31,LEFT,LEFT,32,0.0
3690831450,369083,34,LEFT,LEFT,32,0.0
3690831450,369083,35,LEFT,LEFT,32,0.0
3690831450,369083,41,LEFT,LEFT,32,0.0
3690831450,369083,44,LEFT,LEFT,32,0.0
3690831450,369083,47,LEFT,LEFT,32,0.0
3690831450,369083,48,LEFT,LEFT,32,0.0
3690831450,369083,50,LEFT,LEFT,32,0.0
3690831450,369083,56,LEFT,LEFT,32,0.0
3690831450,369083,58,LEFT,,32,
3866263398,386620,1,RS,RS,14,0.5866
3866263398,386620,2,RS,DOWN,13,0.6606
3866263398,386620,3,DOWN,DOWN,32,0.3333
3866263398,386620,6,DOWN,DOWN,32,0.3333
3866263398,386620,8,DOWN,DOWN,32,0.3333
3866263398,386620,10,DOWN,DOWN,32,0.3333
3866263398,386620,12,DOWN,DOWN,32,0.3333
3866263398,386620,21,DOWN,DOWN,32,0.3333
3866263398,386620,22,DOWN,DOWN,32,0.3333
3866263398,386620,25,DOWN,DOWN,32,0.3333
3866263398,386620,26,DOWN,DOWN,32,0.3333
3866263398,386620,27,DOWN,DOWN,32,0.3333
3866263398,386620,28,DOWN,DOWN,32,0.3333
3866263398,386620,29,DOWN,DOWN,32,0.3333
3866263398,386620,30,DOWN,DOWN,32,0.3333
3866263398,386620,32,DOWN,DOWN,32,0.3333
3866263398,386620,33,DOWN,DOWN,32,0.3333
3866263398,386620,34,DOWN,DOWN,32,0.3333
3866263398,386620,36,DOWN,DOWN,32,0.3333
3866263398,386620,38,DOWN,DOWN,32,0.3333
3866263398,386620,41,DOWN,DOWN,32,0.3333
3866263398,386620,43,DOWN,DOWN,32,0.3333
3866263398,386620,45,DOWN,DOWN,32,0.3333
3866263398,386620,49,DOWN,DOWN,32,0.3333
3866263398,386620,50,DOWN,DOWN,32,0.3333
3866263398,386620,54,DOWN,DOWN,32,0.3333
3866263398,386620,55,DOWN,DOWN,32,0.3333
3866263398,386620,56,DOWN,DOWN,32,0.3333
3866263398,386620,59,DOWN,DOWN,32,0.3333
3866263398,386620,60,DOWN,,32,
3866263398,633980,1,RS,UP,14,0.6662
3866263398,633980,2,UP,UP,13,0.5772
3866263398,633980,3,UP,UP,32,0.3333
3866263398,633980,6,UP,UP,32,0.3333
3866263398,633980,8,UP,UP,32,0.3333
3866263398,633980,10,UP,UP,32,0.3333
3866263398,633980,12,UP,UP,32,0.3333
3866263398,633980,21,UP,UP,32,0.3333
3866263398,633980,22,UP,UP,32,0.3333
3866263398,633980,25,UP,UP,32,0.3333
3866263398,633980,26,UP,UP,32,0.3333
3866263398,633980,27,UP,UP,32,0.3333
3866263398,633980,28,UP,UP,32,0.3333
3866263398,633980,29,UP,UP,32,0.3333
3866263398,633980,30,UP,UP,32,0.3333
3866263398,633980,32,UP,UP,32,0.3333
3866263398,633980,33,UP,UP,32,0.3333
3866263398,633980,34,UP,UP,32,0.3333
3866263398,633980,36,UP,UP,32,0.3333
3866263398,633980,38,UP,UP,32,0.3333
3866263398,633980,41,UP,UP,32,0.3333
3866263398,633980,43,UP,UP,32,0.3333
3866263398,633980,45,UP,UP,32,0.3333
3866263398,633980,49,UP,UP,32,0.3333
3866263398,633980,50,UP,UP,32,0.3333
3866263398,633980,54,UP,UP,32,0.3333
3866263398,633980,55,UP,UP,32,0.3333
3866263398,633980,56,UP,UP,32,0.3333
3866263398,633980,59,UP,UP,32,0.3333
3866263398,633980,60,UP,,32,
435938892,8892,2,RS,RS,15,0.5596
435938892,8892,4,RS,LEFT,12,0.4082
435938892,8892,8,LEFT,LEFT,32,0.0
435938892,8892,11,LEFT,LEFT,32,0.0
435938892,8892,13,LEFT,LEFT,32,0.0
435938892,8892,15,LEFT,LEFT,32,0.0
435938892,8892,17,LEFT,LEFT,32,0.0
435938892,8892,18,LEFT,LEFT,32,0.0
435938892,8892,19,LEFT,LEFT,32,0.0
435938892,8892,20,LEFT,LEFT,32,0.0
435938892,8892,22,LEFT,LEFT,32,0.0
435938892,8892,24,LEFT,LEFT,32,0.0
435938892,8892,25,LEFT,LEFT,32,0.0
435938892,8892,26,LEFT,LEFT,32,0.0
435938892,8892,29,LEFT,LEFT,32,0.0
435938892,8892,30,LEFT,LEFT,32,0.0
435938892,8892,32,LEFT,LEFT,32,0.0
435938892,8892,34,LEFT,LEFT,32,0.0
435938892,8892,41,LEFT,LEFT,32,0.0
435938892,8892,43,LEFT,LEFT,32,0.0
435938892,8892,44,LEFT,LEFT,32,0.0
435938892,8892,45,LEFT,LEFT,32,0.0
435938892,8892,46,LEFT,LEFT,32,0.0
435938892,8892,47,LEFT,LEFT,32,0.0
435938892,8892,48,LEFT,LEFT,32,0.0
435938892,8892,50,LEFT,LEFT,32,0.0
435938892,8892,52,LEFT,LEFT,32,0.0
435938892,8892,54,LEFT,LEFT,32,0.0
435938892,8892,55,LEFT,LEFT,32,0.0
435938892,8892,56,LEFT,LEFT,32,0.0
435938892,8892,57,LEFT,LEFT,32,0.0
435938892,8892,59,LEFT,LEFT,32,0.0
435938892,8892,60,LEFT,,32,
435938892,435938,2,RS,RIGHT,15,0.7361
435938892,435938,4,RIGHT,RIGHT,12,1.0
435938892,435938,8,RIGHT,RIGHT,32,1.0
435938892,435938,11,RIGHT,RIGHT,32,1.0
435938892,435938,13,RIGHT,RIGHT,32,1.0
435938892,435938,15,RIGHT,RIGHT,32,1.0
435938892,435938,17,RIGHT,RIGHT,32,1.0
435938892,435938,18,RIGHT,RIGHT,32,1.0
435938892,435938,19,RIGHT,RIGHT,32,1.0
435938892,435938,20,RIGHT,RIGHT,32,1.0
435938892,435938,22,RIGHT,RIGHT,32,1.0
435938892,435938,24,RIGHT,RIGHT,32,1.0
435938892,435938,25,RIGHT,RIGHT,32,1.0
435938892,435938,26,RIGHT,RIGHT,32,1.0
435938892,435938,29,RIGHT,RIGHT,32,1.0
435938892,435938,30,RIGHT,RIGHT,32,1.0
435938892,435938,32,RIGHT,RIGHT,32,1.0
435938892,435938,34,RIGHT,RIGHT,32,1.0
435938892,435938,41,RIGHT,RIGHT,32,1.0
435938892,435938,43,RIGHT,RIGHT,32,1.0
435938892,435938,44,RIGHT,RIGHT,32,1.0
435938892,435938,45,RIGHT,RIGHT,32,1.0
435938892,435938,46,RIGHT,RIGHT,32,1.0
435938892,435938,47,RIGHT,RIGHT,32,1.0
435938892,435938,48,RIGHT,RIGHT,32,1.0
435938892,435938,50,RIGHT,RIGHT,32,1.0
435938892,435938,52,RIGHT,RIGHT,32,1.0
435938892,435938,54,RIGHT,RIGHT,32,1.0
435938892,435938,55,RIGHT,RIGHT,32,1.0
435938892,435938,56,RIGHT,RIGHT,32,1.0
435938892,435938,57,RIGHT,RIGHT,32,1.0
435938892,435938,59,RIGHT,RIGHT,32,1.0
435938892,435938,60,RIGHT,,32,
4523512573,125730,2,RS,RS,15,0.5792
4523512573,125730,3,RS,RS,19,0.5155
4523512573,125730,4,RS,RS,14,0.5657
4523512573,125730,10,RS,RS,17,0.4796
4523512573,125730,12,RS,UP,11,0.5726
4523512573,125730,15,UP,UP,32,0.3333
4523512573,125730,18,UP,UP,32,0.3333
4523512573,125730,19,UP,UP,32,0.3333
4523512573,125730,21,UP,UP,32,0.3333
4523512573,125730,22,UP,UP,32,0.3333
4523512573,125730,23,UP,UP,32,0.3333
4523512573,125730,25,UP,UP,32,0.3333
4523512573,125730,26,UP,UP,32,0.3333
4523512573,125730,30,UP,UP,32,0.3333
4523512573,125730,31,UP,UP,32,0.3333
4523512573,125730,32,UP,UP,32,0.3333
4523512573,125730,33,UP,UP,32,0.3333
4523512573,125730,34,UP,UP,32,0.3333
4523512573,125730,35,UP,UP,32,0.3333
4523512573,125730,38,UP,UP,32,0.3333
4523512573,125730,39,UP,UP,32,0.3333
4523512573,125730,40,UP,UP,32,0.3333
4523512573,125730,42,UP,UP,32,0.3333
4523512573,125730,43,UP,UP,32,0.3333
4523512573,125730,45,UP,UP,32,0.3333
4523512573,125730,46,UP,UP,32,0.3333
4523512573,125730,48,UP,UP,32,0.3333
4523512573,125730,49,UP,UP,32,0.3333
4523512573,125730,50,UP,UP,32,0.3333
4523512573,125730,55,UP,UP,32,0.3333
4523512573,125730,57,UP,UP,32,0.3333
4523512573,125730,58,UP,,32,
4523512573,452350,2,RS,RS,15,0.5719
4523512573,452350,3,RS,RS,19,0.4738
4523512573,452350,4,RS,RS,14,0.5195
4523512573,452350,10,RS,RS,17,0.4817
4523512573,452350,12,RS,DOWN,11,0.6673
4523512573,452350,15,DOWN,DOWN,32,0.3333
4523512573,452350,18,DOWN,DOWN,32,0.3333
4523512573,452350,19,DOWN,DOWN,32,0.3333
4523512573,452350,21,DOWN,DOWN,32,0.3333
4523512573,452350,22,DOWN,DOWN,32,0.3333
4523512573,452350,23,DOWN,DOWN,32,0.3333
4523512573,452350,25,DOWN,DOWN,32,0.3333
4523512573,452350,26,DOWN,DOWN,32,0.3333
4523512573,452350,30,DOWN,DOWN,32,0.3333
4523512573,452350,31,DOWN,DOWN,32,0.3333
4523512573,452350,32,DOWN,DOWN,32,0.3333
4523512573,452350,33,DOWN,DOWN,32,0.3333
4523512573,452350,34,DOWN,DOWN,32,0.3333
4523512573,452350,35,DOWN,DOWN,32,0.3333
4523512573,452350,38,DOWN,DOWN,32,0.3333
4523512573,452350,39,DOWN,DOWN,32,0.3333
4523512573,452350,40,DOWN,DOWN,32,0.3333
4523512573,452350,42,DOWN,DOWN,32,0.3333
4523512573,452350,43,DOWN,DOWN,32,0.3333
4523512573,452350,45,DOWN,DOWN,32,0.3333
4523512573,452350,46,DOWN,DOWN,32,0.3333
4523512573,452350,48,DOWN,DOWN,32,0.3333
4523512573,452350,49,DOWN,DOWN,32,0.3333
4523512573,452350,50,DOWN,DOWN,32,0.3333
4523512573,452350,55,DOWN,DOWN,32,0.3333
4523512573,452350,57,DOWN,DOWN,32,0.3333
4523512573,452350,58,DOWN,,32,
4602042025,420250,2,RS,RS,12,0.5449
4602042025,420250,3,RS,RS,17,0.4667
4602042025,420250,4,RS,RS,15,0.6033
4602042025,420250,5,RS,RS,19,0.5316
4602042025,420250,6,RS,RS,16,0.6312
4602042025,420250,9,RS,RS,11,0.6172
4602042025,420250,10,RS,RS,13,0.5416
4602042025,420250,11,RS,RS,17,0.6829
4602042025,420250,12,RS,RS,15,0.4728
4602042025,420250,15,RS,RS,12,0.4981
4602042025,420250,17,RS,RS,14,0.553
4602042025,420250,19,RS,RS,11,0.5843
4602042025,420250,23,RS,RS,14,0.4744
4602042025,420250,25,RS,IN,11,0.6519
4602042025,420250,27,IN,IN,10,0.6158
4602042025,420250,28,IN,IN,32,0.36
4602042025,420250,29,IN,IN,32,0.36
4602042025,420250,30,IN,IN,32,0.36
4602042025,420250,31,IN,IN,32,0.36
4602042025,420250,35,IN,IN,32,0.36
4602042025,420250,36,IN,IN,32,0.36
4602042025,420250,37,IN,IN,32,0.36
4602042025,420250,38,IN,IN,32,0.36
4602042025,420250,42,IN,IN,32,0.36
4602042025,420250,44,IN,IN,32,0.36
4602042025,420250,45,IN,IN,32,0.36
4602042025,420250,47,IN,IN,32,0.36
4602042025,420250,48,IN,IN,32,0.36
4602042025,420250,50,IN,IN,32,0.36
4602042025,420250,51,IN,IN,32,0.36
4602042025,420250,52,IN,IN,32,0.36
4602042025,420250,55,IN,IN,32,0.36
4602042025,420250,56,IN,IN,32,0.36
4602042025,420250,58,IN,IN,32,0.36
4602042025,420250,60,IN,,32,
4602042025,460209,2,RS,RS,12,0.6603
4602042025,460209,3,RS,RS,17,0.4875
4602042025,460209,4,RS,RS,15,0.5076
4602042025,460209,5,RS,RS,19,0.5008
4602042025,460209,6,RS,RS,16,0.4694
4602042025,460209,9,RS,RS,11,0.6326
4602042025,460209,10,RS,RS,13,0.4839
4602042025,460209,11,RS,RS,17,0.4729
4602042025,460209,12,RS,RS,15,0.6042
4602042025,460209,15,RS,RS,12,0.6259
4602042025,460209,17,RS,RS,14,0.5486
4602042025,460209,19,RS,RS,11,0.605
4602042025,460209,23,RS,RS,14,0.5795
4602042025,460209,25,RS,RS,11,0.6135
4602042025,460209,27,RS,OUT,10,0.6676
4602042025,460209,28,OUT,OUT,32,0.3043
4602042025,460209,29,OUT,OUT,32,0.3043
4602042025,460209,30,OUT,OUT,32,0.3043
4602042025,460209,31,OUT,OUT,32,0.3043
4602042025,460209,35,OUT,OUT,32,0.3043
4602042025,460209,36,OUT,OUT,32,0.3043
4602042025,460209,37,OUT,OUT,32,0.3043
4602042025,460209,38,OUT,OUT,32,0.3043
4602042025,460209,42,OUT,OUT,32,0.3043
4602042025,460209,44,OUT,OUT,32,0.3043
4602042025,460209,45,OUT,OUT,32,0.3043
4602042025,460209,47,OUT,OUT,32,0.3043
4602042025,460209,48,OUT,OUT,32,0.3043
4602042025,460209,50,OUT,OUT,32,0.3043
4602042025,460209,51,OUT,OUT,32,0.3043
4602042025,460209,52,OUT,OUT,32,0.3043
4602042025,460209,55,OUT,OUT,32,0.3043
4602042025,460209,56,OUT,OUT,32,0.3043
4602042025,460209,58,OUT,OUT,32,0.3043
4602042025,460209,60,OUT,,32,
5198854163,519884,3,RIGHT,RIGHT,14,1.0
5198854163,519884,4,RIGHT,RIGHT,32,1.0
5198854163,519884,5,RIGHT,RIGHT,32,1.0
5198854163,519884,9,RIGHT,RIGHT,32,1.0
5198854163,519884,10,RIGHT,RIGHT,32,1.0
5198854163,519884,13,RIGHT,RIGHT,32,1.0
5198854163,519884,14,RIGHT,RIGHT,32,1.0
5198854163,519884,15,RIGHT,RIGHT,32,1.0
5198854163,519884,17,RIGHT,RIGHT,32,1.0
5198854163,519884,18,RIGHT,RIGHT,32,1.0
5198854163,519884,19,RIGHT,RIGHT,32,1.0
5198854163,519884,21,RIGHT,RIGHT,32,1.0
5198854163,519884,23,RIGHT,RIGHT,32,1.0
5198854163,519884,24,RIGHT,RIGHT,32,1.0
5198854163,519884,27,RIGHT,RIGHT,32,1.0
5198854163,519884,30,RIGHT,RIGHT,32,1.0
5198854163,519884,31,RIGHT,RIGHT,32,1.0
5198854163,519884,32,RIGHT,RIGHT,32,1.0
5198854163,519884,33,RIGHT,RIGHT,32,1.0
5198854163,519884,35,RIGHT,RIGHT,32,1.0
5198854163,519884,36,RIGHT,RIGHT,32,1.0
5198854163,519884,40,RIGHT,RIGHT,32,1.0
5198854163,519884,42,RIGHT,RIGHT,32,1.0
5198854163,519884,43,RIGHT,RIGHT,32,1.0
5198854163,519884,44,RIGHT,RIGHT,32,1.0
5198854163,519884,47,RIGHT,RIGHT,32,1.0
5198854163,519884,48,RIGHT,RIGHT,32,1.0
5198854163,519884,49,RIGHT,RIGHT,32,1.0
5198854163,519884,50,RIGHT,RIGHT,32,1.0
5198854163,519884,52,RIGHT,RIGHT,32,1.0
5198854163,519884,53,RIGHT,RIGHT,32,1.0
5198854163,519884,55,RIGHT,RIGHT,32,1.0
5198854163,519884,58,RIGHT,RIGHT,32,1.0
5198854163,519884,59,RIGHT,RIGHT,32,1.0
5198854163,519884,60,RIGHT,,32,
5198854163,541636,3,IN,LEFT,14,0.36
5198854163,541636,4,LEFT,LEFT,32,0.0
5198854163,541636,5,LEFT,LEFT,32,0.0
5198854163,541636,9,LEFT,LEFT,32,0.0
5198854163,541636,10,LEFT,LEFT,32,0.0
5198854163,541636,13,LEFT,LEFT,32,0.0
5198854163,541636,14,LEFT,LEFT,32,0.0
5198854163,541636,15,LEFT,LEFT,32,0.0
5198854163,541636,17,LEFT,LEFT,32,0.0
5198854163,541636,18,LEFT,LEFT,32,0.0
5198854163,541636,19,LEFT,LEFT,32,0.0
5198854163,541636,21,LEFT,LEFT,32,0.0
5198854163,541636,23,LEFT,LEFT,32,0.0
5198854163,541636,24,LEFT,LEFT,32,0.0
5198854163,541636,27,LEFT,LEFT,32,0.0
5198854163,541636,30,LEFT,LEFT,32,0.0
5198854163,541636,31,LEFT,LEFT,32,0.0
5198854163,541636,32,LEFT,LEFT,32,0.0
5198854163,541636,33,LEFT,LEFT,32,0.0
5198854163,541636,35,LEFT,LEFT,32,0.0
5198854163,541636,36,LEFT,LEFT,32,0.0
5198854163,541636,40,LEFT,LEFT,32,0.0
5198854163,541636,42,LEFT,LEFT,32,0.0
5198854163,541636,43,LEFT,LEFT,32,0.0
5198854163,541636,44,LEFT,LEFT,32,0.0
5198854163,541636,47,LEFT,LEFT,32,0.0
5198854163,541636,48,LEFT,LEFT,32,0.0
5198854163,541636,49,LEFT,LEFT,32,0.0
5198854163,541636,50,LEFT,LEFT,32,0.0
5198854163,541636,52,LEFT,LEFT,32,0.0
5198854163,541636,53,LEFT,LEFT,32,0.0
5198854163,541636,55,LEFT,LEFT,32,0.0
5198854163,541636,58,LEFT,LEFT,32,0.0
5198854163,541636,59,LEFT,LEFT,32,0.0
5198854163,541636,60,LEFT,,32,
5216027409,274098,1,RS,RS,13,0.5143
5216027409,274098,2,RS,RS,9,0.6494
5216027409,274098,3,RS,LEFT,19,0.2708
5216027409,274098,4,LEFT,LEFT,32,0.0
5216027409,274098,5,LEFT,LEFT,32,0.0
5216027409,274098,8,LEFT,LEFT,32,0.0
5216027409,274098,9,LEFT,LEFT,32,0.0
5216027409,274098,11,LEFT,LEFT,32,0.0
5216027409,274098,13,LEFT,LEFT,32,0.0
5216027409,274098,15,LEFT,LEFT,32,0.0
5216027409,274098,19,LEFT,LEFT,32,0.0
5216027409,274098,20,LEFT,LEFT,32,0.0
5216027409,274098,21,LEFT,LEFT,32,0.0
5216027409,274098,22,LEFT,LEFT,32,0.0
5216027409,274098,26,LEFT,LEFT,32,0.0
5216027409,274098,27,LEFT,LEFT,32,0.0
5216027409,274098,28,LEFT,LEFT,32,0.0
5216027409,274098,30,LEFT,LEFT,32,0.0
5216027409,274098,32,LEFT,LEFT,32,0.0
5216027409,274098,33,LEFT,LEFT,32,0.0
5216027409,274098,37,LEFT,LEFT,32,0.0
5216027409,274098,41,LEFT,LEFT,32,0.0
5216027409,274098,45,LEFT,LEFT,32,0.0
5216027409,274098,46,LEFT,LEFT,32,0.0
5216027409,274098,51,LEFT,LEFT,32,0.0
5216027409,274098,54,LEFT,LEFT,32,0.0
5216027409,274098,55,LEFT,LEFT,32,0.0
5216027409,274098,60,LEFT,,32,
5216027409,521607,1,RS,RS,13,0.5343
5216027409,521607,2,RS,RIGHT,9,0.7076
5216027409,521607,3,RIGHT,RIGHT,19,1.0
5216027409,521607,4,RIGHT,RIGHT,32,1.0
5216027409,521607,5,RIGHT,RIGHT,32,1.0
5216027409,521607,8,RIGHT,RIGHT,32,1.0
5216027409,521607,9,RIGHT,RIGHT,32,1.0
5216027409,521607,11,RIGHT,RIGHT,32,1.0
5216027409,521607,13,RIGHT,RIGHT,32,1.0
5216027409,521607,15,RIGHT,RIGHT,32,1.0
5216027409,521607,19,RIGHT,RIGHT,32,1.0
5216027409,521607,20,RIGHT,RIGHT,32,1.0
5216027409,521607,21,RIGHT,RIGHT,32,1.0
5216027409,521607,22,RIGHT,RIGHT,32,1.0
5216027409,521607,26,RIGHT,RIGHT,32,1.0
5216027409,521607,27,RIGHT,RIGHT,32,1.0
5216027409,521607,28,RIGHT,RIGHT,32,1.0
