level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Delta,Eta
994,1922,15528924,2,155274,Absent,61,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,26,6,Unicorn_Absent,-1,-1,0,58,0.9625,39.0,1.0,48.0,0.0,0.65625,RS,0.149963012878635,,,,,,20,1
996,1924,15528924,3,155274,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1,4,80,0.9375,32.0,0.3148148148148148,37.0,0.0,0.421875,UP,0.18818508442027443,0.9625,1.0,0.0,6,0.149963012878635,20,1
998,1932,15528924,7,155274,Absent,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,0,110,0.99375,12.0,0.15789473684210525,13.0,0.6851851851851851,0.1875,RS,0.32546601999734803,0.9375,0.3148148148148148,0.0,10,0.18818508442027443,20,1
1000,1936,15528924,9,155274,Absent,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,27,5,Unicorn_Absent,-1,-1,0,169,0.96875,14.0,0.08333333333333333,40.0,0.6851851851851851,0.546875,RS,0.3128926858743503,0.99375,0.15789473684210525,0.6851851851851851,1,0.32546601999734803,20,1
1002,1938,15528924,10,155274,Absent,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,32,0,Unicorn_Absent,-1,-1,0,201,1.0,14.0,1.0,14.0,0.15789473684210525,0.21875,RS,0.3128926858743503,0.96875,0.08333333333333333,0.6851851851851851,5,0.3128926858743503,20,1
1004,1940,15528924,11,155274,Absent,57,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,32,0,Unicorn_Absent,-1,-1,0,233,1.0,37.0,0.13333333333333333,37.0,0.15789473684210525,0.578125,RS,0.1535852641307536,1.0,1.0,0.15789473684210525,0,0.3128926858743503,20,1
1006,1942,15528924,12,155274,Absent,26,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,32,0,Unicorn_Absent,-1,-1,0,265,1.0,24.0,0.32608695652173914,24.0,0.018817204301075266,0.375,RS,0.23722423237162518,1.0,0.13333333333333333,0.15789473684210525,0,0.1535852641307536,20,1
1008,1944,15528924,13,155274,Absent,45,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,32,0,Unicorn_Absent,-1,-1,0,297,1.0,37.0,0.2708333333333333,37.0,0.018817204301075266,0.578125,RS,0.16529888822158656,1.0,0.32608695652173914,0.018817204301075266,0,0.23722423237162518,20,1
1010,1958,15528924,20,155274,Absent,47,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,22,10,Unicorn_Absent,-1,-1,0,319,0.9375,33.0,0.34615384615384615,45.0,1.0,0.546875,RS,0.17389813739634405,1.0,0.2708333333333333,0.018817204301075266,0,0.16529888822158656,20,1
1012,1962,15528924,22,155274,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,2,287,1.0,0.0,0.0,32.0,1.0,0.5,NOTHING,0.6542510918525355,0.9375,0.34615384615384615,1.0,10,0.17389813739634405,20,1
1014,1966,15528924,24,155274,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1,3,223,0.8,32.0,0.0,32.0,0.8666666666666667,0.0,DOWN,0.17389813739634405,1.0,0.0,1.0,0,0.6542510918525355,20,1
1016,1970,15528924,26,155274,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,3,Unicorn_Absent,-1,-1,3,281,0.98125,32.0,1.0,40.0,0.8666666666666667,0.578125,DOWN,0.17389813739634405,0.8,0.0,0.8666666666666667,32,0.17389813739634405,20,1
1018,1974,15528924,28,155274,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,2,Unicorn_Absent,-1,-1,3,340,0.9875,32.0,1.0,36.0,0.6739130434782609,0.53125,DOWN,0.17389813739634405,0.98125,1.0,0.8666666666666667,3,0.17389813739634405,20,1
1020,1978,15528924,30,155274,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,12,Unicorn_Absent,-1,-1,3,392,0.925,32.0,1.0,43.0,0.6739130434782609,0.484375,DOWN,0.17389813739634405,0.9875,1.0,0.6739130434782609,2,0.17389813739634405,20,1
