index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
3240,13821640,1,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,21,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,,,,,,0.5,0.1
3242,13821640,2,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,42,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3246,13821640,4,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,88,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3254,13821640,8,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,-14,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3256,13821640,9,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,7,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3258,13821640,10,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,0,28,0.93125,35.0,1.0,44.0,0.0,0.515625,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3260,13821640,11,138275,Absent,51,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,14,18,Unicorn_Absent,-1,-1.0,0,42,0.8875,35.0,1.0,49.0,0.0,0.484375,RS,0.93125,1.0,0.0,11,RS,0.5,0.1
3266,13821640,14,138275,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,123,1.0,0.0,0.0,37.0,0.0,0.578125,NOTHING,0.8875,1.0,0.0,18,RS,0.5,0.1
3268,13821640,15,138275,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,155,1.0,0.0,1.0,19.0,0.0,0.296875,NOTHING,1.0,0.0,0.0,0,NOTHING,0.5,0.1
3270,13821640,16,138275,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,187,1.0,0.0,1.0,32.0,0.0,0.5,NOTHING,1.0,1.0,0.0,0,NOTHING,0.5,0.1
