index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
2520,10252557,1,102553,Absent,46,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,17,15,Unicorn_Absent,-1,-1,0,17,0.90625,33.0,1.0,52.0,0.0,0.578125,RS,,,,,,0.9,0.2
2522,10252557,2,102553,Absent,46,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,17,15,Unicorn_Absent,-1,-1,0,34,0.90625,33.0,1.0,52.0,0.0,0.578125,RS,0.90625,1.0,0.0,15,RS,0.9,0.2
2526,10252557,4,102553,Absent,57,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,19,13,Unicorn_Absent,-1,-1,0,85,0.91875,39.0,0.44,48.0,0.0,0.546875,RS,0.90625,1.0,0.0,15,RS,0.9,0.2
2528,10252557,5,102553,Absent,57,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,19,13,Unicorn_Absent,-1,-1,0,104,0.91875,39.0,1.0,48.0,0.0,0.546875,RS,0.91875,0.44,0.0,13,RS,0.9,0.2
2530,10252557,6,102553,Absent,57,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,19,13,Unicorn_Absent,-1,-1,0,123,0.91875,39.0,1.0,48.0,0.1672727272727273,0.546875,RS,0.91875,1.0,0.0,13,RS,0.9,0.2
2536,10252557,9,102553,Absent,57,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,19,13,Unicorn_Absent,-1,-1,0,90,0.91875,39.0,1.0,48.0,0.1672727272727273,0.546875,RS,0.91875,1.0,0.1672727272727273,13,RS,0.9,0.2
2542,10252557,12,102553,Absent,40,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,27,5,Unicorn_Absent,-1,-1,0,177,0.96875,34.0,0.5208333333333334,37.0,0.0,0.5,RS,0.91875,1.0,0.1672727272727273,13,RS,0.9,0.2
2550,10252557,16,102553,Absent,13,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,3,Unicorn_Absent,-1,-1,0,196,0.98125,12.0,0.09523809523809523,17.0,0.0,0.21875,RS,0.96875,0.5208333333333334,0.0,5,RS,0.9,0.2
2556,10252557,19,102553,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,288,1.0,0.0,0.0,25.0,0.0,0.390625,RS,0.98125,0.09523809523809523,0.0,3,RS,0.9,0.2
2558,10252557,20,102553,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,320,1.0,1.0,0.0,27.0,0.0,0.421875,RS,1.0,0.0,0.0,0,RS,0.9,0.2
2560,10252557,21,102553,Absent,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,347,0.96875,8.0,0.0,36.0,0.0,0.484375,RS,1.0,0.0,0.0,0,RS,0.9,0.2
2562,10252557,22,102553,Absent,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,374,0.96875,8.0,1.0,36.0,0.0,0.484375,RS,0.96875,0.0,0.0,5,RS,0.9,0.2
2564,10252557,23,102553,Absent,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,5,Unicorn_Absent,-1,-1,0,401,0.96875,8.0,1.0,36.0,0.449404761904762,0.484375,RS,0.96875,1.0,0.0,5,RS,0.9,0.2
2570,10252557,26,102553,Absent,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30,2,Unicorn_Absent,-1,-1,0,490,0.9875,9.0,0.0,44.0,0.449404761904762,0.65625,RS,0.96875,1.0,0.449404761904762,5,RS,0.9,0.2
2572,10252557,27,102553,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,0,521,0.99375,2.0,0.0,28.0,0.028571428571428567,0.421875,RS,0.9875,0.0,0.449404761904762,2,RS,0.9,0.2
2574,10252557,28,102553,Absent,18,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,550,0.98125,14.0,0.0,33.0,0.028571428571428567,0.46875,RS,0.99375,0.0,0.028571428571428567,1,RS,0.9,0.2
2576,10252557,29,102553,Absent,18,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1,0,579,0.98125,14.0,1.0,33.0,0.13793103448275862,0.46875,RS,0.98125,0.0,0.028571428571428567,3,RS,0.9,0.2
2578,10252557,30,102553,Absent,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1,0,603,0.95,17.0,0.10714285714285714,43.0,0.13793103448275862,0.546875,RS,0.98125,1.0,0.13793103448275862,3,RS,0.9,0.2
2580,10252557,31,102553,Absent,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1,0,627,0.95,17.0,1.0,43.0,0.24390243902439024,0.546875,RS,0.95,0.10714285714285714,0.13793103448275862,8,RS,0.9,0.2
2596,10252557,39,102553,Absent,32,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,2,Unicorn_Absent,-1,-1,0,768,0.9875,28.0,0.2857142857142857,36.0,0.24390243902439024,0.53125,RS,0.95,1.0,0.24390243902439024,8,RS,0.9,0.2
2598,10252557,40,102553,Absent,60,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,29,3,Unicorn_Absent,-1,-1,0,797,0.98125,39.0,0.2641509433962264,40.0,0.2826086956521739,0.578125,RS,0.9875,0.2857142857142857,0.24390243902439024,2,RS,0.9,0.2
2600,10252557,41,102553,Absent,60,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,17,15,Unicorn_Absent,-1,-1,0,814,0.90625,39.0,1.0,48.0,0.2826086956521739,0.515625,RS,0.98125,0.2641509433962264,0.2826086956521739,3,RS,0.9,0.2
2602,10252557,42,102553,Absent,60,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,17,15,Unicorn_Absent,-1,-1,0,831,0.90625,39.0,1.0,48.0,0.0,0.515625,RS,0.90625,1.0,0.2826086956521739,15,RS,0.9,0.2
2606,10252557,44,102553,Absent,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,5,Unicorn_Absent,-1,-1,0,887,0.96875,9.0,0.17073170731707318,39.0,0.0,0.53125,RS,0.90625,1.0,0.0,15,RS,0.9,0.2
2608,10252557,45,102553,Absent,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,5,Unicorn_Absent,-1,-1,0,914,0.96875,9.0,1.0,39.0,0.0,0.53125,RS,0.96875,0.17073170731707318,0.0,5,RS,0.9,0.2
