index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,RegionGo,RegionGo2
76.0,24655781,15,246551,Absent,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,467.0,1.0,0.0,DOWN,90,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
79.0,24655781,20,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,563.0,1.0,0.0,DOWN,96,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
80.0,24655781,21,246551,Absent,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,595.0,1.0,0.0,DOWN,97,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
81.0,24655781,22,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,627.0,1.0,0.0,DOWN,99,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
84.0,24655781,23,246551,Absent,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,723.0,1.0,0.0,DOWN,100,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
87.0,24655781,28,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,819.0,1.0,0.0,DOWN,106,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
88.0,24655781,29,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,851.0,1.0,0.0,DOWN,107,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
89.0,24655781,30,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,883.0,1.0,0.0,DOWN,108,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
91.0,24655781,31,246551,Absent,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,930.0,1.0,1.0,DOWN,109,0,29.025,31.5,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
92.0,24655781,33,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,978.0,1.0,0.0,DOWN,112,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
93.0,24655781,34,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1010.0,1.0,0.0,DOWN,113,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
94.0,24655781,35,246551,Absent,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1042.0,1.0,0.0,DOWN,114,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
95.0,24655781,36,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1074.0,1.0,0.0,DOWN,116,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
96.0,24655781,37,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1106.0,1.0,0.0,DOWN,117,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
97.0,24655781,38,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1138.0,1.0,0.0,DOWN,118,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
98.0,24655781,39,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1170.0,1.0,0.0,DOWN,119,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
99.0,24655781,40,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1202.0,1.0,0.0,DOWN,120,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
100.0,24655781,41,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1234.0,1.0,0.0,DOWN,121,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
101.0,24655781,42,246551,Absent,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1266.0,1.0,0.0,DOWN,122,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
102.0,24655781,43,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1298.0,1.0,0.0,DOWN,124,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
104.0,24655781,44,246551,Absent,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1362.0,1.0,0.0,DOWN,125,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
106.0,24655781,47,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1426.0,1.0,0.0,DOWN,129,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
108.0,24655781,48,246551,Absent,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1474.0,1.0,0.0,DOWN,130,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
109.0,24655781,50,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.025,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1522.0,1.0,0.0,DOWN,133,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,DOWN
112.0,24655781,51,246551,Absent,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1602.0,1.0,0.0,DOWN,134,0,29.025,32.0,32,1.0,64,0.0,1.0,29.025,1.0,1.0,0.0,DOWN,DOWN
114.0,24655781,55,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,1682.0,1.0,0.0,DOWN,139,0,29.025,29.025,32,1.0,64,0.0,1.0,32.0,1.0,1.0,0.0,DOWN,RS
115.0,24655781,56,246551,Absent,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,1697.0,0.89375,0.0,DOWN,140,0,29.025,29.025,32,1.0,48,0.6734693877551021,0.484375,32.0,1.0,1.0,0.0,RS,LEFT
117.0,24655781,57,246551,Absent,9.0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,30.0,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,1743.0,1.0,9.0,RS,141,0,29.025,29.5,31,0.3404255319148936,50,0.007092198581560294,0.53125,15.0,0.89375,1.0,0.6734693877551021,LEFT,
118.0,24655781,59,246551,Absent,32.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15.0,17,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,1771.0,0.89375,5.0,LEFT,144,0,29.025,29.025,32,0.3125,48,0.1657608695652174,0.484375,30.0,1.0,0.3404255319148936,0.007092198581560294,,
