index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
0,2996329323,16,299633,Absent,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,NOTHING,146,0.9625,13,0.1388888888888889,41.0,0.07850241545893719,0.546875,0.02717246117223556,0.9375,0.3023255813953488,0.04142441860465118,10.0,1.0
0,2996329323,18,299633,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,ALL,178,1.0,0,0.0,25.0,0.2826086956521739,0.390625,1.0,0.9625,0.1388888888888889,0.07850241545893719,6.0,0.02717246117223556
0,2996329323,20,299633,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,29,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,ALL,ALL,181,0.81875,64,0.0,64.0,0.3170731707317073,0.546875,1.0,1.0,0.0,0.2826086956521739,0.0,1.0
0,2996329323,21,299633,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,29,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,OUT,184,0.81875,64,1.0,64.0,0.0,0.546875,1.0,0.81875,0.0,0.3170731707317073,29.0,1.0
0,2996329323,23,299633,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,NOTHING,200,0.9,28,0.4375,45.0,0.028409090909090884,0.453125,1.0,0.81875,1.0,0.0,29.0,1.0
0,2996329323,25,299633,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,232,1.0,0,0.0,4.0,0.08823529411764706,0.0625,1.0,0.9,0.4375,0.028409090909090884,16.0,1.0
0,2996329323,26,299633,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,NOTHING,264,1.0,0,1.0,32.0,0.9411764705882353,0.5,1.0,1.0,0.0,0.08823529411764706,0.0,1.0
0,2996329323,31,299633,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,OUT,296,1.0,0,1.0,36.0,0.5833333333333333,0.5625,1.0,1.0,1.0,0.9411764705882353,0.0,1.0
0,2996329323,33,299633,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,OUT,318,0.9375,28,0.0,43.0,0.32608695652173914,0.515625,1.0,1.0,1.0,0.5833333333333333,0.0,1.0
0,2996329323,35,299633,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,OUT,350,1.0,28,1.0,30.0,0.9615384615384616,0.46875,1.0,0.9375,0.0,0.32608695652173914,10.0,1.0
0,2996329323,38,299633,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,20,12,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,DOWN,370,0.925,28,1.0,43.0,1.0,0.484375,1.0,1.0,1.0,0.9615384615384616,0.0,1.0
0,2996329323,40,299633,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,RS,386,0.9,32,0.30434782608695654,48.0,0.04902867715078635,0.5,1.0,0.925,1.0,1.0,12.0,1.0
0,2996329323,42,299633,Absent,48,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,402,0.9,35,0.3958333333333333,51.0,0.0625,0.546875,0.006737946999085467,0.9,0.30434782608695654,0.04902867715078635,16.0,1.0
0,2996329323,43,299633,Absent,35,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,417,0.89375,26,0.2978723404255319,49.0,0.11389236545682102,0.5,0.0061027272741740034,0.9,0.3958333333333333,0.0625,16.0,0.006737946999085467
0,2996329323,44,299633,Absent,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,ALL,438,0.93125,17,0.19444444444444445,46.0,0.8055555555555556,0.546875,0.016194143319162562,0.89375,0.2978723404255319,0.11389236545682102,17.0,0.0061027272741740034
0,2996329323,46,299633,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,ALL,RS,438,0.8,64,0.265625,64.0,0.06770833333333331,0.5,1.0,0.93125,0.19444444444444445,0.8055555555555556,11.0,0.016194143319162562
0,2996329323,47,299633,Absent,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,466,0.975,11,0.171875,39.0,0.16145833333333331,0.546875,0.03627506129959581,0.8,0.265625,0.06770833333333331,32.0,1.0
0,2996329323,49,299633,Absent,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,487,0.93125,22,0.06451612903225806,39.0,0.23983169705469848,0.4375,0.009182867495108389,0.975,0.171875,0.16145833333333331,4.0,0.03627506129959581
0,2996329323,50,299633,Absent,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,508,0.93125,22,1.0,43.0,0.6956521739130435,0.5,0.009182867495108389,0.93125,0.06451612903225806,0.23983169705469848,11.0,0.009182867495108389
0,2996329323,56,299633,Absent,25,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,9,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,ALL,531,0.94375,17,0.14705882352941177,44.0,0.21294117647058822,0.546875,0.016194143319162562,0.93125,1.0,0.6956521739130435,11.0,0.009182867495108389
0,2996329323,57,299633,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,21,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,RIGHT,542,0.86875,64,0.265625,64.0,0.001041666666666663,0.671875,1.0,0.94375,0.14705882352941177,0.21294117647058822,9.0,0.016194143319162562
0,2996329323,59,299633,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RIGHT,574,1.0,32,0.5,32.0,0.5,0.5,1.0,0.86875,0.265625,0.001041666666666663,21.0,1.0
0,2996329323,60,299633,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,,RIGHT,RIGHT,,606,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0
0,3079975882,1,307993,Absent,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RIGHT,32,1.0,5,,12.0,,0.1875,0.10687792566038574,,,,,
0,3079975882,6,307993,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,14,18,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RS,46,0.8875,32,0.027777777777777776,50.0,0.07478632478632478,0.5,1.0,1.0,,,0.0,0.10687792566038574
0,3079975882,7,307993,Absent,47,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,-7,39,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,LEFT,39,0.75625,39,0.2909090909090909,64.0,0.2715909090909091,0.390625,0.006737946999085467,0.8875,0.027777777777777776,0.07478632478632478,18.0,1.0
0,3079975882,10,307993,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,28,4,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,LEFT,UP,67,0.975,32,0.4791666666666667,38.0,0.3229166666666667,0.53125,1.0,0.75625,0.2909090909090909,0.2715909090909091,39.0,0.006737946999085467
0,3079975882,12,307993,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,UP,98,0.99375,32,0.3333333333333333,41.0,0.6666666666666667,0.625,1.0,0.975,0.4791666666666667,0.3229166666666667,4.0,1.0
0,3079975882,13,307993,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,OUT,129,0.99375,32,1.0,41.0,0.0,0.625,1.0,0.99375,0.3333333333333333,0.6666666666666667,1.0,1.0
0,3079975882,15,307993,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Absent,OUT,OUT,OUT,161,1.0,28,0.30434782608695654,28.0,0.30434782608695654,0.4375,1.0,0.99375,1.0,0.0,1.0,1.0
0,3079975882,16,307993,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,NOTHING,193,1.0,28,1.0,28.0,0.0,0.4375,1.0,1.0,0.30434782608695654,0.30434782608695654,0.0,1.0
0,3079975882,19,307993,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,225,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0,3079975882,26,307993,Absent,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,4,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,IN,253,0.975,16,0.0,30.0,0.0,0.40625,0.01831563888873418,1.0,0.0,1.0,0.0,1.0
0,3079975882,27,307993,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,IN,DOWN,276,0.94375,36,0.2682926829268293,45.0,0.7317073170731707,0.5625,1.0,0.975,0.0,0.0,4.0,0.01831563888873418
0,3079975882,28,307993,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,8,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,ALL,300,0.95,32,0.36,42.0,0.64,0.53125,1.0,0.94375,0.2682926829268293,0.7317073170731707,9.0,1.0
0,3079975882,29,307993,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,ALL,300,0.8,64,0.5,64.0,0.21794871794871795,0.5,1.0,0.95,0.36,0.64,8.0,1.0
0,3079975882,33,307993,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,ALL,DOWN,300,0.8,64,1.0,64.0,0.6666666666666667,0.5,1.0,0.8,0.5,0.21794871794871795,32.0,1.0
0,3079975882,34,307993,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,DOWN,DOWN,332,1.0,32,0.5,32.0,0.5,0.5,1.0,0.8,1.0,0.6666666666666667,32.0,1.0
0,3079975882,35,307993,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,LEFT,364,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0
0,3079975882,38,307993,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,LEFT,RIGHT,380,0.9,32,0.3333333333333333,48.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.0,1.0
0,3079975882,40,307993,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,RIGHT,412,1.0,32,0.0,32.0,0.0,0.5,1.0,0.9,0.3333333333333333,0.3333333333333333,16.0,1.0
0,3079975882,42,307993,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,OUT,444,1.0,32,1.0,32.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0
0,3079975882,44,307993,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,22,10,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,OUT,RIGHT,466,0.9375,28,0.30434782608695654,41.0,0.30434782608695654,0.484375,1.0,1.0,1.0,0.0,0.0,1.0
0,3079975882,46,307993,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,15,17,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,RIGHT,481,0.89375,32,0.30434782608695654,50.0,0.0960144927536232,0.515625,1.0,0.9375,0.30434782608695654,0.30434782608695654,10.0,1.0
0,3079975882,48,307993,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,RS,481,0.8,32,1.0,64.0,0.453125,0.5,1.0,0.89375,0.30434782608695654,0.0960144927536232,17.0,1.0
0,3079975882,49,307993,Absent,49,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,19,13,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,500,0.91875,33,0.32653061224489793,46.0,0.07971938775510207,0.515625,0.006737946999085467,0.8,1.0,0.453125,32.0,1.0
0,3079975882,55,307993,Absent,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,ALL,525,0.95625,8,0.10810810810810811,37.0,0.18355855855855857,0.46875,0.059105746561956225,0.91875,0.32653061224489793,0.07971938775510207,13.0,0.006737946999085467
0,3079975882,60,307993,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,1,,ALL,ALL,,557,1.0,64,0.125,64.0,0.125,1.0,1.0,0.95625,0.10810810810810811,0.18355855855855857,7.0,0.059105746561956225
0,3079975882,1,758825,Absent,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,IN,32,1.0,7,,12.0,,0.1875,0.07095202666684558,,,,,
0,3079975882,6,758825,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,IN,IN,ALL,46,0.8875,36,0.10256410256410256,50.0,0.07478632478632478,0.5,1.0,1.0,,,0.0,0.07095202666684558
0,3079975882,7,758825,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7,39,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,RS,39,0.75625,64,0.5625,64.0,0.2715909090909091,0.390625,1.0,0.8875,0.10256410256410256,0.07478632478632478,18.0,1.0
0,3079975882,10,758825,Absent,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,4,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,67,0.975,10,0.15625,38.0,0.3229166666666667,0.53125,0.04232921962320499,0.75625,0.5625,0.2715909090909091,39.0,1.0
0,3079975882,12,758825,Absent,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,98,0.99375,10,1.0,41.0,0.6666666666666667,0.625,0.04232921962320499,0.975,0.15625,0.3229166666666667,4.0,0.04232921962320499
