index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Epsilon,Zeta
3368,11259250,5,112524,Absent,44,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,23,9,Unicorn_Absent,-1,-1,0,42,0.94375,33.0,1.0,40.0,0.0,0.484375,RS,,,,,,0.3,0
3370,11259250,6,112524,Absent,44,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,23,9,Unicorn_Absent,-1,-1,0,65,0.94375,33.0,1.0,40.0,0.0,0.484375,RS,0.94375,1.0,0.0,9,RS,0.3,0
3378,11259250,10,112524,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,0,95,1.0,0.0,0.0,20.0,0.0,0.3125,RS,0.94375,1.0,0.0,9,RS,0.3,0
3388,11259250,15,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,5,0.84375,42.0,0.0,55.0,0.0,0.46875,RS,1.0,0.0,0.0,0,RS,0.3,0
3394,11259250,18,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,-59,0.84375,42.0,1.0,55.0,0.058823529411764705,0.46875,RS,0.84375,0.0,0.0,25,RS,0.3,0
3396,11259250,19,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,-52,0.84375,42.0,1.0,55.0,0.058823529411764705,0.46875,RS,0.84375,1.0,0.058823529411764705,25,RS,0.3,0
3400,11259250,21,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,-23,0.84375,42.0,1.0,55.0,0.28888888888888886,0.46875,RS,0.84375,1.0,0.058823529411764705,25,RS,0.3,0
3402,11259250,22,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,-16,0.84375,42.0,1.0,55.0,0.28888888888888886,0.46875,RS,0.84375,1.0,0.28888888888888886,25,RS,0.3,0
3406,11259250,24,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,13,0.84375,42.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.28888888888888886,25,RS,0.3,0
3408,11259250,25,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,20,0.84375,42.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.3,0
3410,11259250,26,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,7,25,Unicorn_Absent,-1,-1,0,27,0.84375,42.0,1.0,55.0,0.0,0.46875,RS,0.84375,1.0,0.0,25,RS,0.3,0
3416,11259250,29,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,14,18,Unicorn_Absent,-1,-1,0,98,0.8875,42.0,1.0,52.0,0.0,0.53125,RS,0.84375,1.0,0.0,25,RS,0.3,0
3418,11259250,30,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,14,18,Unicorn_Absent,-1,-1,0,112,0.8875,42.0,1.0,52.0,0.0,0.53125,RS,0.8875,1.0,0.0,18,RS,0.3,0
3420,11259250,31,112524,Absent,61,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,14,18,Unicorn_Absent,-1,-1,0,126,0.8875,42.0,1.0,52.0,0.0,0.53125,RS,0.8875,1.0,0.0,18,RS,0.3,0
3424,11259250,33,112524,Absent,48,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,21,11,Unicorn_Absent,-1,-1,0,177,0.93125,34.0,0.3333333333333333,48.0,0.0,0.578125,RS,0.8875,1.0,0.0,18,RS,0.3,0
3430,11259250,36,112524,Absent,34,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,25,7,Unicorn_Absent,-1,-1,0,255,0.95625,27.0,0.2708333333333333,29.0,0.0,0.34375,RS,0.93125,0.3333333333333333,0.0,11,RS,0.3,0
3436,11259250,39,112524,Absent,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1,0,341,0.9625,9.0,0.02857142857142857,40.0,0.0,0.53125,RS,0.95625,0.2708333333333333,0.0,7,RS,0.3,0
3440,11259250,41,112524,Absent,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1,0,297,0.9625,9.0,1.0,40.0,0.0,0.53125,RS,0.9625,0.02857142857142857,0.0,6,RS,0.3,0
3448,11259250,45,112524,Absent,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29,3,Unicorn_Absent,-1,-1,0,223,0.98125,10.0,0.0,28.0,0.0,0.390625,RS,0.9625,1.0,0.0,6,RS,0.3,0
3450,11259250,46,112524,Absent,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,0,250,0.96875,10.0,1.0,31.0,0.0,0.40625,RS,0.98125,0.0,0.0,3,RS,0.3,0
